JOB_NUMBER,JOB_TYPE,C_O_ISSUE_DATE,BIN_NUMBER,BOROUGH,NUMBER,STREET,POSTCODE,PR_DWELLING_UNIT,EX_DWELLING_UNIT,APPLICATION_STATUS_RAW,FILING_STATUS_RAW,ITEM_NUMBER,ISSUE_TYPE,LATITUDE,LONGITUDE,CENSUS_TRACT,NTA,LOCATION
121324236,A1,11/26/18,1005894,Manhattan,150,1 AVENUE,10009,0,0,Issued,New,2,Temporary,40.728261,-73.984785,34,East Village,"(40.728261, -73.984785)"
121324236,A1,8/28/18,1005894,Manhattan,150,1 AVENUE,10009,0,0,Issued,New,1,Temporary,40.728261,-73.984785,34,East Village,"(40.728261, -73.984785)"
120938085,A1,10/19/18,1082875,Manhattan,252,1 AVENUE,10009,300,300,Issued,New,11,Temporary,40.731903,-73.982013,44,Stuyvesant Town-Cooper Village,"(40.731903, -73.982013)"
120938085,A1,5/16/18,1082875,Manhattan,252,1 AVENUE,10009,300,300,Issued,New,10,Temporary,40.731903,-73.982013,44,Stuyvesant Town-Cooper Village,"(40.731903, -73.982013)"
120938085,A1,1/12/18,1082875,Manhattan,252,1 AVENUE,10009,300,300,Issued,New,9,Temporary,40.731903,-73.982013,44,Stuyvesant Town-Cooper Village,"(40.731903, -73.982013)"
103787724,A1,3/14/18,1083679,Manhattan,350,1 AVENUE,10010,114,,Issued,New,8,Temporary,40.735106,-73.979671,60,Stuyvesant Town-Cooper Village,"(40.735106, -73.979671)"
103070310,A1,1/24/19,1020600,Manhattan,411,1 AVENUE,10010,,,Issued,New,16,Temporary,40.73765,-73.977995,66,Murray Hill-Kips Bay,"(40.73765, -73.977995)"
103070310,A1,9/19/18,1020600,Manhattan,411,1 AVENUE,10010,,,Issued,New,15,Temporary,40.73765,-73.977995,66,Murray Hill-Kips Bay,"(40.73765, -73.977995)"
101450449,NB,1/16/19,1086501,Manhattan,577,1 AVENUE,10016,209,,Issued,New,57,Temporary,40.743207,-73.973945,70,Murray Hill-Kips Bay,"(40.743207, -73.973945)"
101450449,NB,9/17/18,1086501,Manhattan,577,1 AVENUE,10016,209,,Issued,New,56,Temporary,40.743207,-73.973945,70,Murray Hill-Kips Bay,"(40.743207, -73.973945)"
103070310,A1,2/22/16,1020600,Manhattan,411,1 AVENUE,10010,,,Issued,New,14,Temporary,40.73765,-73.977995,66,Murray Hill-Kips Bay,"(40.73765, -73.977995)"
101450449,NB,6/20/18,1086501,Manhattan,577,1 AVENUE,10016,209,,Issued,New,55,Temporary,40.743207,-73.973945,70,Murray Hill-Kips Bay,"(40.743207, -73.973945)"
101450449,NB,3/23/18,1086501,Manhattan,577,1 AVENUE,10016,209,,Issued,New,54,Temporary,40.743207,-73.973945,70,Murray Hill-Kips Bay,"(40.743207, -73.973945)"
104638288,A1,1/14/19,1040150,Manhattan,948,1 AVENUE,10022,16,,Issued,New,22,Temporary,40.755268,-73.965129,8603,Turtle Bay-East Midtown,"(40.755268, -73.965129)"
104638288,A1,10/9/18,1040150,Manhattan,948,1 AVENUE,10022,16,,Issued,New,21,Temporary,40.755268,-73.965129,8603,Turtle Bay-East Midtown,"(40.755268, -73.965129)"
104638288,A1,7/17/18,1040150,Manhattan,948,1 AVENUE,10022,16,,Issued,New,20,Temporary,40.755268,-73.965129,8603,Turtle Bay-East Midtown,"(40.755268, -73.965129)"
104638288,A1,1/24/18,1040150,Manhattan,948,1 AVENUE,10022,16,,Issued,New,18,Temporary,40.755268,-73.965129,8603,Turtle Bay-East Midtown,"(40.755268, -73.965129)"
121237474,NB,12/17/18,1090147,Manhattan,959,1 AVENUE,10022,113,,Issued,New,13,Temporary,40.755567,-73.964934,98,Turtle Bay-East Midtown,"(40.755567, -73.964934)"
121237474,NB,9/18/18,1090147,Manhattan,959,1 AVENUE,10022,113,,Issued,New,12,Temporary,40.755567,-73.964934,98,Turtle Bay-East Midtown,"(40.755567, -73.964934)"
121237474,NB,6/27/18,1090147,Manhattan,959,1 AVENUE,10022,113,,Issued,New,11,Temporary,40.755567,-73.964934,98,Turtle Bay-East Midtown,"(40.755567, -73.964934)"
121237474,NB,5/17/18,1090147,Manhattan,959,1 AVENUE,10022,113,,Issued,New,10,Temporary,40.755567,-73.964934,98,Turtle Bay-East Midtown,"(40.755567, -73.964934)"
104081020,NB,6/29/18,1087458,Manhattan,1115,1 AVENUE,10065,45,,Issued,New,39,Temporary,40.761003,-73.960971,110,Lenox Hill-Roosevelt Island,"(40.761003, -73.960971)"
102349950,A1,12/19/18,1084594,Manhattan,18,1 PLACE,10280,,,Issued,New,48,Temporary,40.706319,-74.018276,31704,Battery Park City-Lower Manhattan,"(40.706319, -74.018276)"
102349950,A1,9/27/18,1084594,Manhattan,18,1 PLACE,10280,,,Issued,New,47,Temporary,40.706319,-74.018276,31704,Battery Park City-Lower Manhattan,"(40.706319, -74.018276)"
102349950,A1,6/26/18,1084594,Manhattan,18,1 PLACE,10280,,,Issued,New,46,Temporary,40.706319,-74.018276,31704,Battery Park City-Lower Manhattan,"(40.706319, -74.018276)"
102349950,A1,4/5/18,1084594,Manhattan,18,1 PLACE,10280,,,Issued,New,45,Temporary,40.706319,-74.018276,31704,Battery Park City-Lower Manhattan,"(40.706319, -74.018276)"
102349950,A1,1/12/18,1084594,Manhattan,18,1 PLACE,10280,,,Issued,New,44,Temporary,40.706319,-74.018276,31704,Battery Park City-Lower Manhattan,"(40.706319, -74.018276)"
102349950,A1,10/19/17,1084594,Manhattan,18,1 PLACE,10280,,,Issued,New,43,Temporary,40.706319,-74.018276,31704,Battery Park City-Lower Manhattan,"(40.706319, -74.018276)"
102349950,A1,7/28/17,1084594,Manhattan,18,1 PLACE,10280,,,Issued,New,42,Temporary,40.706319,-74.018276,31704,Battery Park City-Lower Manhattan,"(40.706319, -74.018276)"
102349950,A1,1/13/16,1084594,Manhattan,18,1 PLACE,10280,,,Issued,New,41,Temporary,40.706319,-74.018276,31704,Battery Park City-Lower Manhattan,"(40.706319, -74.018276)"
121186983,NB,12/12/18,1090212,Manhattan,239,10 AVE,10001,5,,Issued,New,6,Temporary,40.748502,-74.003595,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.748502, -74.003595)"
121186983,NB,9/17/18,1090212,Manhattan,239,10 AVE,10001,5,,Issued,New,5,Temporary,40.748502,-74.003595,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.748502, -74.003595)"
121186983,NB,6/12/18,1090212,Manhattan,239,10 AVE,10001,5,,Issued,New,4,Temporary,40.748502,-74.003595,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.748502, -74.003595)"
121186983,NB,5/25/18,1090212,Manhattan,239,10 AVE,10001,5,,Issued,New,3,Temporary,40.748502,-74.003595,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.748502, -74.003595)"
121186983,NB,4/13/18,1090212,Manhattan,239,10 AVE,10001,5,,Issued,New,2,Temporary,40.748502,-74.003595,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.748502, -74.003595)"
121186983,NB,4/12/18,1090212,Manhattan,239,10 AVE,10001,5,,Issued,New,1,Temporary,40.748502,-74.003595,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.748502, -74.003595)"
121772616,A1,2/5/19,1064490,Manhattan,3775,10 AVE,10034,,,Issued,New,10,Temporary,40.861357,-73.921185,299,Marble Hill-Inwood,"(40.861357, -73.921185)"
121772616,A1,10/5/17,1064490,Manhattan,3775,10 AVE,10034,,,Issued,New,6,Temporary,40.861357,-73.921185,299,Marble Hill-Inwood,"(40.861357, -73.921185)"
121772616,A1,11/28/18,1064490,Manhattan,3775,10 AVE,10034,,,Issued,New,9,Temporary,40.861357,-73.921185,299,Marble Hill-Inwood,"(40.861357, -73.921185)"
121772616,A1,8/23/18,1064490,Manhattan,3775,10 AVE,10034,,,Issued,New,8,Temporary,40.861357,-73.921185,299,Marble Hill-Inwood,"(40.861357, -73.921185)"
121772616,A1,4/13/18,1064490,Manhattan,3775,10 AVE,10034,,,Issued,New,7,Temporary,40.861357,-73.921185,299,Marble Hill-Inwood,"(40.861357, -73.921185)"
104024048,A1,2/11/19,1012277,Manhattan,85,10 AVENUE,10011,,,Issued,New,50,Temporary,40.743059,-74.007546,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743059, -74.007546)"
121772616,A1,10/3/17,1064490,Manhattan,3775,10 AVE,10034,,,Issued,New,5,Temporary,40.861357,-73.921185,299,Marble Hill-Inwood,"(40.861357, -73.921185)"
121772616,A1,3/4/16,1064490,Manhattan,3775,10 AVE,10034,,,Issued,New,4,Temporary,40.861357,-73.921185,299,Marble Hill-Inwood,"(40.861357, -73.921185)"
104024048,A1,11/14/18,1012277,Manhattan,85,10 AVENUE,10011,,,Issued,New,49,Temporary,40.743059,-74.007546,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743059, -74.007546)"
104024048,A1,8/15/18,1012277,Manhattan,85,10 AVENUE,10011,,,Issued,New,48,Temporary,40.743059,-74.007546,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743059, -74.007546)"
104024048,A1,5/15/18,1012277,Manhattan,85,10 AVENUE,10011,,,Issued,New,47,Temporary,40.743059,-74.007546,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743059, -74.007546)"
104024048,A1,2/20/18,1012277,Manhattan,85,10 AVENUE,10011,,,Issued,New,45,Temporary,40.743059,-74.007546,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743059, -74.007546)"
104736680,NB,1/2/19,1088185,Manhattan,140,10 AVENUE,10011,22,,Issued,New,31,Temporary,40.745022,-74.006099,89,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.745022, -74.006099)"
104736680,NB,9/7/18,1088185,Manhattan,140,10 AVENUE,10011,22,,Issued,New,30,Temporary,40.745022,-74.006099,89,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.745022, -74.006099)"
104736680,NB,5/9/18,1088185,Manhattan,140,10 AVENUE,10011,22,,Issued,New,29,Temporary,40.745022,-74.006099,89,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.745022, -74.006099)"
104736680,NB,2/5/18,1088185,Manhattan,140,10 AVENUE,10011,22,,Issued,New,28,Temporary,40.745022,-74.006099,89,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.745022, -74.006099)"
104043483,A1,2/7/19,1088996,Manhattan,180,10 AVENUE,10011,60,1,Issued,New,25,Temporary,40.746216,-74.005229,89,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.746216, -74.005229)"
104043483,A1,10/23/18,1088996,Manhattan,180,10 AVENUE,10011,60,1,Issued,New,24,Temporary,40.746216,-74.005229,89,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.746216, -74.005229)"
104043483,A1,7/31/18,1088996,Manhattan,180,10 AVENUE,10011,60,1,Issued,New,23,Temporary,40.746216,-74.005229,89,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.746216, -74.005229)"
104043483,A1,5/8/18,1088996,Manhattan,180,10 AVENUE,10011,60,1,Issued,New,22,Temporary,40.746216,-74.005229,89,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.746216, -74.005229)"
104043483,A1,2/12/18,1088996,Manhattan,180,10 AVENUE,10011,60,1,Issued,New,21,Temporary,40.746216,-74.005229,89,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.746216, -74.005229)"
104024048,A1,11/28/17,1012277,Manhattan,85,10 AVENUE,10011,,,Issued,New,44,Temporary,40.743059,-74.007546,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743059, -74.007546)"
104663696,A1,1/3/19,1064872,Manhattan,3950,10 AVENUE,10034,,,Issued,New,10,Temporary,40.867124,-73.916984,303,Marble Hill-Inwood,"(40.867124, -73.916984)"
104663696,A1,10/4/18,1064872,Manhattan,3950,10 AVENUE,10034,,,Issued,New,9,Temporary,40.867124,-73.916984,303,Marble Hill-Inwood,"(40.867124, -73.916984)"
104663696,A1,9/20/18,1064872,Manhattan,3950,10 AVENUE,10034,,,Issued,New,8,Temporary,40.867124,-73.916984,303,Marble Hill-Inwood,"(40.867124, -73.916984)"
104663696,A1,6/6/18,1064872,Manhattan,3950,10 AVENUE,10034,,,Issued,New,7,Temporary,40.867124,-73.916984,303,Marble Hill-Inwood,"(40.867124, -73.916984)"
104663696,A1,1/22/18,1064872,Manhattan,3950,10 AVENUE,10034,,,Issued,New,6,Temporary,40.867124,-73.916984,303,Marble Hill-Inwood,"(40.867124, -73.916984)"
121028672,A1,12/13/18,1012527,Manhattan,501,10TH AVENUE,10018,,,Issued,New,2,Temporary,40.75728,-73.997199,117,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.75728, -73.997199)"
104024048,A1,10/6/17,1012277,Manhattan,85,10 AVENUE,10011,,,Issued,New,42,Temporary,40.743059,-74.007546,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743059, -74.007546)"
121028672,A1,8/29/18,1012527,Manhattan,501,10TH AVENUE,10018,,,Issued,New,1,Temporary,40.75728,-73.997199,117,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.75728, -73.997199)"
104024048,A1,7/11/17,1012277,Manhattan,85,10 AVENUE,10011,,,Issued,New,41,Temporary,40.743059,-74.007546,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743059, -74.007546)"
122817041,A1,2/19/19,1026807,Manhattan,826,10TH AVENUE,10019,3,3,Issued,New,2,Temporary,40.767621,-73.989635,139,Clinton,"(40.767621, -73.989635)"
122817041,A1,11/30/18,1026807,Manhattan,826,10TH AVENUE,10019,3,3,Issued,New,1,Temporary,40.767621,-73.989635,139,Clinton,"(40.767621, -73.989635)"
121037378,A1,1/16/18,1064494,Manhattan,3795,10TH AVENUE,10034,,,Issued,New,1,Final,40.862032,-73.920689,299,Marble Hill-Inwood,"(40.862032, -73.920689)"
104548919,NB,2/25/19,1087613,Manhattan,200,11 AVENUE,10011,15,,Issued,New,37,Temporary,40.749452,-74.006594,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.749452, -74.006594)"
104548919,NB,12/14/18,1087613,Manhattan,200,11 AVENUE,10011,15,,Issued,New,36,Temporary,40.749452,-74.006594,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.749452, -74.006594)"
104548919,NB,9/26/18,1087613,Manhattan,200,11 AVENUE,10011,15,,Issued,New,35,Temporary,40.749452,-74.006594,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.749452, -74.006594)"
104548919,NB,6/29/18,1087613,Manhattan,200,11 AVENUE,10011,15,,Issued,New,34,Temporary,40.749452,-74.006594,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.749452, -74.006594)"
104548919,NB,4/6/18,1087613,Manhattan,200,11 AVENUE,10011,15,,Issued,New,33,Temporary,40.749452,-74.006594,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.749452, -74.006594)"
104024048,A1,4/11/17,1012277,Manhattan,85,10 AVENUE,10011,,,Issued,New,40,Temporary,40.743059,-74.007546,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743059, -74.007546)"
104024048,A1,1/5/17,1012277,Manhattan,85,10 AVENUE,10011,,,Issued,New,39,Temporary,40.743059,-74.007546,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743059, -74.007546)"
104548919,NB,1/16/18,1087613,Manhattan,200,11 AVENUE,10011,15,,Issued,New,32,Temporary,40.749452,-74.006594,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.749452, -74.006594)"
104024048,A1,10/11/16,1012277,Manhattan,85,10 AVENUE,10011,,,Issued,New,38,Temporary,40.743059,-74.007546,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743059, -74.007546)"
104024048,A1,7/19/16,1012277,Manhattan,85,10 AVENUE,10011,,,Issued,New,37,Temporary,40.743059,-74.007546,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743059, -74.007546)"
121142334,A1,12/24/18,1027111,Manhattan,627,11 AVENUE,10036,,,Issued,New,11,Temporary,40.763521,-73.996365,129,Clinton,"(40.763521, -73.996365)"
104024048,A1,3/14/16,1012277,Manhattan,85,10 AVENUE,10011,,,Issued,New,36,Temporary,40.743059,-74.007546,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743059, -74.007546)"
121142334,A1,6/26/18,1027111,Manhattan,627,11 AVENUE,10036,,,Issued,New,10,Temporary,40.763521,-73.996365,129,Clinton,"(40.763521, -73.996365)"
121142334,A1,3/14/18,1027111,Manhattan,627,11 AVENUE,10036,,,Issued,New,9,Temporary,40.763521,-73.996365,129,Clinton,"(40.763521, -73.996365)"
102258762,A1,2/22/19,1027146,Manhattan,731,11 AVENUE,10019,,,Issued,New,9,Temporary,40.766933,-73.993877,135,Clinton,"(40.766933, -73.993877)"
102258762,A1,11/16/18,1027146,Manhattan,731,11 AVENUE,10019,,,Issued,New,8,Temporary,40.766933,-73.993877,135,Clinton,"(40.766933, -73.993877)"
102258762,A1,8/23/18,1027146,Manhattan,731,11 AVENUE,10019,,,Issued,New,7,Temporary,40.766933,-73.993877,135,Clinton,"(40.766933, -73.993877)"
102258762,A1,5/31/18,1027146,Manhattan,731,11 AVENUE,10019,,,Issued,New,6,Temporary,40.766933,-73.993877,135,Clinton,"(40.766933, -73.993877)"
104856942,NB,2/8/19,1088726,Manhattan,770,11 AVENUE,10019,864,0,Issued,New,41,Final,40.768154,-73.99296,135,Clinton,"(40.768154, -73.99296)"
104856942,NB,11/20/18,1088726,Manhattan,770,11 AVENUE,10019,864,0,Issued,New,40,Temporary,40.768154,-73.99296,135,Clinton,"(40.768154, -73.99296)"
104856942,NB,8/24/18,1088726,Manhattan,770,11 AVENUE,10019,864,0,Issued,New,40,Temporary,40.768154,-73.99296,135,Clinton,"(40.768154, -73.99296)"
104856942,NB,5/29/18,1088726,Manhattan,770,11 AVENUE,10019,864,0,Issued,New,39,Temporary,40.768154,-73.99296,135,Clinton,"(40.768154, -73.99296)"
104663696,A1,8/10/17,1064872,Manhattan,3950,10 AVENUE,10034,,,Issued,New,5,Temporary,40.867124,-73.916984,303,Marble Hill-Inwood,"(40.867124, -73.916984)"
104663696,A1,5/16/17,1064872,Manhattan,3950,10 AVENUE,10034,,,Issued,New,4,Temporary,40.867124,-73.916984,303,Marble Hill-Inwood,"(40.867124, -73.916984)"
104856942,NB,3/6/18,1088726,Manhattan,770,11 AVENUE,10019,864,0,Issued,New,38,Temporary,40.768154,-73.99296,135,Clinton,"(40.768154, -73.99296)"
104663696,A1,3/22/17,1064872,Manhattan,3950,10 AVENUE,10034,,,Issued,New,3,Temporary,40.867124,-73.916984,303,Marble Hill-Inwood,"(40.867124, -73.916984)"
121235350,A1,2/6/19,1012253,Manhattan,29,11TH AVENUE,10011,,,Issued,New,3,Temporary,40.743407,-74.008589,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743407, -74.008589)"
121235350,A1,11/14/18,1012253,Manhattan,29,11TH AVENUE,10011,,,Issued,New,2,Temporary,40.743407,-74.008589,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743407, -74.008589)"
104663696,A1,12/22/16,1064872,Manhattan,3950,10 AVENUE,10034,,,Issued,New,2,Temporary,40.867124,-73.916984,303,Marble Hill-Inwood,"(40.867124, -73.916984)"
121235350,A1,8/15/18,1012253,Manhattan,29,11TH AVENUE,10011,,,Issued,New,1,Temporary,40.743407,-74.008589,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743407, -74.008589)"
104663696,A1,10/6/16,1064872,Manhattan,3950,10 AVENUE,10034,,,Issued,New,1,Temporary,40.867124,-73.916984,303,Marble Hill-Inwood,"(40.867124, -73.916984)"
121121179,A1,3/30/17,1012277,Manhattan,85,10TH AVENUE,10011,0,0,Issued,New,6,Temporary,40.743059,-74.007546,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.743059, -74.007546)"
103430299,A1,11/30/18,1079184,Manhattan,220,12 AVENUE,10001,,,Issued,New,61,Temporary,40.752531,-74.007616,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.752531, -74.007616)"
103430299,A1,9/10/18,1079184,Manhattan,220,12 AVENUE,10001,,,Issued,New,60,Temporary,40.752531,-74.007616,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.752531, -74.007616)"
103430299,A1,6/19/18,1079184,Manhattan,220,12 AVENUE,10001,,,Issued,New,59,Temporary,40.752531,-74.007616,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.752531, -74.007616)"
103430299,A1,3/22/18,1079184,Manhattan,220,12 AVENUE,10001,,,Issued,New,58,Temporary,40.752531,-74.007616,99,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.752531, -74.007616)"
103016629,NB,12/5/18,1027163,Manhattan,786,12 AVENUE,10019,,,Issued,New,21,Temporary,40.770257,-73.994599,135,Clinton,"(40.770257, -73.994599)"
121186322,A1,1/15/19,1082875,Manhattan,250,1ST AVENUE,10009,299,298,Issued,New,13,Temporary,40.731862,-73.982042,44,Stuyvesant Town-Cooper Village,"(40.731862, -73.982042)"
121186322,A1,10/25/18,1082875,Manhattan,250,1ST AVENUE,10009,299,298,Issued,New,12,Temporary,40.731862,-73.982042,44,Stuyvesant Town-Cooper Village,"(40.731862, -73.982042)"
121186322,A1,5/9/18,1082875,Manhattan,250,1ST AVENUE,10009,299,298,Issued,New,10,Temporary,40.731862,-73.982042,44,Stuyvesant Town-Cooper Village,"(40.731862, -73.982042)"
121186322,A1,2/7/18,1082875,Manhattan,250,1ST AVENUE,10009,299,298,Issued,New,9,Temporary,40.731862,-73.982042,44,Stuyvesant Town-Cooper Village,"(40.731862, -73.982042)"
121186359,A1,12/11/18,1082877,Manhattan,270,1ST AVENUE,10009,96,94,Issued,New,11,Temporary,40.732554,-73.981537,44,Stuyvesant Town-Cooper Village,"(40.732554, -73.981537)"
121186359,A1,7/26/18,1082877,Manhattan,270,1ST AVENUE,10009,96,94,Issued,New,10,Temporary,40.732554,-73.981537,44,Stuyvesant Town-Cooper Village,"(40.732554, -73.981537)"
121186359,A1,5/9/18,1082877,Manhattan,270,1ST AVENUE,10009,96,94,Issued,New,9,Temporary,40.732554,-73.981537,44,Stuyvesant Town-Cooper Village,"(40.732554, -73.981537)"
121186359,A1,2/7/18,1082877,Manhattan,270,1ST AVENUE,10009,96,94,Issued,New,8,Temporary,40.732554,-73.981537,44,Stuyvesant Town-Cooper Village,"(40.732554, -73.981537)"
121333958,A1,10/12/18,1082869,Manhattan,274,1ST AVENUE,10009,416,416,Issued,New,13,Temporary,40.732718,-73.981414,44,Stuyvesant Town-Cooper Village,"(40.732718, -73.981414)"
121333958,A1,7/17/18,1082869,Manhattan,274,1ST AVENUE,10009,416,416,Issued,New,12,Temporary,40.732718,-73.981414,44,Stuyvesant Town-Cooper Village,"(40.732718, -73.981414)"
121333958,A1,4/20/18,1082869,Manhattan,274,1ST AVENUE,10009,416,416,Issued,New,11,Temporary,40.732718,-73.981414,44,Stuyvesant Town-Cooper Village,"(40.732718, -73.981414)"
121333958,A1,1/25/18,1082869,Manhattan,274,1ST AVENUE,10009,416,416,Issued,New,10,Temporary,40.732718,-73.981414,44,Stuyvesant Town-Cooper Village,"(40.732718, -73.981414)"
121186331,A1,12/11/18,1082870,Manhattan,280,1ST AVENUE,10009,88,87,Issued,New,12,Temporary,40.732886,-73.981284,44,Stuyvesant Town-Cooper Village,"(40.732886, -73.981284)"
121186331,A1,7/17/18,1082870,Manhattan,280,1ST AVENUE,10009,88,87,Issued,New,11,Temporary,40.732886,-73.981284,44,Stuyvesant Town-Cooper Village,"(40.732886, -73.981284)"
121142334,A1,11/27/17,1027111,Manhattan,627,11 AVENUE,10036,,,Issued,New,8,Temporary,40.763521,-73.996365,129,Clinton,"(40.763521, -73.996365)"
121142334,A1,8/19/16,1027111,Manhattan,627,11 AVENUE,10036,,,Issued,New,7,Temporary,40.763521,-73.996365,129,Clinton,"(40.763521, -73.996365)"
121186331,A1,5/16/18,1082870,Manhattan,280,1ST AVENUE,10009,88,87,Issued,New,10,Temporary,40.732886,-73.981284,44,Stuyvesant Town-Cooper Village,"(40.732886, -73.981284)"
121142334,A1,5/26/16,1027111,Manhattan,627,11 AVENUE,10036,,,Issued,New,6,Temporary,40.763521,-73.996365,129,Clinton,"(40.763521, -73.996365)"
121186331,A1,2/7/18,1082870,Manhattan,280,1ST AVENUE,10009,88,87,Issued,New,9,Temporary,40.732886,-73.981284,44,Stuyvesant Town-Cooper Village,"(40.732886, -73.981284)"
121186304,A1,2/20/19,1082871,Manhattan,300,1ST AVENUE,10009,88,87,Issued,New,12,Temporary,40.733605,-73.980757,44,Stuyvesant Town-Cooper Village,"(40.733605, -73.980757)"
121142334,A1,3/7/16,1027111,Manhattan,627,11 AVENUE,10036,,,Issued,New,5,Temporary,40.763521,-73.996365,129,Clinton,"(40.763521, -73.996365)"
121186304,A1,10/12/18,1082871,Manhattan,300,1ST AVENUE,10009,88,87,Issued,New,11,Temporary,40.733605,-73.980757,44,Stuyvesant Town-Cooper Village,"(40.733605, -73.980757)"
121186304,A1,7/26/18,1082871,Manhattan,300,1ST AVENUE,10009,88,87,Issued,New,10,Temporary,40.733605,-73.980757,44,Stuyvesant Town-Cooper Village,"(40.733605, -73.980757)"
121186304,A1,5/8/18,1082871,Manhattan,300,1ST AVENUE,10009,88,87,Issued,New,9,Temporary,40.733605,-73.980757,44,Stuyvesant Town-Cooper Village,"(40.733605, -73.980757)"
121186304,A1,2/7/18,1082871,Manhattan,300,1ST AVENUE,10009,88,87,Issued,New,8,Temporary,40.733605,-73.980757,44,Stuyvesant Town-Cooper Village,"(40.733605, -73.980757)"
121331059,NB,2/11/19,1089237,Manhattan,626,1ST AVENUE,10016,761,,Issued,New,21,Temporary,40.744972,-73.972634,8601,Turtle Bay-East Midtown,"(40.744972, -73.972634)"
102258762,A1,12/12/17,1027146,Manhattan,731,11 AVENUE,10019,,,Issued,New,4,Temporary,40.766933,-73.993877,135,Clinton,"(40.766933, -73.993877)"
121331059,NB,11/20/18,1089237,Manhattan,626,1ST AVENUE,10016,761,,Issued,New,20,Temporary,40.744972,-73.972634,8601,Turtle Bay-East Midtown,"(40.744972, -73.972634)"
121331059,NB,11/7/18,1089237,Manhattan,626,1ST AVENUE,10016,761,,Issued,New,19,Temporary,40.744972,-73.972634,8601,Turtle Bay-East Midtown,"(40.744972, -73.972634)"
121331059,NB,10/16/18,1089237,Manhattan,626,1ST AVENUE,10016,761,,Issued,New,18,Temporary,40.744972,-73.972634,8601,Turtle Bay-East Midtown,"(40.744972, -73.972634)"
121331059,NB,7/17/18,1089237,Manhattan,626,1ST AVENUE,10016,761,,Issued,New,17,Temporary,40.744972,-73.972634,8601,Turtle Bay-East Midtown,"(40.744972, -73.972634)"
121331059,NB,7/10/18,1089237,Manhattan,626,1ST AVENUE,10016,761,,Issued,New,16,Temporary,40.744972,-73.972634,8601,Turtle Bay-East Midtown,"(40.744972, -73.972634)"
102258762,A1,9/20/17,1027146,Manhattan,731,11 AVENUE,10019,,,Issued,New,3,Temporary,40.766933,-73.993877,135,Clinton,"(40.766933, -73.993877)"
121331059,NB,6/25/18,1089237,Manhattan,626,1ST AVENUE,10016,761,,Issued,New,15,Temporary,40.744972,-73.972634,8601,Turtle Bay-East Midtown,"(40.744972, -73.972634)"
121331059,NB,6/21/18,1089237,Manhattan,626,1ST AVENUE,10016,761,,Issued,New,14,Temporary,40.744972,-73.972634,8601,Turtle Bay-East Midtown,"(40.744972, -73.972634)"
121331059,NB,3/22/18,1089237,Manhattan,626,1ST AVENUE,10016,761,,Issued,New,13,Temporary,40.744972,-73.972634,8601,Turtle Bay-East Midtown,"(40.744972, -73.972634)"
