GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
1500000US360610016004,360610016004,"Block Group 4, Census Tract 16, New York County, New York",494,128,441,132,20,31,285,107,136,81,53,62
1500000US360610016005,360610016005,"Block Group 5, Census Tract 16, New York County, New York",442,123,425,123,0,11,425,123,0,11,17,26
1500000US360610018001,360610018001,"Block Group 1, Census Tract 18, New York County, New York",575,177,452,158,0,11,320,137,132,104,123,113
1500000US360610018002,360610018002,"Block Group 2, Census Tract 18, New York County, New York",253,89,253,89,0,11,253,89,0,11,0,11
1500000US360610018003,360610018003,"Block Group 3, Census Tract 18, New York County, New York",638,150,638,150,0,11,559,132,79,87,0,11
1500000US360610018004,360610018004,"Block Group 4, Census Tract 18, New York County, New York",351,126,201,83,0,11,138,61,63,64,150,107
1500000US360610018005,360610018005,"Block Group 5, Census Tract 18, New York County, New York",401,145,235,111,0,11,206,108,29,35,166,97
1500000US360610018006,360610018006,"Block Group 6, Census Tract 18, New York County, New York",589,158,354,156,0,11,354,156,0,11,235,114
1500000US360610018007,360610018007,"Block Group 7, Census Tract 18, New York County, New York",342,102,249,88,0,11,227,91,22,38,93,80
1500000US360610020000,360610020000,"Block Group 0, Census Tract 20, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610020001,360610020001,"Block Group 1, Census Tract 20, New York County, New York",1007,122,522,141,0,11,301,103,221,99,485,125
1500000US360610020002,360610020002,"Block Group 2, Census Tract 20, New York County, New York",655,102,382,103,0,11,219,72,163,90,273,108
1500000US360610020003,360610020003,"Block Group 3, Census Tract 20, New York County, New York",339,80,260,75,0,11,231,80,29,37,79,53
1500000US360610021001,360610021001,"Block Group 1, Census Tract 21, New York County, New York",1324,174,1324,174,0,11,1256,174,68,54,0,11
1500000US360610021002,360610021002,"Block Group 2, Census Tract 21, New York County, New York",1458,205,1407,198,0,11,1379,197,28,29,51,46
1500000US360610022011,360610022011,"Block Group 1, Census Tract 22.01, New York County, New York",898,174,620,153,0,11,436,127,184,114,278,118
1500000US360610022012,360610022012,"Block Group 2, Census Tract 22.01, New York County, New York",418,140,388,131,0,11,301,113,87,83,30,49
1500000US360610022013,360610022013,"Block Group 3, Census Tract 22.01, New York County, New York",522,166,321,140,0,11,189,106,132,102,201,108
1500000US360610022014,360610022014,"Block Group 4, Census Tract 22.01, New York County, New York",1187,182,918,177,14,24,682,172,222,125,269,124
1500000US360610022021,360610022021,"Block Group 1, Census Tract 22.02, New York County, New York",1128,61,1039,86,0,11,655,134,384,117,89,58
1500000US360610024000,360610024000,"Block Group 0, Census Tract 24, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610024001,360610024001,"Block Group 1, Census Tract 24, New York County, New York",1166,129,863,171,16,27,368,118,479,161,303,152
1500000US360610024002,360610024002,"Block Group 2, Census Tract 24, New York County, New York",713,128,490,130,0,11,335,121,155,96,223,119
1500000US360610025000,360610025000,"Block Group 0, Census Tract 25, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610025001,360610025001,"Block Group 1, Census Tract 25, New York County, New York",1361,154,731,146,9,13,640,134,82,68,630,139
1500000US360610025002,360610025002,"Block Group 2, Census Tract 25, New York County, New York",237,89,131,69,7,12,72,70,52,58,106,65
1500000US360610025003,360610025003,"Block Group 3, Census Tract 25, New York County, New York",502,126,357,118,0,11,260,105,97,83,145,94
1500000US360610026011,360610026011,"Block Group 1, Census Tract 26.01, New York County, New York",792,102,683,106,0,11,484,104,199,96,109,68
1500000US360610026012,360610026012,"Block Group 2, Census Tract 26.01, New York County, New York",771,97,632,116,0,11,432,100,200,107,139,77
1500000US360610026021,360610026021,"Block Group 1, Census Tract 26.02, New York County, New York",860,147,763,163,0,11,579,154,184,104,97,74
1500000US360610026022,360610026022,"Block Group 2, Census Tract 26.02, New York County, New York",1209,141,1118,139,0,11,951,148,167,100,91,56
1500000US360610027001,360610027001,"Block Group 1, Census Tract 27, New York County, New York",638,49,430,68,8,12,380,68,42,35,208,56
1500000US360610028001,360610028001,"Block Group 1, Census Tract 28, New York County, New York",453,148,407,157,0,11,267,131,140,112,46,43
1500000US360610028002,360610028002,"Block Group 2, Census Tract 28, New York County, New York",686,153,617,155,0,11,415,117,202,128,69,75
1500000US360610028003,360610028003,"Block Group 3, Census Tract 28, New York County, New York",870,151,794,128,0,11,588,112,206,115,76,89
1500000US360610028004,360610028004,"Block Group 4, Census Tract 28, New York County, New York",1412,198,1080,222,0,11,790,204,290,146,332,155
1500000US360610029001,360610029001,"Block Group 1, Census Tract 29, New York County, New York",416,121,195,87,0,11,159,95,36,59,221,93
1500000US360610029002,360610029002,"Block Group 2, Census Tract 29, New York County, New York",677,140,385,139,0,11,223,106,162,113,292,119
1500000US360610029003,360610029003,"Block Group 3, Census Tract 29, New York County, New York",905,135,545,148,0,11,446,143,99,86,360,165
1500000US360610029004,360610029004,"Block Group 4, Census Tract 29, New York County, New York",408,103,339,93,0,11,312,98,27,43,69,70
1500000US360610030011,360610030011,"Block Group 1, Census Tract 30.01, New York County, New York",704,150,599,137,0,11,486,117,113,92,105,103
1500000US360610030012,360610030012,"Block Group 2, Census Tract 30.01, New York County, New York",654,164,654,164,0,11,531,151,123,97,0,11
1500000US360610030013,360610030013,"Block Group 3, Census Tract 30.01, New York County, New York",491,143,453,145,0,11,213,79,240,139,38,43
1500000US360610030014,360610030014,"Block Group 4, Census Tract 30.01, New York County, New York",463,121,442,118,0,11,297,88,145,99,21,33
1500000US360610030021,360610030021,"Block Group 1, Census Tract 30.02, New York County, New York",968,113,846,110,6,10,547,91,293,114,122,86
1500000US360610030022,360610030022,"Block Group 2, Census Tract 30.02, New York County, New York",794,115,530,108,0,11,380,87,150,75,264,85
1500000US360610031001,360610031001,"Block Group 1, Census Tract 31, New York County, New York",747,66,682,72,0,11,659,75,23,16,65,50
1500000US360610032001,360610032001,"Block Group 1, Census Tract 32, New York County, New York",1055,179,1055,179,14,23,659,158,382,167,0,11
1500000US360610032002,360610032002,"Block Group 2, Census Tract 32, New York County, New York",372,143,352,145,0,11,245,126,107,127,20,32
1500000US360610032003,360610032003,"Block Group 3, Census Tract 32, New York County, New York",836,178,585,180,84,81,419,153,82,119,251,134
1500000US360610032004,360610032004,"Block Group 4, Census Tract 32, New York County, New York",333,138,288,135,0,11,221,119,67,84,45,54
1500000US360610032005,360610032005,"Block Group 5, Census Tract 32, New York County, New York",314,124,314,124,0,11,260,119,54,61,0,11
1500000US360610032006,360610032006,"Block Group 6, Census Tract 32, New York County, New York",894,191,894,191,0,11,429,152,465,210,0,11
1500000US360610032007,360610032007,"Block Group 7, Census Tract 32, New York County, New York",691,155,691,155,0,11,416,144,275,171,0,11
1500000US360610033001,360610033001,"Block Group 1, Census Tract 33, New York County, New York",1623,187,1623,187,0,11,1561,200,62,72,0,11
1500000US360610033002,360610033002,"Block Group 2, Census Tract 33, New York County, New York",268,79,268,79,0,11,268,79,0,11,0,11
1500000US360610033003,360610033003,"Block Group 3, Census Tract 33, New York County, New York",625,151,625,151,0,11,607,150,18,28,0,11
1500000US360610034001,360610034001,"Block Group 1, Census Tract 34, New York County, New York",1099,227,1099,227,0,11,905,221,194,177,0,11
1500000US360610034002,360610034002,"Block Group 2, Census Tract 34, New York County, New York",804,192,778,192,0,11,648,176,130,136,26,43
1500000US360610034003,360610034003,"Block Group 3, Census Tract 34, New York County, New York",1028,243,945,240,0,11,878,243,67,81,83,76
1500000US360610034004,360610034004,"Block Group 4, Census Tract 34, New York County, New York",776,202,704,208,0,11,680,214,24,39,72,72
1500000US360610036011,360610036011,"Block Group 1, Census Tract 36.01, New York County, New York",461,82,316,87,0,11,227,89,89,50,145,66
1500000US360610036012,360610036012,"Block Group 2, Census Tract 36.01, New York County, New York",407,73,295,60,0,11,284,61,11,17,112,67
1500000US360610036013,360610036013,"Block Group 3, Census Tract 36.01, New York County, New York",604,76,582,77,18,28,467,80,97,59,22,25
1500000US360610036021,360610036021,"Block Group 1, Census Tract 36.02, New York County, New York",710,101,710,101,0,11,602,100,108,57,0,11
1500000US360610036022,360610036022,"Block Group 2, Census Tract 36.02, New York County, New York",593,84,526,86,0,11,480,94,46,42,67,50
1500000US360610037000,360610037000,"Block Group 0, Census Tract 37, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610037001,360610037001,"Block Group 1, Census Tract 37, New York County, New York",414,86,404,88,0,11,393,88,11,15,10,15
1500000US360610037002,360610037002,"Block Group 2, Census Tract 37, New York County, New York",497,97,489,96,10,15,449,97,30,27,8,12
1500000US360610037003,360610037003,"Block Group 3, Census Tract 37, New York County, New York",501,84,491,82,0,11,474,82,17,19,10,15
1500000US360610038001,360610038001,"Block Group 1, Census Tract 38, New York County, New York",796,265,796,265,0,11,659,226,137,162,0,11
1500000US360610038002,360610038002,"Block Group 2, Census Tract 38, New York County, New York",575,190,575,190,0,11,504,187,71,112,0,11
1500000US360610038003,360610038003,"Block Group 3, Census Tract 38, New York County, New York",932,268,776,284,0,11,633,242,143,160,156,115
1500000US360610038004,360610038004,"Block Group 4, Census Tract 38, New York County, New York",657,218,657,218,30,49,310,127,317,206,0,11
1500000US360610038005,360610038005,"Block Group 5, Census Tract 38, New York County, New York",887,254,788,220,23,37,589,205,176,167,99,121
1500000US360610038006,360610038006,"Block Group 6, Census Tract 38, New York County, New York",469,181,469,181,0,11,397,139,72,117,0,11
1500000US360610038007,360610038007,"Block Group 7, Census Tract 38, New York County, New York",713,187,659,174,61,98,506,170,92,78,54,94
1500000US360610039000,360610039000,"Block Group 0, Census Tract 39, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610039001,360610039001,"Block Group 1, Census Tract 39, New York County, New York",725,153,725,153,0,11,725,153,0,11,0,11
1500000US360610039002,360610039002,"Block Group 2, Census Tract 39, New York County, New York",677,144,647,143,0,11,588,125,59,74,30,33
1500000US360610039003,360610039003,"Block Group 3, Census Tract 39, New York County, New York",519,111,454,120,0,11,441,122,13,20,65,54
1500000US360610039004,360610039004,"Block Group 4, Census Tract 39, New York County, New York",567,134,503,129,0,11,467,123,36,43,64,80
1500000US360610040001,360610040001,"Block Group 1, Census Tract 40, New York County, New York",1130,228,1093,228,0,11,1066,239,27,44,37,61
1500000US360610040002,360610040002,"Block Group 2, Census Tract 40, New York County, New York",373,145,373,145,0,11,373,145,0,11,0,11
1500000US360610040003,360610040003,"Block Group 3, Census Tract 40, New York County, New York",300,95,270,94,0,11,246,92,24,39,30,48
1500000US360610040004,360610040004,"Block Group 4, Census Tract 40, New York County, New York",362,151,337,153,0,11,328,158,9,17,25,42
1500000US360610040005,360610040005,"Block Group 5, Census Tract 40, New York County, New York",1106,231,1079,232,0,11,920,225,159,176,27,45
1500000US360610040006,360610040006,"Block Group 6, Census Tract 40, New York County, New York",865,233,760,228,0,11,688,246,72,76,105,119
1500000US360610041001,360610041001,"Block Group 1, Census Tract 41, New York County, New York",558,161,409,148,0,11,272,105,137,127,149,110
1500000US360610041002,360610041002,"Block Group 2, Census Tract 41, New York County, New York",449,110,324,116,0,11,260,94,64,81,125,72
1500000US360610041003,360610041003,"Block Group 3, Census Tract 41, New York County, New York",762,170,636,169,0,11,579,167,57,77,126,96
1500000US360610041004,360610041004,"Block Group 4, Census Tract 41, New York County, New York",762,175,587,158,0,11,449,132,138,100,175,107
1500000US360610041005,360610041005,"Block Group 5, Census Tract 41, New York County, New York",556,158,556,158,0,11,516,137,40,60,0,11
1500000US360610041006,360610041006,"Block Group 6, Census Tract 41, New York County, New York",429,144,394,145,0,11,342,117,52,85,35,41
1500000US360610042001,360610042001,"Block Group 1, Census Tract 42, New York County, New York",878,114,878,114,0,11,788,112,90,68,0,11
1500000US360610042002,360610042002,"Block Group 2, Census Tract 42, New York County, New York",666,96,666,96,0,11,554,93,112,86,0,11
1500000US360610043001,360610043001,"Block Group 1, Census Tract 43, New York County, New York",948,175,903,173,0,11,801,177,102,95,45,46
1500000US360610043002,360610043002,"Block Group 2, Census Tract 43, New York County, New York",511,125,452,124,21,34,431,125,0,11,59,54
1500000US360610043003,360610043003,"Block Group 3, Census Tract 43, New York County, New York",856,161,699,163,0,11,699,163,0,11,157,119
1500000US360610044000,360610044000,"Block Group 0, Census Tract 44, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610044001,360610044001,"Block Group 1, Census Tract 44, New York County, New York",1380,347,1296,360,0,11,1165,366,131,151,84,100
1500000US360610044002,360610044002,"Block Group 2, Census Tract 44, New York County, New York",361,154,361,154,0,11,361,154,0,11,0,11
1500000US360610044003,360610044003,"Block Group 3, Census Tract 44, New York County, New York",1246,273,1190,282,0,11,1101,264,89,120,56,90
1500000US360610044004,360610044004,"Block Group 4, Census Tract 44, New York County, New York",430,218,390,218,0,11,315,190,75,122,40,67
1500000US360610044005,360610044005,"Block Group 5, Census Tract 44, New York County, New York",1452,293,1396,293,0,11,1184,246,212,194,56,89
1500000US360610044006,360610044006,"Block Group 6, Census Tract 44, New York County, New York",527,282,527,282,0,11,527,282,0,11,0,11
1500000US360610044007,360610044007,"Block Group 7, Census Tract 44, New York County, New York",1608,404,1475,390,0,11,1289,351,186,239,133,147
1500000US360610044008,360610044008,"Block Group 8, Census Tract 44, New York County, New York",1035,275,907,273,0,11,907,273,0,11,128,149
1500000US360610045001,360610045001,"Block Group 1, Census Tract 45, New York County, New York",430,59,402,64,0,11,396,64,6,9,28,26
1500000US360610047001,360610047001,"Block Group 1, Census Tract 47, New York County, New York",486,84,445,89,0,11,400,87,45,45,41,35
1500000US360610047002,360610047002,"Block Group 2, Census Tract 47, New York County, New York",747,99,747,99,0,11,695,99,52,40,0,11
1500000US360610048001,360610048001,"Block Group 1, Census Tract 48, New York County, New York",757,153,739,158,0,11,685,160,54,48,18,28
1500000US360610048002,360610048002,"Block Group 2, Census Tract 48, New York County, New York",529,138,529,138,0,11,499,140,30,24,0,11
1500000US360610048003,360610048003,"Block Group 3, Census Tract 48, New York County, New York",372,142,372,142,16,26,356,147,0,11,0,11
1500000US360610048004,360610048004,"Block Group 4, Census Tract 48, New York County, New York",658,141,574,112,0,11,574,112,0,11,84,90
1500000US360610048005,360610048005,"Block Group 5, Census Tract 48, New York County, New York",451,116,416,117,0,11,416,117,0,11,35,40
1500000US360610048006,360610048006,"Block Group 6, Census Tract 48, New York County, New York",465,141,448,137,0,11,365,126,83,92,17,29
1500000US360610048007,360610048007,"Block Group 7, Census Tract 48, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610049001,360610049001,"Block Group 1, Census Tract 49, New York County, New York",688,132,688,132,0,11,663,129,25,30,0,11
1500000US360610049002,360610049002,"Block Group 2, Census Tract 49, New York County, New York",910,144,841,142,0,11,797,144,44,52,69,46
1500000US360610049003,360610049003,"Block Group 3, Census Tract 49, New York County, New York",849,139,835,137,0,11,748,133,87,66,14,23
1500000US360610050001,360610050001,"Block Group 1, Census Tract 50, New York County, New York",580,162,501,148,0,11,501,148,0,11,79,82
1500000US360610050002,360610050002,"Block Group 2, Census Tract 50, New York County, New York",375,100,375,100,0,11,347,99,28,34,0,11
1500000US360610050003,360610050003,"Block Group 3, Census Tract 50, New York County, New York",559,128,559,128,0,11,542,130,17,27,0,11
1500000US360610050004,360610050004,"Block Group 4, Census Tract 50, New York County, New York",536,108,502,115,0,11,502,115,0,11,34,39
1500000US360610050005,360610050005,"Block Group 5, Census Tract 50, New York County, New York",809,150,809,150,0,11,794,149,15,24,0,11
1500000US360610052001,360610052001,"Block Group 1, Census Tract 52, New York County, New York",456,93,456,93,8,12,428,90,20,23,0,11
1500000US360610052002,360610052002,"Block Group 2, Census Tract 52, New York County, New York",1041,109,1011,108,0,11,947,116,64,61,30,34
1500000US360610054001,360610054001,"Block Group 1, Census Tract 54, New York County, New York",790,143,790,143,0,11,762,144,28,23,0,11
1500000US360610054002,360610054002,"Block Group 2, Census Tract 54, New York County, New York",762,136,705,128,0,11,705,128,0,11,57,73
1500000US360610054003,360610054003,"Block Group 3, Census Tract 54, New York County, New York",1086,162,1051,162,0,11,1001,167,50,41,35,38
1500000US360610055011,360610055011,"Block Group 1, Census Tract 55.01, New York County, New York",592,142,592,142,0,11,575,140,17,27,0,11
1500000US360610055012,360610055012,"Block Group 2, Census Tract 55.01, New York County, New York",1089,169,1018,175,0,11,1002,177,16,26,71,85
1500000US360610055013,360610055013,"Block Group 3, Census Tract 55.01, New York County, New York",428,101,394,99,0,11,328,87,66,92,34,38
1500000US360610055021,360610055021,"Block Group 1, Census Tract 55.02, New York County, New York",306,75,271,74,0,11,260,74,11,19,35,29
1500000US360610055022,360610055022,"Block Group 2, Census Tract 55.02, New York County, New York",725,100,712,99,0,11,646,108,66,45,13,19
1500000US360610056001,360610056001,"Block Group 1, Census Tract 56, New York County, New York",868,182,693,167,0,11,515,152,178,113,175,106
1500000US360610056002,360610056002,"Block Group 2, Census Tract 56, New York County, New York",473,125,455,121,0,11,438,126,17,27,18,31
1500000US360610056003,360610056003,"Block Group 3, Census Tract 56, New York County, New York",444,115,395,108,0,11,395,108,0,11,49,71
1500000US360610057001,360610057001,"Block Group 1, Census Tract 57, New York County, New York",500,73,457,76,0,11,446,79,11,16,43,32
1500000US360610057002,360610057002,"Block Group 2, Census Tract 57, New York County, New York",1029,111,1019,113,7,11,1002,113,10,15,10,14
1500000US360610058001,360610058001,"Block Group 1, Census Tract 58, New York County, New York",1995,160,1963,163,0,11,1854,170,109,108,32,48
1500000US360610059001,360610059001,"Block Group 1, Census Tract 59, New York County, New York",662,143,662,143,0,11,632,142,30,34,0,11
1500000US360610059002,360610059002,"Block Group 2, Census Tract 59, New York County, New York",276,125,258,129,0,11,242,133,16,25,18,28
1500000US360610059003,360610059003,"Block Group 3, Census Tract 59, New York County, New York",869,184,796,188,0,11,709,161,87,96,73,53
1500000US360610059004,360610059004,"Block Group 4, Census Tract 59, New York County, New York",447,103,427,101,0,11,388,103,39,43,20,33
1500000US360610059005,360610059005,"Block Group 5, Census Tract 59, New York County, New York",640,134,640,134,0,11,596,140,44,50,0,11
1500000US360610060000,360610060000,"Block Group 0, Census Tract 60, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610060001,360610060001,"Block Group 1, Census Tract 60, New York County, New York",822,138,788,142,0,11,788,142,0,11,34,39
1500000US360610060002,360610060002,"Block Group 2, Census Tract 60, New York County, New York",874,155,798,161,0,11,719,155,79,77,76,52
1500000US360610060003,360610060003,"Block Group 3, Census Tract 60, New York County, New York",699,147,607,147,14,23,568,154,25,31,92,81
1500000US360610061001,360610061001,"Block Group 1, Census Tract 61, New York County, New York",695,140,664,139,0,11,525,145,139,112,31,39
1500000US360610061002,360610061002,"Block Group 2, Census Tract 61, New York County, New York",568,148,568,148,0,11,558,146,10,15,0,11
1500000US360610061003,360610061003,"Block Group 3, Census Tract 61, New York County, New York",924,170,924,170,0,11,898,167,26,30,0,11
1500000US360610062000,360610062000,"Block Group 0, Census Tract 62, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610062001,360610062001,"Block Group 1, Census Tract 62, New York County, New York",245,59,235,60,0,11,159,65,76,42,10,16
1500000US360610062002,360610062002,"Block Group 2, Census Tract 62, New York County, New York",1331,96,1287,99,8,12,1224,101,55,55,44,34
1500000US360610063001,360610063001,"Block Group 1, Census Tract 63, New York County, New York",1159,181,1142,181,0,11,1101,172,41,47,17,27
1500000US360610063002,360610063002,"Block Group 2, Census Tract 63, New York County, New York",697,175,680,174,17,28,648,177,15,23,17,27
