GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
1500000US360610006003,360610006003,"Block Group 3, Census Tract 6, New York County, New York",791,545,187,181,123,161,0,11,123,161,0,11,64,86,481,403,285,305,0,11,285,305,0,11,196,266,123,104,0,11,0,11,0,11,0,11,123,104
1500000US360610006004,360610006004,"Block Group 4, Census Tract 6, New York County, New York",1297,969,298,337,24,39,0,11,24,39,0,11,274,338,867,662,226,154,0,11,226,154,0,11,641,638,132,123,23,38,0,11,23,38,0,11,109,120
1500000US360610006005,360610006005,"Block Group 5, Census Tract 6, New York County, New York",2495,653,501,394,501,394,0,11,241,158,260,393,0,11,1257,400,1220,423,0,11,724,317,496,416,37,64,737,361,566,348,0,11,428,314,138,157,171,100
1500000US360610006006,360610006006,"Block Group 6, Census Tract 6, New York County, New York",2313,652,130,189,130,189,0,11,130,189,0,11,0,11,1540,555,1420,579,0,11,1115,545,305,213,120,137,643,264,427,212,0,11,328,200,99,139,216,182
1500000US360610007000,360610007000,"Block Group 0, Census Tract 7, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610007001,360610007001,"Block Group 1, Census Tract 7, New York County, New York",8865,973,1091,418,1091,418,0,16,1044,407,47,73,0,16,7507,758,7472,751,0,16,7250,800,222,212,35,119,267,100,267,100,0,16,267,100,0,16,0,16
1500000US360610007002,360610007002,"Block Group 2, Census Tract 7, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008000,360610008000,"Block Group 0, Census Tract 8, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008001,360610008001,"Block Group 1, Census Tract 8, New York County, New York",1257,419,244,146,244,146,0,11,171,119,73,135,0,11,629,330,602,327,48,77,538,326,16,29,27,44,384,188,224,151,0,11,105,92,119,125,160,129
1500000US360610008002,360610008002,"Block Group 2, Census Tract 8, New York County, New York",1224,411,115,84,115,84,0,11,115,84,0,11,0,11,1019,368,941,396,0,11,894,390,47,78,78,93,90,79,40,49,0,11,40,49,0,11,50,62
1500000US360610008003,360610008003,"Block Group 3, Census Tract 8, New York County, New York",1854,480,224,158,224,158,0,11,37,43,187,165,0,11,1130,406,680,302,0,11,530,294,150,117,450,328,500,198,231,151,0,11,148,112,83,103,269,186
1500000US360610008004,360610008004,"Block Group 4, Census Tract 8, New York County, New York",1951,455,191,114,191,114,0,11,191,114,0,11,0,11,1202,388,1120,394,0,11,1120,394,0,11,82,78,558,206,330,147,0,11,301,154,29,47,228,137
1500000US360610008005,360610008005,"Block Group 5, Census Tract 8, New York County, New York",1762,498,231,264,47,46,0,11,47,46,0,11,184,260,978,302,556,201,0,11,512,198,44,56,422,246,553,237,108,90,0,11,108,90,0,11,445,229
1500000US360610008006,360610008006,"Block Group 6, Census Tract 8, New York County, New York",1301,436,283,182,198,125,0,11,198,125,0,11,85,139,800,346,532,307,0,11,491,296,41,63,268,212,218,132,13,23,0,11,13,23,0,11,205,131
1500000US360610009000,360610009000,"Block Group 0, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610009001,360610009001,"Block Group 1, Census Tract 9, New York County, New York",1733,176,231,57,231,57,0,11,214,54,17,21,0,11,1466,147,1452,147,0,11,1352,139,100,83,14,22,36,13,36,13,0,11,36,13,0,11,0,11
1500000US360610009002,360610009002,"Block Group 2, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010010,360610010010,"Block Group 0, Census Tract 10.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010011,360610010011,"Block Group 1, Census Tract 10.01, New York County, New York",1382,132,163,75,163,75,0,11,100,51,63,60,0,11,847,112,819,110,0,11,604,104,215,101,28,29,372,99,275,76,0,11,206,58,69,58,97,53
1500000US360610010020,360610010020,"Block Group 0, Census Tract 10.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010021,360610010021,"Block Group 1, Census Tract 10.02, New York County, New York",1506,429,379,280,301,277,0,11,34,45,267,274,78,95,870,304,474,204,0,11,331,192,143,97,396,284,257,134,137,100,0,11,83,73,54,73,120,106
1500000US360610010022,360610010022,"Block Group 2, Census Tract 10.02, New York County, New York",979,348,12,21,12,21,0,11,12,21,0,11,0,11,465,224,290,181,0,11,227,181,63,72,175,164,502,225,132,104,0,11,112,105,20,25,370,195
1500000US360610010023,360610010023,"Block Group 3, Census Tract 10.02, New York County, New York",2762,720,504,228,462,227,0,11,91,109,371,231,42,58,1783,476,1466,463,0,11,644,322,822,362,317,172,475,309,314,308,0,11,61,58,253,315,161,96
1500000US360610012001,360610012001,"Block Group 1, Census Tract 12, New York County, New York",1621,244,182,89,173,88,0,11,114,67,59,63,9,14,988,213,881,192,0,11,762,191,119,78,107,104,451,101,133,66,0,11,96,53,37,45,318,85
1500000US360610012002,360610012002,"Block Group 2, Census Tract 12, New York County, New York",915,253,147,98,147,98,0,11,60,50,87,90,0,11,552,157,506,155,0,11,304,94,202,137,46,45,216,86,112,78,0,11,55,44,57,63,104,62
1500000US360610012003,360610012003,"Block Group 3, Census Tract 12, New York County, New York",1328,226,293,105,293,105,0,11,194,94,99,90,0,11,826,160,769,163,0,11,576,145,193,148,57,63,209,84,125,73,0,11,103,65,22,37,84,63
1500000US360610013001,360610013001,"Block Group 1, Census Tract 13, New York County, New York",2538,442,482,173,482,173,0,11,482,173,0,11,0,11,2056,373,2056,373,0,11,1945,350,111,137,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610013002,360610013002,"Block Group 2, Census Tract 13, New York County, New York",2267,342,112,70,112,70,0,11,112,70,0,11,0,11,2140,328,2140,328,0,11,2093,333,47,53,0,11,15,24,15,24,0,11,15,24,0,11,0,11
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",1538,221,301,134,278,130,0,11,247,144,31,51,23,36,898,152,829,157,0,11,744,168,85,99,69,55,339,84,184,69,0,11,147,62,37,41,155,59
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",1557,231,143,87,139,84,0,11,139,84,0,11,4,17,1114,202,1070,207,0,11,1015,210,55,34,44,47,300,84,223,81,0,11,197,81,26,28,77,43
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",1506,269,86,83,86,83,0,11,62,72,24,40,0,11,1134,220,1031,208,0,11,827,214,204,133,103,74,286,82,40,36,0,11,15,19,25,30,246,82
1500000US360610014022,360610014022,"Block Group 2, Census Tract 14.02, New York County, New York",1344,269,112,68,112,68,0,11,85,58,27,34,0,11,1026,218,916,226,0,11,718,238,198,115,110,80,206,106,93,80,0,11,78,80,15,17,113,61
1500000US360610015010,360610015010,"Block Group 0, Census Tract 15.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015011,360610015011,"Block Group 1, Census Tract 15.01, New York County, New York",2268,411,194,123,194,123,0,11,194,123,0,11,0,11,1983,366,1983,366,0,11,1983,366,0,11,0,11,91,77,91,77,0,11,91,77,0,11,0,11
1500000US360610015012,360610015012,"Block Group 2, Census Tract 15.01, New York County, New York",3027,478,279,144,279,144,0,11,279,144,0,11,0,11,1757,406,1695,417,30,48,1615,416,50,40,62,86,991,199,797,192,56,66,665,181,76,96,194,124
1500000US360610015013,360610015013,"Block Group 3, Census Tract 15.01, New York County, New York",1057,287,96,84,96,84,0,11,96,84,0,11,0,11,567,196,510,171,0,11,510,171,0,11,57,84,394,142,128,69,0,11,128,69,0,11,266,147
1500000US360610015020,360610015020,"Block Group 0, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",2655,472,484,193,447,198,0,11,447,198,0,11,37,60,2088,396,2020,410,0,11,1936,407,84,83,68,112,83,50,58,50,0,11,58,50,0,11,25,38
1500000US360610015022,360610015022,"Block Group 2, Census Tract 15.02, New York County, New York",4594,588,393,185,393,185,0,11,393,185,0,11,0,11,4170,507,4170,507,0,11,4070,515,100,82,0,11,31,37,31,37,0,11,31,37,0,11,0,11
1500000US360610015023,360610015023,"Block Group 3, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610016001,360610016001,"Block Group 1, Census Tract 16, New York County, New York",2565,542,241,156,176,130,0,11,176,130,0,11,65,105,1221,406,857,280,0,11,825,279,32,37,364,331,1103,225,696,202,0,11,546,209,150,110,407,213
1500000US360610016002,360610016002,"Block Group 2, Census Tract 16, New York County, New York",803,314,75,88,50,78,0,11,50,78,0,11,25,39,538,293,372,228,0,11,328,230,44,69,166,208,190,105,119,87,0,11,100,81,19,30,71,72
1500000US360610016003,360610016003,"Block Group 3, Census Tract 16, New York County, New York",1550,560,318,226,207,148,0,11,159,125,48,78,111,173,1105,413,992,403,0,11,747,314,245,285,113,150,127,116,28,30,0,11,28,30,0,11,99,112
1500000US360610016004,360610016004,"Block Group 4, Census Tract 16, New York County, New York",1354,450,203,131,158,128,0,11,34,44,124,115,45,70,1112,387,1024,411,20,31,620,269,384,305,88,115,39,46,39,46,0,11,18,32,21,33,0,11
1500000US360610016005,360610016005,"Block Group 5, Census Tract 16, New York County, New York",972,322,135,106,135,106,0,11,135,106,0,11,0,11,744,243,744,243,0,11,744,243,0,11,0,11,93,72,76,76,0,11,76,76,0,11,17,26
1500000US360610018001,360610018001,"Block Group 1, Census Tract 18, New York County, New York",1361,461,254,143,254,143,0,11,119,98,135,132,0,11,1007,387,927,377,0,11,631,307,296,266,80,93,100,135,16,27,0,11,16,27,0,11,84,134
1500000US360610018002,360610018002,"Block Group 2, Census Tract 18, New York County, New York",713,357,41,62,41,62,0,11,41,62,0,11,0,11,550,277,550,277,0,11,550,277,0,11,0,11,122,94,122,94,0,11,122,94,0,11,0,11
1500000US360610018003,360610018003,"Block Group 3, Census Tract 18, New York County, New York",1117,304,32,35,32,35,0,11,32,35,0,11,0,11,986,259,986,259,0,11,874,233,112,133,0,11,99,79,99,79,0,11,56,46,43,69,0,11
1500000US360610018004,360610018004,"Block Group 4, Census Tract 18, New York County, New York",484,223,29,60,29,60,0,11,29,60,0,11,0,11,305,162,279,156,0,11,177,92,102,139,26,41,150,102,26,46,0,11,0,11,26,46,124,101
1500000US360610018005,360610018005,"Block Group 5, Census Tract 18, New York County, New York",627,232,9,16,0,11,0,11,0,11,0,11,9,16,454,210,327,183,0,11,306,180,21,35,127,106,164,93,56,55,0,11,14,22,42,50,108,98
1500000US360610018006,360610018006,"Block Group 6, Census Tract 18, New York County, New York",1729,558,123,112,108,113,0,11,108,113,0,11,15,29,1184,395,835,381,0,11,835,381,0,11,349,268,422,252,217,219,0,11,217,219,0,11,205,128
1500000US360610018007,360610018007,"Block Group 7, Census Tract 18, New York County, New York",1224,453,124,113,124,113,0,11,124,113,0,11,0,11,923,458,666,275,0,11,614,264,52,102,257,417,177,112,89,69,0,11,62,75,27,42,88,96
1500000US360610020000,360610020000,"Block Group 0, Census Tract 20, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610020001,360610020001,"Block Group 1, Census Tract 20, New York County, New York",2292,433,376,152,283,116,0,11,186,86,97,80,93,102,1345,307,1011,293,0,11,761,278,250,136,334,167,571,139,244,125,0,11,114,74,130,99,327,105
1500000US360610020002,360610020002,"Block Group 2, Census Tract 20, New York County, New York",1709,392,508,211,391,193,0,11,140,94,251,179,117,99,973,221,789,237,0,11,473,174,316,181,184,97,228,98,101,66,0,11,67,48,34,43,127,76
1500000US360610020003,360610020003,"Block Group 3, Census Tract 20, New York County, New York",919,247,173,109,173,109,0,11,173,109,0,11,0,11,626,207,553,193,0,11,491,200,62,78,73,73,120,52,60,48,0,11,60,48,0,11,60,55
1500000US360610021001,360610021001,"Block Group 1, Census Tract 21, New York County, New York",3351,530,949,243,949,243,0,11,949,243,0,11,0,11,2203,358,2203,358,0,11,2187,359,16,26,0,11,199,100,199,100,0,11,128,81,71,70,0,11
1500000US360610021002,360610021002,"Block Group 2, Census Tract 21, New York County, New York",3342,503,755,240,755,240,0,11,755,240,0,11,0,11,2386,367,2358,366,0,11,2349,365,9,14,28,26,201,105,127,73,0,11,108,67,19,33,74,81
1500000US360610022011,360610022011,"Block Group 1, Census Tract 22.01, New York County, New York",1791,424,265,185,265,185,0,11,265,185,0,11,0,11,1301,348,1045,355,0,11,697,220,348,288,256,115,225,113,115,76,0,11,81,71,34,39,110,109
1500000US360610022012,360610022012,"Block Group 2, Census Tract 22.01, New York County, New York",878,310,0,11,0,11,0,11,0,11,0,11,0,11,861,305,831,300,0,11,744,293,87,83,30,49,17,30,17,30,0,11,17,30,0,11,0,11
1500000US360610022013,360610022013,"Block Group 3, Census Tract 22.01, New York County, New York",1063,390,156,125,156,125,0,11,104,103,52,76,0,11,718,292,506,258,0,11,372,236,134,122,212,169,189,122,95,97,0,11,93,86,2,43,94,62
1500000US360610022014,360610022014,"Block Group 4, Census Tract 22.01, New York County, New York",2644,566,241,137,241,137,0,11,241,137,0,11,0,11,1866,496,1782,516,32,54,1510,521,240,168,84,95,537,188,285,152,0,11,160,97,125,119,252,137
1500000US360610022021,360610022021,"Block Group 1, Census Tract 22.02, New York County, New York",1840,198,80,52,80,52,0,11,55,41,25,39,0,11,1569,169,1510,184,0,11,1020,224,490,182,59,65,191,129,128,119,0,11,128,119,0,11,63,48
1500000US360610024000,360610024000,"Block Group 0, Census Tract 24, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610024001,360610024001,"Block Group 1, Census Tract 24, New York County, New York",2754,532,539,198,371,191,0,11,72,76,299,169,168,172,1839,358,1613,392,52,83,775,265,786,331,226,160,376,204,254,210,16,27,87,88,151,191,122,86
1500000US360610024002,360610024002,"Block Group 2, Census Tract 24, New York County, New York",1521,330,100,58,100,58,0,11,85,54,15,24,0,11,974,289,767,275,0,11,468,216,299,214,207,151,447,160,360,148,0,11,237,123,123,112,87,82
1500000US360610025000,360610025000,"Block Group 0, Census Tract 25, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610025001,360610025001,"Block Group 1, Census Tract 25, New York County, New York",2911,449,407,180,384,173,0,11,376,173,8,13,23,38,1588,333,1200,309,0,11,1088,289,112,120,388,238,916,172,329,140,9,13,303,138,17,21,587,168
1500000US360610025002,360610025002,"Block Group 2, Census Tract 25, New York County, New York",605,324,93,106,93,106,0,11,93,106,0,11,0,11,273,159,236,152,14,24,167,159,55,90,37,48,239,148,96,91,0,11,68,88,28,43,143,128
1500000US360610025003,360610025003,"Block Group 3, Census Tract 25, New York County, New York",1497,528,309,244,197,181,0,11,158,171,39,60,112,179,908,339,813,351,0,11,642,337,171,179,95,80,280,115,165,99,0,11,104,84,61,66,115,80
1500000US360610026011,360610026011,"Block Group 1, Census Tract 26.01, New York County, New York",1807,295,358,135,303,123,0,11,230,114,73,69,55,60,1339,215,1222,221,0,11,983,230,239,129,117,87,110,55,57,48,0,11,34,31,23,37,53,46
1500000US360610026012,360610026012,"Block Group 2, Census Tract 26.01, New York County, New York",1862,443,332,213,306,214,0,11,154,124,152,173,26,41,1379,313,1102,282,0,11,808,217,294,225,277,222,151,67,78,56,0,11,30,29,48,52,73,53
1500000US360610026021,360610026021,"Block Group 1, Census Tract 26.02, New York County, New York",1532,341,115,73,115,73,0,11,86,77,29,47,0,11,1234,305,1115,301,0,11,861,299,254,135,119,147,183,100,138,81,0,11,138,81,0,11,45,58
1500000US360610026022,360610026022,"Block Group 2, Census Tract 26.02, New York County, New York",2650,376,268,121,268,121,0,11,268,121,0,11,0,11,2125,315,2091,321,0,11,1795,355,296,211,34,40,257,115,127,86,0,11,127,86,0,11,130,101
1500000US360610027001,360610027001,"Block Group 1, Census Tract 27, New York County, New York",1404,142,217,91,217,91,0,11,203,91,14,22,0,11,865,125,710,137,0,11,682,132,28,50,155,86,322,86,126,56,8,12,84,46,34,28,196,82
1500000US360610028001,360610028001,"Block Group 1, Census Tract 28, New York County, New York",1052,479,289,206,289,206,0,11,253,201,36,58,0,11,695,317,676,319,0,11,565,310,111,100,19,30,68,66,29,46,0,11,0,11,29,46,39,48
1500000US360610028002,360610028002,"Block Group 2, Census Tract 28, New York County, New York",1219,349,141,133,141,133,0,11,69,70,72,119,0,11,898,254,833,255,0,11,537,173,296,207,65,79,180,111,141,98,0,11,115,89,26,44,39,47
1500000US360610028003,360610028003,"Block Group 3, Census Tract 28, New York County, New York",1866,554,358,272,358,272,0,11,209,149,149,209,0,11,1311,351,1277,349,0,11,1134,334,143,113,34,56,197,138,103,94,0,11,40,39,63,84,94,110
1500000US360610028004,360610028004,"Block Group 4, Census Tract 28, New York County, New York",3010,581,455,212,455,212,0,11,268,142,187,169,0,11,1756,411,1679,431,0,11,1194,368,485,336,77,85,799,252,388,151,0,11,359,148,29,34,411,215
1500000US360610029001,360610029001,"Block Group 1, Census Tract 29, New York County, New York",753,336,149,156,137,155,0,11,137,155,0,11,12,21,378,219,280,148,0,11,244,163,36,59,98,157,226,100,14,23,0,11,14,23,0,11,212,98
1500000US360610029002,360610029002,"Block Group 2, Census Tract 29, New York County, New York",1719,553,277,166,277,166,0,11,111,122,166,163,0,11,1002,379,857,394,0,11,449,266,408,364,145,115,440,201,185,179,0,11,60,49,125,173,255,127
1500000US360610029003,360610029003,"Block Group 3, Census Tract 29, New York County, New York",2070,455,192,167,192,167,0,11,192,167,0,11,0,11,1244,339,951,325,0,11,853,312,98,134,293,244,634,262,255,230,0,11,170,218,85,82,379,185
1500000US360610029004,360610029004,"Block Group 4, Census Tract 29, New York County, New York",900,330,65,76,65,76,0,11,26,42,39,63,0,11,526,257,526,257,0,11,432,234,94,152,0,11,309,123,224,93,0,11,224,93,0,11,85,83
1500000US360610030011,360610030011,"Block Group 1, Census Tract 30.01, New York County, New York",1005,200,17,26,17,26,0,11,0,11,17,26,0,11,988,192,883,190,0,11,755,176,128,101,105,103,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610030012,360610030012,"Block Group 2, Census Tract 30.01, New York County, New York",1352,361,129,95,129,95,0,11,89,73,40,64,0,11,1198,302,1198,302,0,11,968,265,230,187,0,11,25,44,25,44,0,11,25,44,0,11,0,11
1500000US360610030013,360610030013,"Block Group 3, Census Tract 30.01, New York County, New York",819,251,115,108,115,108,0,11,47,45,68,111,0,11,683,192,636,195,0,11,396,164,240,139,47,76,21,32,0,11,0,11,0,11,0,11,21,32
1500000US360610030014,360610030014,"Block Group 4, Census Tract 30.01, New York County, New York",955,294,116,88,116,88,0,11,72,62,44,68,0,11,778,247,712,222,0,11,513,198,199,137,66,105,61,54,61,54,0,11,40,49,21,35,0,11
1500000US360610030021,360610030021,"Block Group 1, Census Tract 30.02, New York County, New York",1819,280,183,83,139,93,0,11,88,51,51,85,44,48,1518,247,1336,236,6,10,865,181,465,196,182,143,118,52,118,52,0,11,87,44,31,38,0,11
1500000US360610030022,360610030022,"Block Group 2, Census Tract 30.02, New York County, New York",1137,187,83,58,83,58,0,11,55,53,28,54,0,11,667,138,634,141,0,11,464,116,170,88,33,39,387,80,135,52,0,11,116,49,19,21,252,82
1500000US360610031001,360610031001,"Block Group 1, Census Tract 31, New York County, New York",1547,193,183,62,183,62,0,11,183,62,0,11,0,11,1160,133,1134,141,0,11,1109,144,25,20,26,36,204,78,151,61,0,11,146,62,5,7,53,52
1500000US360610032001,360610032001,"Block Group 1, Census Tract 32, New York County, New York",1934,437,79,82,79,82,0,11,79,82,0,11,0,11,1631,372,1631,372,0,11,1191,312,440,304,0,11,224,180,224,180,14,23,53,60,157,168,0,11
