GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24
1500000US360610005000,360610005000,"Block Group 0, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610005001,360610005001,"Block Group 1, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610005002,360610005002,"Block Group 2, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006000,360610006000,"Block Group 0, Census Tract 6, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006001,360610006001,"Block Group 1, Census Tract 6, New York County, New York",390,156,390,156,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,51,84,0,11,62,64,8,17,119,117,26,44,23,39,19,52,34,48,48,45,0,11
1500000US360610006002,360610006002,"Block Group 2, Census Tract 6, New York County, New York",1132,275,1132,275,22,36,0,11,0,11,50,59,206,143,181,122,0,11,64,55,48,55,0,11,17,28,18,31,0,11,0,11,24,41,66,107,163,147,119,136,135,158,19,33,0,11,0,11
1500000US360610006003,360610006003,"Block Group 3, Census Tract 6, New York County, New York",285,165,285,165,0,11,0,11,0,11,17,30,129,118,0,11,36,35,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,48,78,33,52,0,11,0,11,22,37,0,11
1500000US360610006004,360610006004,"Block Group 4, Census Tract 6, New York County, New York",360,146,360,146,0,11,0,11,0,11,0,11,0,11,19,30,0,11,48,75,0,11,0,11,83,96,0,11,0,11,23,35,17,28,18,31,0,11,71,62,22,55,0,11,59,69,0,11
1500000US360610006005,360610006005,"Block Group 5, Census Tract 6, New York County, New York",886,231,865,228,0,11,0,11,41,68,104,103,113,103,87,110,17,26,0,11,61,67,112,85,0,11,124,127,11,16,22,37,31,45,21,36,0,11,31,54,90,104,0,11,0,11,21,34
1500000US360610006006,360610006006,"Block Group 6, Census Tract 6, New York County, New York",792,229,792,229,0,11,15,27,46,77,84,86,31,51,10,20,144,123,55,58,0,11,47,55,60,67,0,11,72,113,5,24,0,11,24,40,0,11,51,62,0,11,43,66,105,106,0,11
1500000US360610007000,360610007000,"Block Group 0, Census Tract 7, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610007001,360610007001,"Block Group 1, Census Tract 7, New York County, New York",3820,365,3666,341,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,11,17,20,33,116,115,3519,336,154,156
1500000US360610007002,360610007002,"Block Group 2, Census Tract 7, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008000,360610008000,"Block Group 0, Census Tract 8, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008001,360610008001,"Block Group 1, Census Tract 8, New York County, New York",398,118,398,118,0,11,0,11,0,11,0,11,0,11,19,32,60,52,13,21,0,11,0,11,0,11,16,24,0,11,13,21,0,11,23,29,119,78,29,38,14,23,56,48,36,60,0,11
1500000US360610008002,360610008002,"Block Group 2, Census Tract 8, New York County, New York",453,128,427,128,0,11,0,11,9,15,33,51,13,20,0,11,9,14,13,21,0,11,0,11,0,11,42,61,0,11,18,18,23,28,17,27,38,62,84,77,26,41,75,64,27,35,26,29
1500000US360610008003,360610008003,"Block Group 3, Census Tract 8, New York County, New York",495,122,495,122,0,11,39,63,0,11,11,18,0,11,16,25,0,11,14,22,0,11,0,11,0,11,33,54,40,39,0,11,39,63,35,29,45,45,93,66,92,59,12,20,26,31,0,11
1500000US360610008004,360610008004,"Block Group 4, Census Tract 8, New York County, New York",815,192,815,192,0,11,0,11,0,11,34,55,13,21,0,11,0,11,14,22,0,11,30,50,0,11,16,24,29,47,0,11,78,75,209,130,55,59,293,130,27,30,17,28,0,11,0,11
1500000US360610008005,360610008005,"Block Group 5, Census Tract 8, New York County, New York",803,136,803,136,0,11,0,11,0,11,0,11,42,50,0,11,0,11,0,11,13,22,0,11,0,11,57,48,35,43,34,54,0,11,330,116,112,73,102,65,78,76,0,11,0,11,0,11
1500000US360610008006,360610008006,"Block Group 6, Census Tract 8, New York County, New York",542,142,542,142,0,11,0,11,20,32,0,11,0,11,56,68,0,11,0,11,0,11,0,11,0,11,0,11,58,65,27,34,19,30,49,66,123,101,121,93,23,37,31,30,15,25,0,11
1500000US360610009000,360610009000,"Block Group 0, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610009001,360610009001,"Block Group 1, Census Tract 9, New York County, New York",558,84,532,83,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,14,0,11,0,11,0,11,0,11,2,3,0,11,53,26,468,80,26,28
1500000US360610009002,360610009002,"Block Group 2, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010010,360610010010,"Block Group 0, Census Tract 10.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010011,360610010011,"Block Group 1, Census Tract 10.01, New York County, New York",165,70,165,70,0,11,0,11,11,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,18,0,11,5,8,0,11,37,35,0,11,4,7,20,32,71,66,5,7,0,11
1500000US360610010020,360610010020,"Block Group 0, Census Tract 10.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010021,360610010021,"Block Group 1, Census Tract 10.02, New York County, New York",822,133,822,133,0,11,30,45,0,11,120,83,106,102,66,70,0,11,115,103,52,68,35,42,0,11,88,116,78,69,33,48,37,44,0,11,38,48,24,37,0,11,0,11,0,11,0,11
1500000US360610010022,360610010022,"Block Group 2, Census Tract 10.02, New York County, New York",695,144,695,144,0,11,0,11,0,11,57,41,177,105,101,75,30,35,17,23,0,11,94,90,12,20,14,22,45,56,0,11,0,11,41,48,87,90,20,32,0,11,0,11,0,11,0,11
1500000US360610010023,360610010023,"Block Group 3, Census Tract 10.02, New York County, New York",741,162,730,163,0,11,0,11,27,45,60,51,13,20,161,128,119,96,11,19,26,30,4,8,0,11,46,72,18,22,47,55,0,11,81,54,29,33,22,32,56,70,10,19,0,11,11,17
1500000US360610012001,360610012001,"Block Group 1, Census Tract 12, New York County, New York",783,102,783,102,0,11,7,13,32,52,75,46,18,19,122,77,43,35,44,43,62,61,51,45,0,11,10,20,12,18,13,21,0,11,0,11,38,33,90,62,43,46,14,16,109,46,0,11
1500000US360610012002,360610012002,"Block Group 2, Census Tract 12, New York County, New York",200,100,190,101,0,11,0,11,0,11,39,39,0,11,0,11,0,11,0,11,0,11,0,11,10,16,16,19,0,11,23,34,0,11,0,11,0,11,0,11,0,11,22,22,80,76,10,15
1500000US360610012003,360610012003,"Block Group 3, Census Tract 12, New York County, New York",94,71,94,71,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,45,56,0,11,10,16,23,37,0,11,16,19,0,11,0,11
1500000US360610013001,360610013001,"Block Group 1, Census Tract 13, New York County, New York",1121,167,1121,167,0,11,10,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,28,42,0,11,61,50,1022,168,0,11
1500000US360610013002,360610013002,"Block Group 2, Census Tract 13, New York County, New York",1170,178,1160,177,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,36,0,11,0,11,0,11,0,11,0,11,1137,178,10,16
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",110,86,101,80,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,40,0,11,0,11,0,11,0,11,0,11,0,11,3,15,0,11,0,11,72,74,9,14
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",234,78,234,78,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,14,46,50,18,29,0,11,0,11,16,20,17,19,0,11,7,9,0,11,27,43,94,54,0,11
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",665,91,665,91,0,11,0,11,0,11,71,35,17,15,46,32,34,36,4,9,7,11,7,11,18,20,5,9,16,19,0,11,10,15,69,45,35,40,10,15,123,72,51,37,142,66,0,11
1500000US360610014022,360610014022,"Block Group 2, Census Tract 14.02, New York County, New York",574,87,563,88,0,11,0,11,54,50,77,47,29,33,49,39,25,19,4,7,7,12,25,24,7,12,24,27,53,44,14,22,14,24,32,28,21,26,37,34,0,11,65,33,26,30,11,15
1500000US360610015010,360610015010,"Block Group 0, Census Tract 15.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015011,360610015011,"Block Group 1, Census Tract 15.01, New York County, New York",927,197,910,195,0,11,0,11,0,11,0,11,0,11,14,21,16,26,17,27,0,11,0,11,0,11,14,26,44,68,0,11,22,32,24,27,59,56,0,11,0,11,0,11,700,176,17,29
1500000US360610015012,360610015012,"Block Group 2, Census Tract 15.01, New York County, New York",749,229,715,231,0,11,0,11,0,11,0,11,0,11,0,11,16,26,36,42,0,11,43,69,19,30,129,88,9,19,20,32,107,73,134,119,48,40,78,87,12,21,0,11,64,95,34,42
1500000US360610015013,360610015013,"Block Group 3, Census Tract 15.01, New York County, New York",308,107,288,103,0,11,0,11,13,21,15,25,48,76,0,11,18,28,0,11,16,25,17,28,0,11,0,11,13,22,23,30,0,11,0,11,0,11,34,40,13,21,14,24,64,54,20,32
1500000US360610015020,360610015020,"Block Group 0, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",875,170,875,170,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,35,0,11,0,11,19,22,86,71,747,179,0,11
1500000US360610015022,360610015022,"Block Group 2, Census Tract 15.02, New York County, New York",1653,225,1608,218,0,11,0,11,0,11,0,11,0,11,11,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,22,0,11,0,11,15,24,114,100,1456,210,45,72
1500000US360610015023,360610015023,"Block Group 3, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610016001,360610016001,"Block Group 1, Census Tract 16, New York County, New York",934,168,886,168,0,11,0,11,14,29,14,22,15,25,35,58,78,68,14,23,79,59,17,25,46,58,36,58,5,9,0,11,26,26,94,93,139,64,202,115,13,22,13,21,46,75,48,50
1500000US360610016002,360610016002,"Block Group 2, Census Tract 16, New York County, New York",347,134,347,134,0,11,0,11,0,11,15,24,35,47,41,37,40,65,0,11,0,11,0,11,0,11,0,11,0,11,0,11,28,33,29,41,28,24,5,12,126,116,0,11,0,11,0,11
1500000US360610016003,360610016003,"Block Group 3, Census Tract 16, New York County, New York",567,179,567,179,0,11,0,11,0,11,0,11,0,11,17,27,0,11,46,71,0,11,61,90,0,11,0,11,30,49,18,27,0,11,139,96,11,19,140,89,67,73,0,11,38,59,0,11
1500000US360610016004,360610016004,"Block Group 4, Census Tract 16, New York County, New York",437,132,428,131,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,43,0,11,0,11,33,53,0,11,0,11,0,11,0,11,30,25,62,77,66,50,99,106,112,86,9,15
1500000US360610016005,360610016005,"Block Group 5, Census Tract 16, New York County, New York",447,158,447,158,0,11,0,11,0,11,15,24,0,11,21,35,0,11,17,29,0,11,0,11,0,11,0,11,28,34,0,11,22,36,54,75,0,11,43,54,0,11,104,85,143,90,0,11
1500000US360610018001,360610018001,"Block Group 1, Census Tract 18, New York County, New York",427,124,427,124,0,11,13,22,0,11,11,19,31,36,49,60,13,21,37,45,0,11,0,11,15,26,0,11,0,11,0,11,17,28,0,11,13,27,63,64,17,27,30,49,118,92,0,11
1500000US360610018002,360610018002,"Block Group 2, Census Tract 18, New York County, New York",258,87,258,87,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,33,0,11,0,11,27,41,15,25,0,11,0,11,0,11,17,29,0,11,30,41,25,44,84,46,40,32,0,11
1500000US360610018003,360610018003,"Block Group 3, Census Tract 18, New York County, New York",770,162,770,162,0,11,0,11,0,11,57,75,0,11,0,11,0,11,0,11,0,11,24,38,0,11,0,11,0,11,55,68,0,11,61,76,34,42,48,35,74,71,186,99,231,120,0,11
1500000US360610018004,360610018004,"Block Group 4, Census Tract 18, New York County, New York",378,118,363,117,0,11,0,11,0,11,0,11,33,29,26,40,35,33,21,37,0,11,22,37,17,26,31,49,0,11,15,25,0,11,0,11,32,50,69,73,34,46,0,11,28,32,15,24
1500000US360610018005,360610018005,"Block Group 5, Census Tract 18, New York County, New York",267,92,259,94,0,11,9,16,0,11,0,11,10,16,0,11,0,11,0,11,0,11,0,11,0,11,31,49,0,11,0,11,0,11,11,17,11,17,31,37,59,67,27,32,70,56,8,15
1500000US360610018006,360610018006,"Block Group 6, Census Tract 18, New York County, New York",507,110,507,110,0,11,0,11,8,15,16,25,0,11,0,11,35,52,17,29,0,11,0,11,0,11,0,11,47,56,0,11,12,19,44,43,17,30,104,60,104,87,0,11,103,82,0,11
1500000US360610018007,360610018007,"Block Group 7, Census Tract 18, New York County, New York",392,130,392,130,0,11,14,22,0,11,0,11,0,11,0,11,59,74,0,11,0,11,0,11,0,11,13,20,0,11,0,11,0,11,26,39,0,11,21,24,28,35,30,36,201,99,0,11
1500000US360610020000,360610020000,"Block Group 0, Census Tract 20, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610020001,360610020001,"Block Group 1, Census Tract 20, New York County, New York",938,112,938,112,0,11,0,11,9,14,216,94,172,77,96,68,56,59,25,25,46,44,19,22,30,36,64,50,18,20,0,11,76,51,9,16,42,35,45,47,15,17,0,11,0,11,0,11
1500000US360610020002,360610020002,"Block Group 2, Census Tract 20, New York County, New York",670,108,670,108,0,11,0,11,17,23,135,69,36,37,44,47,28,33,132,74,37,50,43,36,37,45,50,35,40,40,11,18,0,11,6,11,36,45,18,27,0,11,0,11,0,11,0,11
1500000US360610020003,360610020003,"Block Group 3, Census Tract 20, New York County, New York",262,70,262,70,0,11,0,11,0,11,41,48,63,57,11,16,10,16,30,27,22,34,9,14,0,11,41,36,27,25,0,11,8,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610021001,360610021001,"Block Group 1, Census Tract 21, New York County, New York",913,139,913,139,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,70,52,843,153,0,11
1500000US360610021002,360610021002,"Block Group 2, Census Tract 21, New York County, New York",611,176,586,173,0,11,0,11,0,11,0,11,0,11,15,25,0,11,0,11,0,11,0,11,0,11,51,63,0,11,0,11,0,11,39,45,17,26,0,11,0,11,30,33,434,152,25,27
1500000US360610022011,360610022011,"Block Group 1, Census Tract 22.01, New York County, New York",827,171,770,168,0,11,37,57,0,11,25,41,38,45,91,84,0,11,6,11,54,53,35,56,0,11,0,11,97,102,0,11,15,24,17,26,67,60,59,58,0,11,70,80,159,78,57,87
1500000US360610022012,360610022012,"Block Group 2, Census Tract 22.01, New York County, New York",336,91,336,91,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,25,0,11,0,11,32,51,71,63,27,30,70,47,121,70,0,11
1500000US360610022013,360610022013,"Block Group 3, Census Tract 22.01, New York County, New York",504,106,504,106,0,11,0,11,0,11,0,11,28,31,48,50,18,29,0,11,0,11,100,70,14,22,95,92,30,34,25,42,14,21,26,41,35,56,71,61,0,11,0,11,0,11,0,11
1500000US360610022014,360610022014,"Block Group 4, Census Tract 22.01, New York County, New York",949,164,949,164,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,52,39,48,0,11,0,11,0,11,34,41,11,19,142,77,139,115,411,159,140,74,0,11,0,11,0,11
1500000US360610022021,360610022021,"Block Group 1, Census Tract 22.02, New York County, New York",897,80,891,81,0,11,0,11,0,11,27,44,7,13,14,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,10,7,12,9,14,30,26,102,45,24,25,151,69,514,84,6,10
1500000US360610024000,360610024000,"Block Group 0, Census Tract 24, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610024001,360610024001,"Block Group 1, Census Tract 24, New York County, New York",1439,135,1386,137,0,11,0,11,15,25,157,112,95,62,24,28,42,51,61,55,130,97,33,38,76,91,160,99,16,25,15,18,44,66,45,39,29,28,38,41,14,23,22,29,370,119,53,66
1500000US360610024002,360610024002,"Block Group 2, Census Tract 24, New York County, New York",709,138,709,138,0,11,8,13,16,26,152,103,14,21,71,89,34,43,52,58,26,39,14,22,0,11,141,69,17,25,0,11,14,22,29,35,105,85,16,21,0,11,0,11,0,11,0,11
1500000US360610025000,360610025000,"Block Group 0, Census Tract 25, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610025001,360610025001,"Block Group 1, Census Tract 25, New York County, New York",1233,133,1233,133,0,11,17,19,36,41,165,83,134,74,110,67,84,49,80,63,42,41,104,83,22,22,91,73,17,24,39,50,39,34,116,80,0,11,86,58,19,21,9,14,23,35,0,11
1500000US360610025002,360610025002,"Block Group 2, Census Tract 25, New York County, New York",157,72,157,72,0,11,0,11,0,11,83,73,7,12,0,11,7,12,0,11,17,25,0,11,0,11,0,11,6,11,0,11,0,11,0,11,0,11,37,34,0,11,0,11,0,11,0,11
1500000US360610025003,360610025003,"Block Group 3, Census Tract 25, New York County, New York",511,114,511,114,7,11,9,14,12,19,20,19,75,55,95,75,14,24,25,30,17,19,58,53,17,29,53,40,3,6,0,11,19,15,39,50,31,40,0,11,0,11,17,27,0,11,0,11
1500000US360610026011,360610026011,"Block Group 1, Census Tract 26.01, New York County, New York",595,91,595,91,0,11,0,11,0,11,10,16,0,11,17,27,35,42,10,15,29,26,34,39,10,18,8,13,9,13,51,44,19,22,23,23,21,20,76,50,28,44,48,31,167,74,0,11
1500000US360610026012,360610026012,"Block Group 2, Census Tract 26.01, New York County, New York",795,94,784,97,0,11,0,11,0,11,82,50,43,43,0,11,38,44,30,42,30,27,25,26,0,11,0,11,12,19,0,11,11,16,153,90,65,52,64,48,34,29,90,61,107,59,11,17
1500000US360610026021,360610026021,"Block Group 1, Census Tract 26.02, New York County, New York",662,163,650,164,0,11,0,11,41,62,67,77,56,64,14,21,11,19,18,32,0,11,0,11,12,20,0,11,0,11,0,11,32,42,22,27,37,51,38,60,38,44,92,55,172,100,12,19
1500000US360610026022,360610026022,"Block Group 2, Census Tract 26.02, New York County, New York",883,193,883,193,0,11,0,11,27,45,15,24,60,46,0,11,11,18,0,11,0,11,0,11,0,11,26,31,0,11,19,29,69,82,78,75,93,76,30,42,18,22,116,118,321,130,0,11
1500000US360610027001,360610027001,"Block Group 1, Census Tract 27, New York County, New York",260,64,219,60,0,11,0,11,0,11,0,11,0,11,9,9,26,30,6,9,0,11,6,9,0,11,0,11,0,11,11,14,4,7,11,15,26,28,62,34,5,7,49,34,4,6,41,39
