GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
1400000US36061001002,36061001002,"Census Tract 10.02, New York County, New York",2561,41,0,16,0,16,0,16,19,35,23,31,268,179,487,207,1088,223,224,146,452,159
1400000US36061001200,36061001200,"Census Tract 12, New York County, New York",1956,37,0,11,0,11,33,35,140,65,39,49,366,94,83,54,498,100,390,103,407,86
1400000US36061001300,36061001300,"Census Tract 13, New York County, New York",3165,99,0,11,63,61,142,82,244,111,57,69,102,79,192,111,66,55,49,49,2250,205
1400000US36061001401,36061001401,"Census Tract 14.01, New York County, New York",1680,65,0,11,0,11,0,11,0,11,3,7,29,26,988,124,472,118,158,83,30,29
1400000US36061001402,36061001402,"Census Tract 14.02, New York County, New York",1446,58,0,11,0,11,49,36,57,42,173,60,262,80,58,43,90,49,99,53,658,96
1400000US36061001501,36061001501,"Census Tract 15.01, New York County, New York",4244,103,34,39,419,133,496,180,0,16,282,176,1122,235,743,242,125,112,111,81,912,228
1400000US36061001502,36061001502,"Census Tract 15.02, New York County, New York",3836,152,0,16,0,16,1072,184,217,123,235,117,341,138,190,108,105,67,84,62,1592,229
1400000US36061001600,36061001600,"Census Tract 16, New York County, New York",3268,166,0,16,43,49,153,94,40,53,54,52,1089,194,89,86,31,33,199,103,1570,230
1400000US36061001800,36061001800,"Census Tract 18, New York County, New York",3391,135,0,16,87,64,128,82,113,96,134,99,390,157,162,79,82,71,161,109,2134,242
1400000US36061002000,36061002000,"Census Tract 20, New York County, New York",2001,34,0,11,0,11,0,11,19,27,0,11,74,61,216,96,590,142,910,140,192,89
1400000US36061002100,36061002100,"Census Tract 21, New York County, New York",3195,94,0,16,34,28,1071,154,143,83,554,138,63,47,223,98,102,100,15,24,990,160
1400000US36061002201,36061002201,"Census Tract 22.01, New York County, New York",3154,81,0,16,170,82,136,88,34,39,204,105,413,158,1218,201,241,119,205,108,533,163
1400000US36061002202,36061002202,"Census Tract 22.02, New York County, New York",1159,40,38,34,113,91,215,78,86,60,13,15,20,22,107,72,0,11,49,56,518,122
1400000US36061002400,36061002400,"Census Tract 24, New York County, New York",1879,43,0,11,0,11,36,53,0,11,0,11,189,101,47,44,626,166,853,176,128,77
1400000US36061002500,36061002500,"Census Tract 25, New York County, New York",2129,66,0,16,0,16,0,16,0,16,7,12,174,99,242,109,1111,135,455,114,140,77
1400000US36061002601,36061002601,"Census Tract 26.01, New York County, New York",1635,51,5,9,0,11,205,62,144,68,276,101,136,79,95,59,25,20,92,59,657,126
1400000US36061002602,36061002602,"Census Tract 26.02, New York County, New York",2167,94,0,11,61,58,181,97,423,167,123,92,0,11,69,71,44,43,69,52,1197,152
1400000US36061002700,36061002700,"Census Tract 27, New York County, New York",714,32,0,11,0,11,0,11,0,11,5,8,26,27,350,68,34,22,24,18,275,63
1400000US36061002800,36061002800,"Census Tract 28, New York County, New York",3562,80,0,16,37,58,197,101,172,101,375,144,511,181,828,192,302,164,146,103,994,256
1400000US36061002900,36061002900,"Census Tract 29, New York County, New York",2573,99,0,16,0,16,0,16,166,107,31,35,99,61,362,126,120,62,96,57,1699,190
1400000US36061003001,36061003001,"Census Tract 30.01, New York County, New York",2505,88,0,11,0,11,357,127,142,82,68,56,49,48,73,55,129,107,53,50,1634,199
1400000US36061003002,36061003002,"Census Tract 30.02, New York County, New York",1896,50,0,11,0,11,0,11,63,56,175,70,163,78,137,50,155,72,212,83,991,132
1400000US36061003100,36061003100,"Census Tract 31, New York County, New York",851,46,27,23,0,11,369,61,207,57,36,29,10,11,8,11,28,25,8,10,158,42
1400000US36061003200,36061003200,"Census Tract 32, New York County, New York",4932,114,0,16,0,16,78,93,96,91,0,16,126,93,970,211,298,167,455,194,2909,332
1400000US36061003300,36061003300,"Census Tract 33, New York County, New York",2874,95,41,66,0,16,445,120,298,102,266,155,83,62,26,41,14,25,37,47,1664,200
1400000US36061003400,36061003400,"Census Tract 34, New York County, New York",3969,208,0,16,0,16,182,118,251,166,58,70,156,109,331,183,514,223,255,154,2222,332
1400000US36061003601,36061003601,"Census Tract 36.01, New York County, New York",1627,50,0,11,0,11,374,78,90,49,184,72,158,70,118,57,37,29,74,47,592,93
1400000US36061003602,36061003602,"Census Tract 36.02, New York County, New York",1499,86,0,11,0,11,300,94,70,54,29,26,44,27,29,27,102,57,77,58,848,112
1400000US36061003700,36061003700,"Census Tract 37, New York County, New York",1601,60,0,11,0,11,213,57,0,11,0,11,31,28,387,101,148,70,32,28,790,111
1400000US36061003800,36061003800,"Census Tract 38, New York County, New York",5559,187,0,16,14,26,176,154,145,138,260,155,130,136,372,213,154,118,367,155,3941,408
1400000US36061003900,36061003900,"Census Tract 39, New York County, New York",3218,101,0,16,73,72,249,91,19,24,127,87,1194,171,75,56,0,16,67,83,1414,217
1400000US36061004000,36061004000,"Census Tract 40, New York County, New York",4704,84,0,16,47,60,52,59,63,74,20,34,0,16,142,96,722,236,355,151,3303,312
1400000US36061004100,36061004100,"Census Tract 41, New York County, New York",3911,126,0,16,17,27,240,120,45,37,168,107,58,61,22,28,318,114,142,66,2901,215
1400000US36061004200,36061004200,"Census Tract 42, New York County, New York",1910,75,7,10,52,51,116,73,130,75,74,57,99,60,426,109,199,77,54,40,753,157
1400000US36061004300,36061004300,"Census Tract 43, New York County, New York",2556,127,0,11,11,18,51,59,69,41,309,130,61,45,53,46,53,56,33,41,1916,202
1400000US36061004400,36061004400,"Census Tract 44, New York County, New York",8395,184,0,18,0,18,56,90,0,18,166,157,162,216,345,278,1143,345,6177,501,346,201
1400000US36061004500,36061004500,"Census Tract 45, New York County, New York",466,55,0,11,0,11,12,14,0,11,11,12,28,26,6,11,6,10,0,11,403,58
1400000US36061004700,36061004700,"Census Tract 47, New York County, New York",1696,83,23,37,36,43,113,70,9,14,0,11,20,18,53,48,33,45,41,31,1368,123
1400000US36061004800,36061004800,"Census Tract 48, New York County, New York",3788,119,0,16,0,16,16,27,13,24,67,52,280,96,1153,222,404,177,288,169,1567,231
1400000US36061004900,36061004900,"Census Tract 49, New York County, New York",2978,123,0,11,0,11,29,33,0,11,58,52,45,37,70,49,132,84,113,68,2531,180
1400000US36061005000,36061005000,"Census Tract 50, New York County, New York",3534,130,0,16,0,16,13,22,0,16,481,119,277,135,863,175,547,152,98,78,1255,166
1400000US36061005200,36061005200,"Census Tract 52, New York County, New York",1791,59,0,11,0,11,120,60,9,14,79,53,52,36,587,111,64,39,43,27,837,122
1400000US36061005400,36061005400,"Census Tract 54, New York County, New York",2874,111,40,63,0,11,55,54,138,94,120,64,205,95,919,178,368,139,116,80,913,189
1400000US36061005501,36061005501,"Census Tract 55.01, New York County, New York",2416,75,0,11,0,11,0,11,0,11,120,97,295,146,909,193,574,141,98,58,420,152
1400000US36061005502,36061005502,"Census Tract 55.02, New York County, New York",1156,110,0,11,13,21,53,57,166,70,70,43,73,61,27,25,33,30,45,36,676,111
1400000US36061005600,36061005600,"Census Tract 56, New York County, New York",2427,97,175,93,56,54,90,51,17,35,527,148,144,99,56,87,34,39,47,34,1281,190
1400000US36061005700,36061005700,"Census Tract 57, New York County, New York",1814,64,0,11,37,30,190,85,10,16,63,55,317,89,688,102,120,49,14,23,375,91
1400000US36061005800,36061005800,"Census Tract 58, New York County, New York",2254,94,0,11,0,11,1393,196,263,124,42,68,14,24,104,86,51,59,18,32,369,119
1400000US36061005900,36061005900,"Census Tract 59, New York County, New York",3292,150,0,16,0,16,0,16,9,16,45,43,82,60,531,136,957,157,158,75,1510,198
1400000US36061006000,36061006000,"Census Tract 60, New York County, New York",2465,57,0,16,0,16,0,16,0,16,0,16,33,37,31,37,397,154,1964,155,40,31
1400000US36061006100,36061006100,"Census Tract 61, New York County, New York",2658,77,0,11,54,68,76,67,126,114,203,120,161,92,336,119,49,46,86,72,1567,201
1400000US36061006200,36061006200,"Census Tract 62, New York County, New York",1711,47,0,11,0,11,6,10,73,40,167,67,1227,133,112,67,63,46,10,16,53,38
1400000US36061006300,36061006300,"Census Tract 63, New York County, New York",4386,108,0,16,0,16,150,127,28,43,19,31,61,51,511,139,778,194,221,109,2618,259
1400000US36061006400,36061006400,"Census Tract 64, New York County, New York",5097,204,0,16,73,72,461,168,19,31,291,141,879,274,1043,282,387,204,197,152,1747,318
1400000US36061006500,36061006500,"Census Tract 65, New York County, New York",3600,115,0,16,0,16,66,41,42,69,147,100,83,52,114,80,106,55,328,151,2714,219
1400000US36061006600,36061006600,"Census Tract 66, New York County, New York",6969,170,0,18,0,18,389,312,54,90,302,202,2158,568,2603,587,433,338,139,134,891,440
1400000US36061006700,36061006700,"Census Tract 67, New York County, New York",3875,92,0,16,0,16,12,20,14,18,215,143,64,57,112,80,276,112,222,100,2960,195
1400000US36061006800,36061006800,"Census Tract 68, New York County, New York",4252,189,17,36,146,136,60,57,334,170,318,156,433,188,625,221,741,231,82,81,1496,286
1400000US36061006900,36061006900,"Census Tract 69, New York County, New York",1403,60,0,11,0,11,234,76,27,42,56,32,144,45,59,46,55,48,33,27,795,105
1400000US36061007000,36061007000,"Census Tract 70, New York County, New York",5751,224,0,16,0,16,631,276,424,192,276,195,769,261,1702,350,404,200,435,238,1110,357
1400000US36061007100,36061007100,"Census Tract 71, New York County, New York",3788,110,32,35,0,16,19,31,44,43,33,33,100,54,861,177,206,95,139,101,2354,223
1400000US36061007200,36061007200,"Census Tract 72, New York County, New York",5036,236,0,16,0,16,102,92,44,51,998,350,449,170,1210,405,632,292,115,87,1486,429
1400000US36061007300,36061007300,"Census Tract 73, New York County, New York",4663,126,0,16,0,16,19,33,0,16,0,16,111,111,250,160,190,135,201,124,3892,292
1400000US36061007400,36061007400,"Census Tract 74, New York County, New York",2994,114,59,73,27,31,554,160,407,142,99,79,115,71,68,51,19,23,133,76,1513,213
1400000US36061007500,36061007500,"Census Tract 75, New York County, New York",2759,57,58,91,0,11,40,46,74,71,310,127,207,86,401,178,165,93,101,83,1403,207
1400000US36061007600,36061007600,"Census Tract 76, New York County, New York",1360,87,0,11,0,11,397,94,31,20,40,55,25,41,23,22,15,17,8,12,821,95
1400000US36061007700,36061007700,"Census Tract 77, New York County, New York",4241,127,0,16,0,16,28,34,123,84,114,74,88,52,450,136,218,115,271,148,2949,258
1400000US36061007800,36061007800,"Census Tract 78, New York County, New York",5670,118,27,44,0,16,403,194,728,224,929,264,322,173,1036,324,1062,347,286,152,877,263
1400000US36061007900,36061007900,"Census Tract 79, New York County, New York",2852,109,0,11,23,38,186,122,235,120,125,115,104,67,253,126,132,81,60,48,1734,217
1400000US36061008000,36061008000,"Census Tract 80, New York County, New York",3761,134,51,64,43,69,190,100,32,36,66,51,371,104,279,119,804,214,326,126,1599,244
1400000US36061008100,36061008100,"Census Tract 81, New York County, New York",5396,172,48,53,86,105,464,160,104,87,190,116,190,131,533,135,210,117,481,180,3090,338
1400000US36061008200,36061008200,"Census Tract 82, New York County, New York",2511,103,0,11,0,11,268,112,55,81,285,106,155,134,272,136,623,187,422,162,431,140
1400000US36061008300,36061008300,"Census Tract 83, New York County, New York",2407,100,0,11,36,41,349,151,0,11,17,26,175,66,609,212,181,109,70,49,970,219
1400000US36061008400,36061008400,"Census Tract 84, New York County, New York",1208,66,19,30,150,69,274,95,94,61,88,55,100,66,8,13,13,15,25,27,437,104
1400000US36061008601,36061008601,"Census Tract 86.01, New York County, New York",1525,55,0,11,4,6,24,31,125,69,1098,113,201,90,36,49,14,23,6,11,17,25
1400000US36061008602,36061008602,"Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061008603,36061008603,"Census Tract 86.03, New York County, New York",3561,74,0,11,0,11,94,43,49,79,364,120,404,134,435,102,925,186,149,78,1141,181
1400000US36061008700,36061008700,"Census Tract 87, New York County, New York",4117,211,21,34,60,70,726,257,280,130,127,126,217,146,116,96,310,167,501,186,1759,383
1400000US36061008800,36061008800,"Census Tract 88, New York County, New York",5642,108,0,16,0,16,30,50,25,40,752,233,131,94,1167,287,279,89,98,118,3160,351
1400000US36061008900,36061008900,"Census Tract 89, New York County, New York",3501,102,43,70,88,70,211,101,68,56,93,74,69,59,573,158,183,108,132,95,2041,232
1400000US36061009000,36061009000,"Census Tract 90, New York County, New York",5802,113,0,16,81,63,602,233,301,212,1140,330,431,164,1069,281,681,245,303,171,1194,296
1400000US36061009100,36061009100,"Census Tract 91, New York County, New York",4420,127,0,16,113,84,741,222,25,39,253,158,385,187,344,161,28,36,407,270,2124,346
1400000US36061009200,36061009200,"Census Tract 92, New York County, New York",1411,48,0,11,0,11,284,74,45,35,169,78,43,43,6,10,59,45,0,11,805,111
1400000US36061009300,36061009300,"Census Tract 93, New York County, New York",5777,213,0,16,344,186,105,95,25,41,154,141,159,126,1543,303,228,122,111,96,3108,326
1400000US36061009400,36061009400,"Census Tract 94, New York County, New York",42,19,0,11,0,11,0,11,0,11,4,6,0,11,16,21,7,7,11,17,4,6
1400000US36061009500,36061009500,"Census Tract 95, New York County, New York",1453,80,0,11,159,53,274,79,72,50,26,23,8,13,42,30,14,17,0,11,858,118
1400000US36061009600,36061009600,"Census Tract 96, New York County, New York",260,59,0,11,0,11,119,40,10,17,3,6,0,11,39,31,0,11,3,4,86,39
1400000US36061009700,36061009700,"Census Tract 97, New York County, New York",2936,60,0,16,0,16,18,27,14,23,86,96,93,60,1627,205,321,130,106,75,671,193
1400000US36061009800,36061009800,"Census Tract 98, New York County, New York",5203,225,0,16,0,16,209,145,253,146,773,312,539,184,932,340,542,217,403,197,1552,396
1400000US36061009900,36061009900,"Census Tract 99, New York County, New York",3810,125,461,147,1270,190,1584,177,87,60,59,77,32,31,19,22,9,14,11,17,278,92
1400000US36061010000,36061010000,"Census Tract 100, New York County, New York",1362,27,0,11,0,11,0,11,43,32,13,18,33,27,223,91,547,111,103,63,400,113
1400000US36061010100,36061010100,"Census Tract 101, New York County, New York",1054,40,49,22,370,69,539,72,9,11,18,21,6,9,13,17,11,12,0,11,39,26
1400000US36061010200,36061010200,"Census Tract 102, New York County, New York",305,13,0,11,0,11,85,37,0,11,0,11,185,39,4,7,0,11,0,11,31,23
1400000US36061010300,36061010300,"Census Tract 103, New York County, New York",1321,66,0,11,0,11,340,83,66,36,185,70,36,27,255,72,36,27,62,39,341,92
1400000US36061010400,36061010400,"Census Tract 104, New York County, New York",1046,34,0,11,0,11,0,11,8,9,201,47,53,33,207,49,69,31,68,36,440,77
1400000US36061010601,36061010601,"Census Tract 106.01, New York County, New York",5395,132,0,16,0,16,63,65,0,16,547,275,373,170,1285,330,1431,376,256,156,1440,256
1400000US36061010602,36061010602,"Census Tract 106.02, New York County, New York",2926,93,89,82,0,11,329,107,290,121,356,137,277,123,422,158,832,191,94,68,237,117
1400000US36061010800,36061010800,"Census Tract 108, New York County, New York",6147,152,0,16,0,16,495,217,15,27,503,190,783,246,1431,354,778,281,401,208,1741,361
1400000US36061010900,36061010900,"Census Tract 109, New York County, New York",123,38,0,11,0,11,0,11,0,11,4,5,8,13,13,21,10,10,0,11,88,35
1400000US36061011000,36061011000,"Census Tract 110, New York County, New York",5043,117,76,124,0,16,199,92,98,80,326,167,436,216,1562,263,478,205,567,209,1301,333
1400000US36061011100,36061011100,"Census Tract 111, New York County, New York",3125,110,0,16,338,134,1159,221,157,72,56,46,17,26,99,74,22,25,149,108,1128,214
1400000US36061011201,36061011201,"Census Tract 112.01, New York County, New York",1012,26,0,11,9,9,23,26,0,11,6,12,43,27,335,66,90,41,138,36,368,68
1400000US36061011202,36061011202,"Census Tract 112.02, New York County, New York",510,27,63,29,25,27,0,11,8,9,167,51,0,11,0,11,27,17,21,21,199,51
1400000US36061011203,36061011203,"Census Tract 112.03, New York County, New York",1214,20,0,11,6,9,144,52,87,37,35,22,345,68,172,60,159,57,83,36,183,62
1400000US36061011300,36061011300,"Census Tract 113, New York County, New York",78,25,0,11,5,8,38,22,12,10,3,5,7,8,3,4,0,11,0,11,10,9
1400000US36061011401,36061011401,"Census Tract 114.01, New York County, New York",1351,52,0,11,20,25,10,15,14,21,19,16,149,58,105,42,222,59,152,67,660,86
1400000US36061011402,36061011402,"Census Tract 114.02, New York County, New York",1873,62,0,11,0,11,0,11,9,13,96,56,25,23,530,111,299,91,77,53,837,126
1400000US36061011500,36061011500,"Census Tract 115, New York County, New York",2315,66,0,11,556,115,1025,129,50,30,66,53,17,19,44,28,69,63,52,46,436,110
1400000US36061011600,36061011600,"Census Tract 116, New York County, New York",2297,182,0,11,22,38,312,122,149,102,101,67,186,107,473,146,89,66,124,85,841,189
1400000US36061011700,36061011700,"Census Tract 117, New York County, New York",2934,127,0,11,202,113,2136,227,478,150,42,42,17,26,0,11,27,39,19,30,13,20
1400000US36061011800,36061011800,"Census Tract 118, New York County, New York",6019,239,0,16,0,16,91,96,277,182,768,296,590,210,1204,277,1022,299,328,145,1739,327
1400000US36061011900,36061011900,"Census Tract 119, New York County, New York",1132,36,0,11,0,11,0,11,0,11,0,11,71,62,50,52,28,26,67,39,916,88
1400000US36061012000,36061012000,"Census Tract 120, New York County, New York",2594,92,0,11,34,55,98,69,34,55,160,110,119,108,772,150,375,104,120,92,882,165
1400000US36061012100,36061012100,"Census Tract 121, New York County, New York",5633,156,0,16,0,16,626,209,106,88,81,64,1596,271,248,148,334,206,297,164,2345,348
1400000US36061012200,36061012200,"Census Tract 122, New York County, New York",2963,72,0,11,0,11,13,20,11,18,0,11,13,22,260,104,371,143,669,224,1626,203
1400000US36061012400,36061012400,"Census Tract 124, New York County, New York",6428,182,0,18,46,82,327,212,288,194,1126,307,968,301,1195,325,742,288,576,291,1160,320
1400000US36061012500,36061012500,"Census Tract 125, New York County, New York",2109,52,0,11,6,10,653,110,628,136,382,105,148,69,75,51,29,36,0,11,188,67
1400000US36061012600,36061012600,"Census Tract 126, New York County, New York",8654,319,0,18,0,18,0,18,93,101,270,231,1103,455,2778,512,1563,536,506,294,2341,566
1400000US36061012700,36061012700,"Census Tract 127, New York County, New York",4884,154,0,16,0,16,232,149,172,162,809,361,275,192,373,194,216,155,233,126,2574,435
1400000US36061012800,36061012800,"Census Tract 128, New York County, New York",3657,120,0,16,0,16,46,77,109,67,105,75,133,97,825,171,715,156,240,138,1484,228
1400000US36061012900,36061012900,"Census Tract 129, New York County, New York",4742,194,379,213,691,212,1341,294,560,198,619,216,11,19,35,42,39,42,161,93,906,198
1400000US36061013000,36061013000,"Census Tract 130, New York County, New York",2714,116,0,11,0,11,0,11,16,27,53,41,49,38,72,83,380,157,362,141,1782,201
1400000US36061013100,36061013100,"Census Tract 131, New York County, New York",2313,46,0,11,30,43,239,71,127,76,292,97,201,82,467,123,57,55,64,51,836,151
1400000US36061013200,36061013200,"Census Tract 132, New York County, New York",6403,287,0,18,64,101,673,320,373,291,474,280,346,198,1449,399,535,339,788,345,1701,417
1400000US36061013300,36061013300,"Census Tract 133, New York County, New York",4230,82,56,71,151,50,466,151,501,123,341,141,250,143,278,122,309,126,276,109,1602,241
1400000US36061013400,36061013400,"Census Tract 134, New York County, New York",7682,146,0,18,106,113,302,185,228,216,697,301,848,365,2145,597,924,382,399,233,2033,489
1400000US36061013500,36061013500,"Census Tract 135, New York County, New York",4889,82,74,69,590,149,2006,276,192,111,284,131,1073,252,286,111,37,44,68,64,279,151
1400000US36061013600,36061013600,"Census Tract 136, New York County, New York",9493,295,0,18,0,18,141,105,452,340,1137,361,1189,423,2237,556,2558,580,499,249,1280,365
1400000US36061013700,36061013700,"Census Tract 137, New York County, New York",5605,210,0,16,80,132,396,219,67,72,1089,312,532,248,649,209,248,175,635,244,1909,324
1400000US36061013800,36061013800,"Census Tract 138, New York County, New York",7669,345,0,18,0,18,88,128,191,108,770,404,1367,401,1348,490,443,268,413,296,3049,592
1400000US36061013900,36061013900,"Census Tract 139, New York County, New York",7119,242,0,16,29,55,428,229,37,61,672,371,777,327,1040,294,589,265,644,314,2903,611
1400000US36061014000,36061014000,"Census Tract 140, New York County, New York",4449,130,0,16,0,16,77,68,110,88,80,52,323,156,551,134,271,102,303,124,2734,268
1400000US36061014200,36061014200,"Census Tract 142, New York County, New York",2875,42,0,11,0,11,0,11,0,11,132,101,267,123,444,161,408,118,82,76,1542,194
1400000US36061014300,36061014300,"Census Tract 143, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061014401,36061014401,"Census Tract 144.01, New York County, New York",2878,109,0,16,0,16,0,16,34,29,113,76,412,121,471,142,665,176,133,80,1050,178
1400000US36061014402,36061014402,"Census Tract 144.02, New York County, New York",4241,66,0,16,0,16,59,72,76,83,337,125,617,183,1241,189,224,113,237,103,1450,210
1400000US36061014500,36061014500,"Census Tract 145, New York County, New York",3809,83,115,42,0,16,435,151,994,177,1153,216,292,114,169,91,451,111,33,37,167,91
1400000US36061014601,36061014601,"Census Tract 146.01, New York County, New York",2854,57,0,11,51,82,195,103,289,119,537,154,291,138,179,108,224,125,124,79,964,172
1400000US36061014602,36061014602,"Census Tract 146.02, New York County, New York",5244,138,0,16,0,16,23,37,256,173,821,197,723,228,1129,269,508,180,272,161,1512,320
1400000US36061014700,36061014700,"Census Tract 147, New York County, New York",1975,29,0,11,82,44,1112,108,208,75,152,58,315,89,50,27,20,31,7,11,29,28
1400000US36061014801,36061014801,"Census Tract 148.01, New York County, New York",1737,30,0,11,10,16,249,89,18,23,182,66,291,76,401,86,74,44,28,25,484,85
1400000US36061014802,36061014802,"Census Tract 148.02, New York County, New York",3984,90,0,16,0,16,163,80,236,106,296,137,304,101,488,156,149,82,312,127,2036,241
1400000US36061014900,36061014900,"Census Tract 149, New York County, New York",4113,58,0,16,0,16,257,115,347,159,567,202,944,198,274,98,142,93,181,108,1401,207
1400000US36061015001,36061015001,"Census Tract 150.01, New York County, New York",1279,49,0,11,0,11,7,11,0,11,44,30,34,30,124,66,214,73,88,49,768,99
1400000US36061015002,36061015002,"Census Tract 150.02, New York County, New York",2926,41,0,16,0,16,0,16,0,16,0,16,171,66,779,168,417,125,112,58,1447,189
1400000US36061015100,36061015100,"Census Tract 151, New York County, New York",5161,122,78,59,310,183,1354,297,1066,272,173,122,233,137,236,168,319,202,767,249,625,259
1400000US36061015200,36061015200,"Census Tract 152, New York County, New York",4074,55,0,16,0,16,210,95,412,147,699,162,379,106,1189,253,502,166,254,87,429,149
1400000US36061015300,36061015300,"Census Tract 153, New York County, New York",6560,101,0,16,71,39,105,77,524,241,817,292,509,215,1210,326,201,123,120,80,3003,401
1400000US36061015400,36061015400,"Census Tract 154, New York County, New York",8416,225,0,18,0,18,580,283,322,246,1142,397,2877,616,485,249,695,424,206,146,2109,533
1400000US36061015500,36061015500,"Census Tract 155, New York County, New York",6559,170,168,134,9,18,834,295,1102,274,50,58,237,131,3243,376,509,213,106,135,301,147
1400000US36061015601,36061015601,"Census Tract 156.01, New York County, New York",2990,155,0,16,53,70,193,93,372,149,1106,186,223,108,266,113,62,71,64,63,651,168
1400000US36061015602,36061015602,"Census Tract 156.02, New York County, New York",1105,63,0,11,9,14,409,93,37,35,52,60,39,35,31,29,424,93,9,15,95,59
1400000US36061015700,36061015700,"Census Tract 157, New York County, New York",7121,224,0,16,0,16,41,66,114,107,168,178,113,113,667,252,122,114,161,139,5735,444
1400000US36061015801,36061015801,"Census Tract 158.01, New York County, New York",2930,60,0,16,0,16,14,22,60,44,378,135,172,97,83,35,142,73,144,77,1937,173
1400000US36061015802,36061015802,"Census Tract 158.02, New York County, New York",2075,43,0,11,99,42,322,82,605,125,136,68,40,30,197,77,111,62,82,50,483,139
1400000US36061015900,36061015900,"Census Tract 159, New York County, New York",6336,212,0,16,21,37,481,274,219,152,46,54,180,110,265,153,716,230,264,160,4144,406
1400000US36061016001,36061016001,"Census Tract 160.01, New York County, New York",1848,95,0,11,0,11,0,11,0,11,177,59,11,17,11,18,72,37,122,54,1455,107
1400000US36061016002,36061016002,"Census Tract 160.02, New York County, New York",1309,43,0,11,0,11,0,11,6,10,0,11,32,27,46,30,38,22,73,55,1114,67
1400000US36061016100,36061016100,"Census Tract 161, New York County, New York",4322,92,0,16,0,16,0,16,0,16,0,16,93,69,136,78,124,85,225,99,3744,161
1400000US36061016200,36061016200,"Census Tract 162, New York County, New York",4262,148,0,16,0,16,16,26,135,88,172,119,1940,283,567,201,565,180,599,199,268,127
1400000US36061016300,36061016300,"Census Tract 163, New York County, New York",4458,92,0,16,114,57,242,173,14,24,44,49,39,64,124,102,161,138,148,67,3572,268
1400000US36061016400,36061016400,"Census Tract 164, New York County, New York",3047,87,47,34,142,83,610,189,104,72,203,136,335,141,685,197,617,195,122,78,182,93
1400000US36061016500,36061016500,"Census Tract 165, New York County, New York",3879,134,0,16,0,16,0,16,51,80,225,86,71,58,125,93,68,56,113,75,3226,223
