GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
1400000US36061001002,36061001002,"Census Tract 10.02, New York County, New York",2463,63,0,16,0,16,0,16,11,22,16,22,266,162,314,181,1171,251,280,180,405,180
1400000US36061001200,36061001200,"Census Tract 12, New York County, New York",1942,39,0,11,0,11,25,28,112,72,45,54,393,121,37,32,451,116,401,96,478,89
1400000US36061001300,36061001300,"Census Tract 13, New York County, New York",3185,90,0,11,13,21,139,92,244,128,57,68,129,85,178,108,79,61,93,67,2253,204
1400000US36061001401,36061001401,"Census Tract 14.01, New York County, New York",1769,24,0,11,0,11,0,11,25,27,5,8,26,26,1015,130,510,132,168,87,20,22
1400000US36061001402,36061001402,"Census Tract 14.02, New York County, New York",1445,48,0,11,0,11,57,40,56,37,175,50,283,73,66,50,112,58,106,51,590,106
1400000US36061001501,36061001501,"Census Tract 15.01, New York County, New York",4074,147,31,29,410,131,374,158,0,16,206,138,1027,212,737,195,139,101,129,86,1021,245
1400000US36061001502,36061001502,"Census Tract 15.02, New York County, New York",3772,137,0,16,0,16,1122,215,271,121,234,107,374,146,70,50,126,86,133,87,1442,201
1400000US36061001600,36061001600,"Census Tract 16, New York County, New York",3261,181,0,16,26,41,154,91,34,39,45,53,1084,219,113,86,25,29,150,103,1630,263
1400000US36061001800,36061001800,"Census Tract 18, New York County, New York",3393,124,0,16,73,74,151,85,131,87,135,100,359,123,111,66,125,84,176,100,2132,241
1400000US36061002000,36061002000,"Census Tract 20, New York County, New York",1955,49,0,11,0,11,0,11,17,26,1,6,82,59,173,88,591,128,887,147,204,94
1400000US36061002100,36061002100,"Census Tract 21, New York County, New York",3161,97,0,16,35,28,1091,149,142,81,499,136,88,64,286,129,80,89,60,46,880,155
1400000US36061002201,36061002201,"Census Tract 22.01, New York County, New York",3092,101,0,16,125,67,186,120,0,16,174,87,488,187,1114,170,280,128,211,106,514,149
1400000US36061002202,36061002202,"Census Tract 22.02, New York County, New York",1108,55,18,28,48,55,191,67,95,48,57,41,0,11,162,78,0,11,39,45,498,116
1400000US36061002400,36061002400,"Census Tract 24, New York County, New York",2161,50,0,16,0,16,28,43,0,16,7,12,503,142,101,73,526,173,812,168,184,97
1400000US36061002500,36061002500,"Census Tract 25, New York County, New York",2064,58,0,16,0,16,0,16,18,28,12,22,208,123,278,134,981,167,439,106,128,60
1400000US36061002601,36061002601,"Census Tract 26.01, New York County, New York",1648,45,0,11,0,11,231,68,182,70,252,92,86,58,103,60,41,27,111,57,642,110
1400000US36061002602,36061002602,"Census Tract 26.02, New York County, New York",2200,93,0,11,65,60,219,92,300,130,112,85,31,49,166,103,46,44,50,46,1211,163
1400000US36061002700,36061002700,"Census Tract 27, New York County, New York",707,29,0,11,0,11,0,11,0,11,11,13,28,24,343,60,20,20,19,18,286,61
1400000US36061002800,36061002800,"Census Tract 28, New York County, New York",3558,90,0,16,36,59,298,107,231,118,352,154,569,166,831,216,289,137,97,76,855,196
1400000US36061002900,36061002900,"Census Tract 29, New York County, New York",2434,111,0,16,0,16,16,26,204,117,25,30,98,69,365,140,131,85,78,64,1517,197
1400000US36061003001,36061003001,"Census Tract 30.01, New York County, New York",2528,84,0,11,15,24,396,120,67,57,59,50,28,34,70,49,166,113,54,51,1673,144
1400000US36061003002,36061003002,"Census Tract 30.02, New York County, New York",1887,57,0,11,0,11,0,11,57,51,202,70,212,79,164,66,175,80,211,87,866,132
1400000US36061003100,36061003100,"Census Tract 31, New York County, New York",848,45,0,11,5,7,383,53,200,44,48,40,12,13,5,7,18,23,8,12,169,42
1400000US36061003200,36061003200,"Census Tract 32, New York County, New York",4927,97,0,16,0,16,127,125,87,78,45,60,124,86,1107,250,276,157,381,175,2780,344
1400000US36061003300,36061003300,"Census Tract 33, New York County, New York",2826,98,0,16,0,16,400,119,309,110,217,128,52,49,21,32,12,27,94,79,1721,193
1400000US36061003400,36061003400,"Census Tract 34, New York County, New York",4006,178,0,16,0,16,222,88,133,114,40,40,167,111,274,147,435,193,240,125,2495,301
1400000US36061003601,36061003601,"Census Tract 36.01, New York County, New York",1641,52,0,11,0,11,379,85,85,42,172,69,150,68,78,48,25,24,61,46,691,107
1400000US36061003602,36061003602,"Census Tract 36.02, New York County, New York",1516,85,0,11,0,11,345,84,58,46,32,28,35,24,33,27,83,53,69,49,861,99
1400000US36061003700,36061003700,"Census Tract 37, New York County, New York",1596,55,0,11,0,11,278,82,0,11,0,11,30,21,380,99,137,80,29,26,742,107
1400000US36061003800,36061003800,"Census Tract 38, New York County, New York",5693,161,0,16,22,34,201,150,154,108,212,176,84,85,310,142,242,165,451,190,4017,353
1400000US36061003900,36061003900,"Census Tract 39, New York County, New York",3157,114,0,16,72,75,314,101,40,35,126,78,1163,185,111,65,0,16,58,72,1273,191
1400000US36061004000,36061004000,"Census Tract 40, New York County, New York",4695,103,0,16,36,63,111,80,66,81,46,60,22,35,141,91,547,190,368,152,3358,317
1400000US36061004100,36061004100,"Census Tract 41, New York County, New York",3921,88,0,16,15,24,267,128,32,38,175,118,65,65,12,20,297,123,143,78,2915,220
1400000US36061004200,36061004200,"Census Tract 42, New York County, New York",1847,70,0,16,40,47,120,75,109,54,61,47,103,65,497,90,180,74,53,37,684,121
1400000US36061004300,36061004300,"Census Tract 43, New York County, New York",2520,123,0,11,0,11,15,19,118,57,385,137,75,52,60,47,33,32,29,45,1805,195
1400000US36061004400,36061004400,"Census Tract 44, New York County, New York",8460,225,0,18,0,18,41,70,0,18,154,151,172,222,292,236,1136,413,6305,581,360,213
1400000US36061004500,36061004500,"Census Tract 45, New York County, New York",501,46,0,11,0,11,50,33,0,11,10,11,27,27,5,8,15,24,0,11,394,59
1400000US36061004700,36061004700,"Census Tract 47, New York County, New York",1725,67,22,35,9,14,141,84,0,11,0,11,4,7,57,54,41,55,56,32,1395,121
1400000US36061004800,36061004800,"Census Tract 48, New York County, New York",3848,128,0,16,0,16,14,23,55,69,84,57,339,101,1305,229,302,123,228,119,1521,198
1400000US36061004900,36061004900,"Census Tract 49, New York County, New York",2991,97,0,11,0,11,29,22,0,11,50,42,55,45,56,45,111,76,180,99,2510,185
1400000US36061005000,36061005000,"Census Tract 50, New York County, New York",3545,113,0,16,0,16,32,37,0,16,450,135,176,107,818,171,598,137,139,89,1332,172
1400000US36061005200,36061005200,"Census Tract 52, New York County, New York",1799,58,0,11,0,11,119,60,9,13,71,56,63,33,532,104,71,42,66,50,868,111
1400000US36061005400,36061005400,"Census Tract 54, New York County, New York",2851,132,0,11,0,11,56,45,141,89,166,79,166,77,884,150,348,122,110,74,980,180
1400000US36061005501,36061005501,"Census Tract 55.01, New York County, New York",2424,74,0,11,0,11,27,31,0,11,98,78,239,147,818,165,635,162,104,73,503,153
1400000US36061005502,36061005502,"Census Tract 55.02, New York County, New York",1196,71,0,11,11,16,39,48,150,62,50,30,65,50,51,49,11,16,37,28,782,103
1400000US36061005600,36061005600,"Census Tract 56, New York County, New York",2312,91,61,66,56,61,90,54,19,30,524,130,177,142,0,11,46,47,37,44,1302,190
1400000US36061005700,36061005700,"Census Tract 57, New York County, New York",1853,39,0,11,24,26,164,79,11,17,65,58,346,111,752,111,86,51,11,17,394,97
1400000US36061005800,36061005800,"Census Tract 58, New York County, New York",2376,62,0,11,0,11,1531,185,227,118,42,69,27,32,100,88,81,66,74,89,294,111
1400000US36061005900,36061005900,"Census Tract 59, New York County, New York",3334,137,0,16,0,16,0,16,7,14,19,29,67,68,537,140,1071,192,164,67,1469,210
1400000US36061006000,36061006000,"Census Tract 60, New York County, New York",2470,66,0,16,0,16,0,16,0,16,0,16,15,24,12,20,343,137,2000,151,100,74
1400000US36061006100,36061006100,"Census Tract 61, New York County, New York",2672,82,0,11,52,65,21,32,148,102,194,110,191,74,318,118,31,36,109,68,1608,189
1400000US36061006200,36061006200,"Census Tract 62, New York County, New York",1411,33,0,11,0,11,0,11,115,52,136,59,1002,73,64,46,57,42,10,15,27,24
1400000US36061006300,36061006300,"Census Tract 63, New York County, New York",4380,119,0,16,0,16,140,117,48,74,14,23,92,63,580,162,685,153,209,93,2612,229
1400000US36061006400,36061006400,"Census Tract 64, New York County, New York",5069,160,0,16,68,60,410,159,37,42,251,145,1066,329,1226,337,427,219,222,147,1362,285
1400000US36061006500,36061006500,"Census Tract 65, New York County, New York",3572,113,0,16,0,16,80,41,0,16,118,94,154,84,176,101,163,93,318,152,2563,232
1400000US36061006600,36061006600,"Census Tract 66, New York County, New York",7047,206,0,18,0,18,464,368,0,18,498,284,2022,517,2327,584,596,445,134,133,1006,429
1400000US36061006700,36061006700,"Census Tract 67, New York County, New York",3809,114,0,16,0,16,9,17,12,16,233,140,56,53,135,65,253,81,222,99,2889,224
1400000US36061006800,36061006800,"Census Tract 68, New York County, New York",4190,193,0,16,74,88,31,38,312,180,245,147,428,191,479,185,802,261,55,65,1764,306
1400000US36061006900,36061006900,"Census Tract 69, New York County, New York",1429,51,0,11,0,11,257,69,10,15,64,41,150,46,25,22,72,48,28,25,823,102
1400000US36061007000,36061007000,"Census Tract 70, New York County, New York",5744,191,0,16,45,53,587,246,389,209,313,183,779,234,1759,334,381,149,411,239,1080,329
1400000US36061007100,36061007100,"Census Tract 71, New York County, New York",3834,63,16,24,0,16,0,16,12,20,38,35,122,57,854,181,249,100,196,119,2347,229
1400000US36061007200,36061007200,"Census Tract 72, New York County, New York",5119,189,0,16,0,16,80,92,59,59,1161,356,484,185,1261,336,574,296,143,99,1357,400
1400000US36061007300,36061007300,"Census Tract 73, New York County, New York",4645,163,0,16,0,16,21,33,0,16,0,16,112,117,319,191,188,143,167,101,3838,293
1400000US36061007400,36061007400,"Census Tract 74, New York County, New York",2936,90,13,21,25,29,544,155,353,120,92,78,99,72,68,51,20,23,160,97,1562,213
1400000US36061007500,36061007500,"Census Tract 75, New York County, New York",2766,50,0,11,0,11,42,47,47,50,307,144,229,102,466,190,171,77,57,49,1447,185
1400000US36061007600,36061007600,"Census Tract 76, New York County, New York",1390,65,0,11,0,11,423,95,17,18,36,43,26,41,24,22,16,17,9,15,839,100
1400000US36061007700,36061007700,"Census Tract 77, New York County, New York",4331,98,0,16,0,16,29,34,125,93,79,64,94,64,322,104,211,114,277,144,3194,219
1400000US36061007800,36061007800,"Census Tract 78, New York County, New York",5577,104,0,16,0,16,466,243,693,213,1094,273,305,156,899,277,1078,323,227,138,815,261
1400000US36061007900,36061007900,"Census Tract 79, New York County, New York",2900,113,0,11,0,11,128,86,353,134,115,98,97,66,287,148,115,75,32,32,1773,212
1400000US36061008000,36061008000,"Census Tract 80, New York County, New York",3771,124,40,64,40,65,223,114,33,37,90,59,464,115,261,117,776,200,328,120,1516,214
1400000US36061008100,36061008100,"Census Tract 81, New York County, New York",5406,200,46,55,76,98,506,146,113,88,145,98,196,157,434,145,157,105,321,161,3412,343
1400000US36061008200,36061008200,"Census Tract 82, New York County, New York",2523,96,0,11,0,11,217,90,41,68,171,70,153,122,196,89,704,175,425,180,616,167
1400000US36061008300,36061008300,"Census Tract 83, New York County, New York",2394,98,0,11,35,40,333,112,0,11,17,28,231,107,590,196,131,81,97,62,960,199
1400000US36061008400,36061008400,"Census Tract 84, New York County, New York",1215,55,15,24,91,56,305,103,134,73,92,46,52,37,20,33,19,19,9,12,478,93
1400000US36061008601,36061008601,"Census Tract 86.01, New York County, New York",1553,46,0,11,4,6,4,8,128,72,1121,105,227,86,35,46,17,26,0,11,17,23
1400000US36061008602,36061008602,"Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061008603,36061008603,"Census Tract 86.03, New York County, New York",3563,94,0,11,0,11,73,39,97,92,259,117,530,133,412,96,796,187,145,68,1251,197
1400000US36061008700,36061008700,"Census Tract 87, New York County, New York",4160,181,0,16,0,16,793,286,194,149,231,171,271,171,42,46,329,181,540,239,1760,321
1400000US36061008800,36061008800,"Census Tract 88, New York County, New York",5719,85,0,16,0,16,55,64,23,37,636,266,190,150,1371,352,212,93,106,95,3126,335
1400000US36061008900,36061008900,"Census Tract 89, New York County, New York",3524,91,0,16,53,61,141,71,87,67,49,42,51,47,581,172,278,138,63,53,2221,229
1400000US36061009000,36061009000,"Census Tract 90, New York County, New York",5788,99,0,16,57,68,669,255,295,202,800,232,586,192,1246,288,698,230,298,145,1139,286
1400000US36061009100,36061009100,"Census Tract 91, New York County, New York",4398,122,0,16,84,78,754,200,61,52,393,217,216,140,351,160,99,84,231,142,2209,339
1400000US36061009200,36061009200,"Census Tract 92, New York County, New York",1409,60,0,11,0,11,292,68,47,37,217,91,44,44,11,13,61,45,0,11,737,119
1400000US36061009300,36061009300,"Census Tract 93, New York County, New York",5794,189,0,18,294,161,88,104,24,38,230,203,136,107,1372,247,194,97,123,80,3333,294
1400000US36061009400,36061009400,"Census Tract 94, New York County, New York",32,21,0,11,0,11,0,11,0,11,4,5,0,11,3,4,7,7,10,17,8,8
1400000US36061009500,36061009500,"Census Tract 95, New York County, New York",1517,62,0,11,198,65,289,91,95,70,13,15,8,13,71,58,9,15,0,11,834,116
1400000US36061009600,36061009600,"Census Tract 96, New York County, New York",257,58,0,11,0,11,114,35,11,17,4,6,0,11,38,32,0,11,3,4,87,40
1400000US36061009700,36061009700,"Census Tract 97, New York County, New York",2904,57,0,16,0,16,29,24,14,23,88,88,16,21,1444,214,346,127,302,159,665,189
1400000US36061009800,36061009800,"Census Tract 98, New York County, New York",5228,265,0,16,0,16,199,131,241,169,951,353,456,198,912,300,588,217,426,176,1455,355
1400000US36061009900,36061009900,"Census Tract 99, New York County, New York",3664,114,292,113,1078,163,1761,194,71,60,8,12,33,30,16,19,35,45,0,16,370,133
1400000US36061010000,36061010000,"Census Tract 100, New York County, New York",1375,32,0,11,0,11,12,16,33,24,13,17,12,13,238,91,514,97,143,60,410,117
1400000US36061010100,36061010100,"Census Tract 101, New York County, New York",995,41,9,14,365,57,529,65,10,10,24,21,6,9,13,15,9,12,0,11,30,24
1400000US36061010200,36061010200,"Census Tract 102, New York County, New York",309,17,0,11,0,11,83,39,0,11,0,11,192,40,9,9,0,11,0,11,25,23
1400000US36061010300,36061010300,"Census Tract 103, New York County, New York",1357,61,0,11,0,11,319,92,65,36,207,79,42,32,215,74,58,54,77,48,374,106
1400000US36061010400,36061010400,"Census Tract 104, New York County, New York",1064,24,0,11,0,11,0,11,8,7,203,47,42,27,225,58,54,25,76,41,456,68
1400000US36061010601,36061010601,"Census Tract 106.01, New York County, New York",5341,172,0,16,0,16,55,61,138,158,585,256,413,166,1290,300,1279,319,260,142,1321,290
1400000US36061010602,36061010602,"Census Tract 106.02, New York County, New York",2956,59,0,11,0,11,353,108,271,139,340,144,301,136,476,152,877,187,105,64,233,123
1400000US36061010800,36061010800,"Census Tract 108, New York County, New York",6166,125,0,16,0,16,437,199,34,41,406,169,1141,304,1716,335,624,200,386,198,1422,333
1400000US36061010900,36061010900,"Census Tract 109, New York County, New York",108,38,0,11,0,11,0,11,0,11,16,21,8,13,13,21,5,7,0,11,66,26
1400000US36061011000,36061011000,"Census Tract 110, New York County, New York",5068,129,0,16,0,16,154,105,105,85,357,145,355,207,1578,328,392,189,624,246,1503,360
1400000US36061011100,36061011100,"Census Tract 111, New York County, New York",3122,86,0,16,322,124,1107,194,235,105,53,42,15,25,77,53,40,37,149,109,1124,171
1400000US36061011201,36061011201,"Census Tract 112.01, New York County, New York",1020,23,0,11,11,11,13,20,0,11,14,13,40,25,362,69,59,26,117,42,404,61
1400000US36061011202,36061011202,"Census Tract 112.02, New York County, New York",473,30,39,28,14,21,0,11,9,9,172,49,5,8,0,11,25,13,16,20,193,47
1400000US36061011203,36061011203,"Census Tract 112.03, New York County, New York",1208,49,0,11,5,8,115,50,87,38,40,30,341,74,190,64,173,53,84,36,173,68
1400000US36061011300,36061011300,"Census Tract 113, New York County, New York",79,23,0,11,5,8,41,22,15,10,0,11,7,7,3,5,0,11,0,11,8,9
1400000US36061011401,36061011401,"Census Tract 114.01, New York County, New York",1313,56,0,11,0,11,18,14,15,22,18,15,168,61,108,40,193,62,191,63,602,82
1400000US36061011402,36061011402,"Census Tract 114.02, New York County, New York",1886,64,0,11,0,11,15,18,9,14,109,49,26,23,471,95,322,70,92,61,842,100
1400000US36061011500,36061011500,"Census Tract 115, New York County, New York",2250,71,0,11,460,94,991,129,98,58,88,61,17,18,34,23,53,51,68,47,441,101
1400000US36061011600,36061011600,"Census Tract 116, New York County, New York",2418,180,0,11,14,21,277,123,144,107,96,64,102,94,520,152,146,88,110,76,1009,180
1400000US36061011700,36061011700,"Census Tract 117, New York County, New York",2988,115,0,11,212,113,2298,224,418,156,13,20,16,26,0,11,0,11,18,28,13,20
1400000US36061011800,36061011800,"Census Tract 118, New York County, New York",5983,240,0,16,0,16,84,97,172,109,656,209,688,246,1388,277,938,254,409,188,1648,365
1400000US36061011900,36061011900,"Census Tract 119, New York County, New York",1113,29,0,11,0,11,0,11,0,11,0,11,77,53,26,32,19,20,97,51,894,80
1400000US36061012000,36061012000,"Census Tract 120, New York County, New York",2549,90,0,11,0,11,93,65,34,56,184,118,118,103,786,172,338,122,145,100,851,196
1400000US36061012100,36061012100,"Census Tract 121, New York County, New York",5670,134,0,16,0,16,597,246,97,65,164,104,1685,280,385,214,236,182,267,171,2239,353
1400000US36061012200,36061012200,"Census Tract 122, New York County, New York",2963,79,0,11,0,11,12,20,0,11,6,10,14,22,302,114,422,120,723,175,1484,166
1400000US36061012400,36061012400,"Census Tract 124, New York County, New York",6482,162,0,18,31,52,320,209,142,118,1174,316,1215,332,1250,356,678,329,501,234,1171,330
1400000US36061012500,36061012500,"Census Tract 125, New York County, New York",2128,50,0,11,6,10,607,107,754,140,271,97,149,79,80,60,15,16,0,11,246,73
1400000US36061012600,36061012600,"Census Tract 126, New York County, New York",8494,364,0,18,0,18,0,18,152,121,300,220,1137,379,2763,604,1287,419,334,196,2521,550
1400000US36061012700,36061012700,"Census Tract 127, New York County, New York",4615,125,0,16,0,16,220,127,135,143,402,186,252,182,478,212,188,123,238,123,2702,409
1400000US36061012800,36061012800,"Census Tract 128, New York County, New York",3707,149,0,16,0,16,46,74,130,64,108,77,96,76,715,173,724,176,277,141,1611,240
1400000US36061012900,36061012900,"Census Tract 129, New York County, New York",4303,147,194,126,446,173,1239,244,450,140,745,230,22,28,32,37,90,81,153,87,932,196
1400000US36061013000,36061013000,"Census Tract 130, New York County, New York",2704,124,0,11,0,11,16,25,15,24,31,25,46,35,52,41,447,165,453,175,1644,205
1400000US36061013100,36061013100,"Census Tract 131, New York County, New York",2278,36,0,11,5,9,198,60,166,83,179,81,201,83,450,99,42,36,75,50,962,118
1400000US36061013200,36061013200,"Census Tract 132, New York County, New York",6637,276,0,18,36,59,434,255,201,191,611,323,408,242,1504,383,449,231,698,313,2296,476
1400000US36061013300,36061013300,"Census Tract 133, New York County, New York",4206,71,13,21,140,50,469,163,552,141,405,154,208,112,189,84,338,137,292,132,1600,236
1400000US36061013400,36061013400,"Census Tract 134, New York County, New York",7750,151,0,18,116,133,356,252,92,141,856,355,748,376,2263,495,822,315,507,306,1990,511
1400000US36061013500,36061013500,"Census Tract 135, New York County, New York",4561,66,16,26,499,144,2074,257,139,97,273,149,984,212,224,94,43,49,33,37,276,141
1400000US36061013600,36061013600,"Census Tract 136, New York County, New York",9532,310,0,18,77,125,247,233,429,336,1100,327,1283,416,2307,637,2298,475,435,212,1356,400
1400000US36061013700,36061013700,"Census Tract 137, New York County, New York",5517,218,0,16,79,129,279,197,157,109,991,284,444,217,599,202,331,215,574,278,2063,321
1400000US36061013800,36061013800,"Census Tract 138, New York County, New York",7785,433,0,18,0,18,112,140,141,106,676,357,1252,434,1343,479,886,412,418,316,2957,644
1400000US36061013900,36061013900,"Census Tract 139, New York County, New York",7535,253,0,16,0,16,370,206,0,16,1090,460,641,337,820,338,746,345,919,360,2949,581
1400000US36061014000,36061014000,"Census Tract 140, New York County, New York",4513,125,0,16,0,16,112,79,188,112,105,53,336,141,487,151,300,99,301,119,2684,252
1400000US36061014200,36061014200,"Census Tract 142, New York County, New York",2879,37,0,11,0,11,0,11,0,11,123,86,269,123,455,146,362,111,94,83,1576,187
1400000US36061014300,36061014300,"Census Tract 143, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061014401,36061014401,"Census Tract 144.01, New York County, New York",2887,96,0,16,0,16,0,16,11,17,120,58,425,109,494,131,702,166,81,61,1054,173
1400000US36061014402,36061014402,"Census Tract 144.02, New York County, New York",4276,63,0,16,0,16,42,67,30,35,366,137,631,138,1216,188,241,95,242,111,1508,248
1400000US36061014500,36061014500,"Census Tract 145, New York County, New York",3744,85,61,34,8,14,578,155,1041,171,1004,234,175,80,186,123,453,125,90,81,148,88
1400000US36061014601,36061014601,"Census Tract 146.01, New York County, New York",2863,76,0,11,0,11,162,88,316,116,605,164,260,110,157,98,247,121,173,97,943,189
1400000US36061014602,36061014602,"Census Tract 146.02, New York County, New York",5373,98,0,16,0,16,21,35,199,123,852,271,947,266,1034,269,337,156,328,167,1655,328
1400000US36061014700,36061014700,"Census Tract 147, New York County, New York",1972,35,0,11,74,48,1173,87,192,67,141,59,311,88,40,26,0,11,7,11,34,26
1400000US36061014801,36061014801,"Census Tract 148.01, New York County, New York",1731,31,0,11,9,15,242,85,20,24,205,79,259,69,444,97,81,45,9,15,462,98
1400000US36061014802,36061014802,"Census Tract 148.02, New York County, New York",4014,97,0,16,0,16,82,41,243,108,337,123,350,98,416,141,241,93,287,115,2058,246
1400000US36061014900,36061014900,"Census Tract 149, New York County, New York",4160,66,0,16,13,22,235,102,391,179,550,186,1011,252,327,137,149,69,128,95,1356,258
1400000US36061015001,36061015001,"Census Tract 150.01, New York County, New York",1294,47,0,11,0,11,9,14,0,11,31,27,35,30,137,66,203,69,53,38,826,92
1400000US36061015002,36061015002,"Census Tract 150.02, New York County, New York",2945,40,0,16,0,16,0,16,0,16,0,16,216,76,706,167,507,159,125,71,1391,167
1400000US36061015100,36061015100,"Census Tract 151, New York County, New York",5049,114,24,40,369,207,1155,286,1221,256,277,154,260,141,76,101,282,190,790,263,595,292
1400000US36061015200,36061015200,"Census Tract 152, New York County, New York",4035,60,0,16,0,16,236,103,404,159,639,186,382,102,1213,217,511,143,267,91,383,138
1400000US36061015300,36061015300,"Census Tract 153, New York County, New York",6339,104,0,16,16,29,49,48,513,233,998,283,410,204,1144,283,257,117,160,87,2792,314
1400000US36061015400,36061015400,"Census Tract 154, New York County, New York",8433,244,0,18,0,18,482,237,451,324,1049,385,2975,503,608,279,599,352,147,109,2122,506
1400000US36061015500,36061015500,"Census Tract 155, New York County, New York",6584,168,111,130,10,19,855,262,1125,306,29,47,339,171,3322,368,405,165,76,113,312,165
1400000US36061015601,36061015601,"Census Tract 156.01, New York County, New York",3046,124,0,16,50,64,152,92,330,132,1104,196,237,122,271,114,60,56,29,34,813,161
1400000US36061015602,36061015602,"Census Tract 156.02, New York County, New York",1109,57,0,11,11,17,410,90,17,21,15,23,73,58,89,49,362,92,51,51,81,47
1400000US36061015700,36061015700,"Census Tract 157, New York County, New York",7196,217,0,16,42,56,75,88,0,16,297,227,70,85,668,264,275,233,215,204,5554,402
1400000US36061015801,36061015801,"Census Tract 158.01, New York County, New York",2983,60,0,16,0,16,15,23,41,36,488,203,144,90,119,62,141,73,111,66,1924,213
1400000US36061015802,36061015802,"Census Tract 158.02, New York County, New York",2051,59,0,11,98,41,359,81,537,114,150,81,54,33,169,72,146,68,45,33,493,132
1400000US36061015900,36061015900,"Census Tract 159, New York County, New York",6413,276,0,16,35,40,486,266,173,128,50,58,183,111,353,189,591,177,222,143,4320,504
1400000US36061016001,36061016001,"Census Tract 160.01, New York County, New York",1871,97,0,11,0,11,0,11,9,15,160,52,28,30,24,19,50,33,104,51,1496,118
1400000US36061016002,36061016002,"Census Tract 160.02, New York County, New York",1305,45,0,11,0,11,0,11,22,23,0,11,40,33,29,27,30,26,42,26,1142,61
1400000US36061016100,36061016100,"Census Tract 161, New York County, New York",4409,63,0,16,14,23,15,25,0,16,9,15,35,38,153,76,101,65,230,106,3852,150
1400000US36061016200,36061016200,"Census Tract 162, New York County, New York",4124,146,0,16,0,16,0,16,115,69,151,110,1882,269,551,172,585,181,543,154,297,126
1400000US36061016300,36061016300,"Census Tract 163, New York County, New York",4453,126,0,16,128,63,174,136,17,29,0,16,0,16,126,98,75,71,167,77,3766,238
1400000US36061016400,36061016400,"Census Tract 164, New York County, New York",2849,86,9,15,130,80,612,157,79,67,273,174,325,133,620,194,472,142,200,113,129,66
1400000US36061016500,36061016500,"Census Tract 165, New York County, New York",3977,91,0,16,0,16,0,16,52,85,209,85,56,61,70,70,69,60,73,57,3448,195
