GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Science and Engineering,Margin of Error; Total: - Science and Engineering,Estimate; Total: - Science and Engineering Related Fields,Margin of Error; Total: - Science and Engineering Related Fields,Estimate; Total: - Business,Margin of Error; Total: - Business,Estimate; Total: - Education,Margin of Error; Total: - Education,"Estimate; Total: - Arts, Humanities and Other","Margin of Error; Total: - Arts, Humanities and Other"
1500000US360610269001,360610269001,"Block Group 1, Census Tract 269, New York County, New York",174,113,35,51,22,35,13,20,22,35,82,87
1500000US360610269002,360610269002,"Block Group 2, Census Tract 269, New York County, New York",204,125,108,75,39,65,20,33,37,44,0,11
1500000US360610269003,360610269003,"Block Group 3, Census Tract 269, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610269004,360610269004,"Block Group 4, Census Tract 269, New York County, New York",111,108,75,87,0,11,3,49,0,11,33,57
1500000US360610269005,360610269005,"Block Group 5, Census Tract 269, New York County, New York",87,79,0,11,2,15,63,75,6,12,16,21
1500000US360610269006,360610269006,"Block Group 6, Census Tract 269, New York County, New York",248,145,102,103,0,11,66,51,14,23,66,74
1500000US360610271001,360610271001,"Block Group 1, Census Tract 271, New York County, New York",230,131,46,47,11,17,15,25,42,56,116,104
1500000US360610271002,360610271002,"Block Group 2, Census Tract 271, New York County, New York",193,119,65,52,18,27,12,20,0,11,98,92
1500000US360610271003,360610271003,"Block Group 3, Census Tract 271, New York County, New York",263,185,88,68,0,11,37,41,33,38,105,103
1500000US360610271004,360610271004,"Block Group 4, Census Tract 271, New York County, New York",400,203,178,96,74,75,15,24,0,11,133,113
1500000US360610271005,360610271005,"Block Group 5, Census Tract 271, New York County, New York",1077,194,527,165,19,30,135,120,24,27,372,113
1500000US360610273001,360610273001,"Block Group 1, Census Tract 273, New York County, New York",1118,280,497,181,61,59,148,102,1,2,411,162
1500000US360610273002,360610273002,"Block Group 2, Census Tract 273, New York County, New York",590,178,197,95,54,49,61,76,49,53,229,141
1500000US360610273003,360610273003,"Block Group 3, Census Tract 273, New York County, New York",1448,263,390,150,31,35,72,56,148,120,807,263
1500000US360610273004,360610273004,"Block Group 4, Census Tract 273, New York County, New York",867,245,301,164,90,86,100,79,62,61,314,218
1500000US360610275000,360610275000,"Block Group 0, Census Tract 275, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610275001,360610275001,"Block Group 1, Census Tract 275, New York County, New York",768,166,281,108,40,31,61,47,20,25,366,101
1500000US360610275002,360610275002,"Block Group 2, Census Tract 275, New York County, New York",1249,177,300,94,130,89,132,99,97,55,590,129
1500000US360610277001,360610277001,"Block Group 1, Census Tract 277, New York County, New York",319,129,118,68,13,26,54,50,14,14,120,76
1500000US360610277002,360610277002,"Block Group 2, Census Tract 277, New York County, New York",215,133,113,112,33,52,44,51,0,11,25,41
1500000US360610277003,360610277003,"Block Group 3, Census Tract 277, New York County, New York",274,162,166,143,0,11,52,51,0,11,56,60
1500000US360610277004,360610277004,"Block Group 4, Census Tract 277, New York County, New York",188,134,96,75,0,11,0,11,23,37,69,80
1500000US360610279001,360610279001,"Block Group 1, Census Tract 279, New York County, New York",685,252,26,29,18,28,83,66,52,48,506,256
1500000US360610279002,360610279002,"Block Group 2, Census Tract 279, New York County, New York",47,47,0,11,0,11,33,39,14,24,0,11
1500000US360610279003,360610279003,"Block Group 3, Census Tract 279, New York County, New York",222,130,73,54,0,11,27,33,0,11,122,114
1500000US360610279004,360610279004,"Block Group 4, Census Tract 279, New York County, New York",382,179,119,67,0,11,92,89,60,75,111,101
1500000US360610279005,360610279005,"Block Group 5, Census Tract 279, New York County, New York",670,202,307,124,0,11,157,107,0,11,206,107
1500000US360610279006,360610279006,"Block Group 6, Census Tract 279, New York County, New York",333,207,112,103,0,11,46,73,25,39,150,168
1500000US360610279007,360610279007,"Block Group 7, Census Tract 279, New York County, New York",19,30,0,11,0,11,0,11,0,11,19,30
1500000US360610281001,360610281001,"Block Group 1, Census Tract 281, New York County, New York",356,88,124,56,6,11,12,16,22,27,192,71
1500000US360610281002,360610281002,"Block Group 2, Census Tract 281, New York County, New York",1367,186,562,179,56,34,104,60,55,33,590,153
1500000US360610283001,360610283001,"Block Group 1, Census Tract 283, New York County, New York",205,223,66,58,0,11,0,11,30,49,109,177
1500000US360610283002,360610283002,"Block Group 2, Census Tract 283, New York County, New York",974,276,287,131,151,113,102,84,39,41,395,219
1500000US360610283003,360610283003,"Block Group 3, Census Tract 283, New York County, New York",801,398,153,126,16,37,154,149,126,157,352,170
1500000US360610283004,360610283004,"Block Group 4, Census Tract 283, New York County, New York",350,184,43,43,35,58,126,129,0,11,146,102
1500000US360610285001,360610285001,"Block Group 1, Census Tract 285, New York County, New York",603,256,75,84,45,67,127,104,86,106,270,188
1500000US360610285002,360610285002,"Block Group 2, Census Tract 285, New York County, New York",234,115,86,69,0,11,73,67,32,35,43,52
1500000US360610285003,360610285003,"Block Group 3, Census Tract 285, New York County, New York",292,160,149,135,0,11,0,11,70,60,73,71
1500000US360610285004,360610285004,"Block Group 4, Census Tract 285, New York County, New York",181,98,65,80,12,21,37,32,30,33,37,33
1500000US360610287000,360610287000,"Block Group 0, Census Tract 287, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610287001,360610287001,"Block Group 1, Census Tract 287, New York County, New York",291,84,128,82,11,16,16,19,0,11,136,57
1500000US360610287002,360610287002,"Block Group 2, Census Tract 287, New York County, New York",422,104,110,61,0,11,28,25,0,11,284,81
1500000US360610287003,360610287003,"Block Group 3, Census Tract 287, New York County, New York",529,177,190,96,0,11,12,19,79,69,248,98
1500000US360610291001,360610291001,"Block Group 1, Census Tract 291, New York County, New York",183,127,71,68,0,11,61,69,0,11,51,50
1500000US360610291002,360610291002,"Block Group 2, Census Tract 291, New York County, New York",67,75,0,11,0,11,31,49,0,11,36,57
1500000US360610291003,360610291003,"Block Group 3, Census Tract 291, New York County, New York",202,113,32,38,0,11,56,59,22,38,92,100
1500000US360610291004,360610291004,"Block Group 4, Census Tract 291, New York County, New York",194,199,134,132,0,11,15,24,0,11,45,71
1500000US360610291005,360610291005,"Block Group 5, Census Tract 291, New York County, New York",279,157,135,108,0,11,62,58,0,11,82,88
1500000US360610291006,360610291006,"Block Group 6, Census Tract 291, New York County, New York",105,90,63,72,16,45,26,42,0,11,0,11
1500000US360610291007,360610291007,"Block Group 7, Census Tract 291, New York County, New York",423,226,193,153,0,11,102,102,0,11,128,70
1500000US360610293001,360610293001,"Block Group 1, Census Tract 293, New York County, New York",229,102,102,94,0,11,0,11,51,57,76,51
1500000US360610293002,360610293002,"Block Group 2, Census Tract 293, New York County, New York",171,162,22,35,0,11,69,94,33,54,47,55
1500000US360610293003,360610293003,"Block Group 3, Census Tract 293, New York County, New York",136,103,71,64,13,22,18,29,0,11,34,51
1500000US360610293004,360610293004,"Block Group 4, Census Tract 293, New York County, New York",244,101,95,62,0,11,65,63,0,11,84,77
1500000US360610293005,360610293005,"Block Group 5, Census Tract 293, New York County, New York",123,101,29,33,0,11,14,24,20,33,60,97
1500000US360610295001,360610295001,"Block Group 1, Census Tract 295, New York County, New York",901,252,342,206,24,37,84,94,73,68,378,139
1500000US360610295002,360610295002,"Block Group 2, Census Tract 295, New York County, New York",390,162,144,77,0,11,87,74,84,112,75,57
1500000US360610295003,360610295003,"Block Group 3, Census Tract 295, New York County, New York",499,165,123,110,36,41,39,52,68,87,233,110
1500000US360610295004,360610295004,"Block Group 4, Census Tract 295, New York County, New York",1039,253,403,180,0,11,91,91,39,36,506,147
1500000US360610297000,360610297000,"Block Group 0, Census Tract 297, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610297001,360610297001,"Block Group 1, Census Tract 297, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610299000,360610299000,"Block Group 0, Census Tract 299, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610299001,360610299001,"Block Group 1, Census Tract 299, New York County, New York",279,137,121,72,0,11,10,16,10,16,138,102
1500000US360610299002,360610299002,"Block Group 2, Census Tract 299, New York County, New York",101,80,8,11,14,22,50,59,0,11,29,40
1500000US360610303001,360610303001,"Block Group 1, Census Tract 303, New York County, New York",299,98,98,49,7,12,41,44,6,10,147,73
1500000US360610303002,360610303002,"Block Group 2, Census Tract 303, New York County, New York",470,127,128,78,33,28,113,67,15,23,181,70
1500000US360610303003,360610303003,"Block Group 3, Census Tract 303, New York County, New York",659,156,202,75,11,16,53,43,34,30,359,121
1500000US360610307001,360610307001,"Block Group 1, Census Tract 307, New York County, New York",240,70,82,48,32,24,27,25,22,21,77,43
1500000US360610307002,360610307002,"Block Group 2, Census Tract 307, New York County, New York",806,138,178,81,27,31,77,48,107,63,417,113
1500000US360610307003,360610307003,"Block Group 3, Census Tract 307, New York County, New York",719,116,128,66,35,25,73,53,100,55,383,102
1500000US360610309001,360610309001,"Block Group 1, Census Tract 309, New York County, New York",504,206,146,99,92,96,96,86,43,50,127,92
1500000US360610309002,360610309002,"Block Group 2, Census Tract 309, New York County, New York",237,114,24,25,14,24,80,70,0,11,119,77
1500000US360610309003,360610309003,"Block Group 3, Census Tract 309, New York County, New York",470,176,68,69,73,95,103,87,30,39,196,101
1500000US360610309004,360610309004,"Block Group 4, Census Tract 309, New York County, New York",226,126,53,55,34,54,72,61,20,34,47,47
1500000US360610311000,360610311000,"Block Group 0, Census Tract 311, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610311001,360610311001,"Block Group 1, Census Tract 311, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610317030,360610317030,"Block Group 0, Census Tract 317.03, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610317031,360610317031,"Block Group 1, Census Tract 317.03, New York County, New York",1977,358,861,296,154,122,248,143,91,104,623,182
1500000US360610317032,360610317032,"Block Group 2, Census Tract 317.03, New York County, New York",3257,455,1423,337,100,64,752,277,141,107,841,233
1500000US360610317040,360610317040,"Block Group 0, Census Tract 317.04, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610317041,360610317041,"Block Group 1, Census Tract 317.04, New York County, New York",792,206,355,158,36,42,77,60,66,88,258,117
1500000US360610317042,360610317042,"Block Group 2, Census Tract 317.04, New York County, New York",1120,377,518,240,71,77,122,80,46,43,363,175
1500000US360610317043,360610317043,"Block Group 3, Census Tract 317.04, New York County, New York",706,316,341,271,31,39,45,47,88,92,201,139
1500000US360610317044,360610317044,"Block Group 4, Census Tract 317.04, New York County, New York",1480,343,594,157,43,45,258,135,135,141,450,262
1500000US360610319000,360610319000,"Block Group 0, Census Tract 319, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610319001,360610319001,"Block Group 1, Census Tract 319, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
