GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US360610006000,360610006000,"Block Group 0, Census Tract 6, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006001,360610006001,"Block Group 1, Census Tract 6, New York County, New York",416,164,170,136,0,11,0,11,0,11,30,49,28,60,0,11,0,11,31,40,47,54,8,16,26,43,3,15,41,46,10,15,22,43
1500000US360610006002,360610006002,"Block Group 2, Census Tract 6, New York County, New York",1132,275,321,195,121,75,103,78,30,35,168,163,63,69,19,32,51,60,70,112,155,175,0,11,0,11,0,11,31,52,0,11,0,11
1500000US360610006003,360610006003,"Block Group 3, Census Tract 6, New York County, New York",314,161,49,49,84,87,33,52,0,11,0,11,0,11,0,11,0,11,0,11,0,11,97,125,0,11,29,47,0,11,0,11,22,37
1500000US360610006004,360610006004,"Block Group 4, Census Tract 6, New York County, New York",360,146,172,127,87,84,17,28,19,30,0,11,50,67,0,11,0,11,0,11,0,11,0,11,6,10,9,16,0,11,0,11,0,11
1500000US360610006005,360610006005,"Block Group 5, Census Tract 6, New York County, New York",886,231,271,153,156,118,123,109,81,70,42,50,0,11,17,27,18,39,0,11,89,124,44,57,13,22,32,56,0,11,0,11,0,11
1500000US360610006006,360610006006,"Block Group 6, Census Tract 6, New York County, New York",846,235,211,145,25,39,178,116,101,79,23,36,43,50,0,11,72,113,23,39,0,11,23,37,53,68,13,21,59,93,0,11,22,40
1500000US360610007000,360610007000,"Block Group 0, Census Tract 7, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610007001,360610007001,"Block Group 1, Census Tract 7, New York County, New York",4610,321,350,168,56,63,83,71,82,65,28,40,103,64,38,47,63,62,18,36,240,146,258,145,656,234,565,210,377,222,584,197,1109,307
1500000US360610007002,360610007002,"Block Group 2, Census Tract 7, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008000,360610008000,"Block Group 0, Census Tract 8, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008001,360610008001,"Block Group 1, Census Tract 8, New York County, New York",398,118,103,88,46,41,65,47,15,27,16,24,28,42,27,32,0,11,34,54,0,11,53,67,11,18,0,11,0,11,0,11,0,11
1500000US360610008002,360610008002,"Block Group 2, Census Tract 8, New York County, New York",469,121,35,32,101,79,128,105,14,24,15,28,48,57,0,11,0,11,0,11,13,21,11,18,48,35,28,44,12,21,0,11,16,25
1500000US360610008003,360610008003,"Block Group 3, Census Tract 8, New York County, New York",495,122,86,57,65,53,46,55,50,37,0,11,25,29,72,82,25,31,10,16,55,68,0,11,0,11,39,62,22,26,0,11,0,11
1500000US360610008004,360610008004,"Block Group 4, Census Tract 8, New York County, New York",829,190,112,77,53,52,137,101,26,30,11,17,126,102,0,11,14,21,0,11,146,117,93,83,81,85,0,11,0,11,17,28,13,21
1500000US360610008005,360610008005,"Block Group 5, Census Tract 8, New York County, New York",817,141,47,42,52,53,174,95,101,87,40,48,47,57,96,78,12,20,24,38,72,57,40,37,83,54,0,11,29,32,0,11,0,11
1500000US360610008006,360610008006,"Block Group 6, Census Tract 8, New York County, New York",577,145,160,113,145,76,33,37,17,25,0,11,15,25,11,18,41,47,15,25,29,44,32,51,0,11,13,21,35,55,0,11,31,50
1500000US360610009000,360610009000,"Block Group 0, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610009001,360610009001,"Block Group 1, Census Tract 9, New York County, New York",646,83,24,16,5,8,9,9,0,11,0,11,0,11,20,27,0,11,11,15,12,19,11,12,32,20,93,53,59,40,100,41,270,76
1500000US360610009002,360610009002,"Block Group 2, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010010,360610010010,"Block Group 0, Census Tract 10.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010011,360610010011,"Block Group 1, Census Tract 10.01, New York County, New York",743,72,56,32,6,8,19,11,39,32,55,37,10,13,24,30,11,13,5,7,37,35,86,42,70,38,37,27,55,38,129,62,104,48
1500000US360610010020,360610010020,"Block Group 0, Census Tract 10.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010021,360610010021,"Block Group 1, Census Tract 10.02, New York County, New York",822,133,84,80,277,148,144,110,76,79,0,11,12,19,118,125,0,11,19,30,51,65,0,11,36,43,5,14,0,11,0,11,0,11
1500000US360610010022,360610010022,"Block Group 2, Census Tract 10.02, New York County, New York",695,144,120,77,269,121,25,28,63,58,12,20,0,11,46,57,85,90,0,11,0,11,29,35,0,11,12,20,24,42,0,11,10,17
1500000US360610010023,360610010023,"Block Group 3, Census Tract 10.02, New York County, New York",741,162,142,90,68,78,129,103,34,33,15,24,60,59,0,11,47,48,19,29,114,115,93,83,0,11,10,17,10,19,0,11,0,11
1500000US360610012001,360610012001,"Block Group 1, Census Tract 12, New York County, New York",796,102,198,95,147,76,94,64,86,57,28,35,11,18,42,53,30,31,7,12,18,20,7,13,38,39,24,23,17,20,7,14,42,32
1500000US360610012002,360610012002,"Block Group 2, Census Tract 12, New York County, New York",410,99,23,34,0,11,0,11,10,15,12,20,9,14,18,19,0,11,0,11,45,34,74,47,26,24,54,60,79,48,19,20,41,52
1500000US360610012003,360610012003,"Block Group 3, Census Tract 12, New York County, New York",537,109,0,11,30,43,0,11,33,40,30,26,12,18,53,57,10,16,0,11,47,52,32,29,68,54,56,33,90,61,30,27,46,30
1500000US360610013001,360610013001,"Block Group 1, Census Tract 13, New York County, New York",1171,160,65,60,76,66,16,19,0,11,0,11,19,21,0,11,0,11,49,59,99,83,23,37,158,96,245,137,115,67,82,63,224,102
1500000US360610013002,360610013002,"Block Group 2, Census Tract 13, New York County, New York",1246,177,63,54,15,23,34,56,23,38,0,11,11,17,9,15,46,44,0,11,44,39,39,38,128,86,152,83,101,87,123,76,458,158
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",771,110,0,11,77,58,22,24,28,26,15,16,9,13,19,21,0,11,14,19,58,43,97,64,92,49,41,28,46,32,56,61,197,73
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",831,103,18,22,35,35,47,52,65,51,91,84,19,21,50,44,0,11,20,24,59,34,50,35,25,22,70,58,65,50,56,34,161,67
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",736,86,122,49,74,36,32,27,53,50,34,29,81,50,7,10,10,17,17,26,0,11,69,62,54,35,39,29,71,55,33,33,40,36
1500000US360610014022,360610014022,"Block Group 2, Census Tract 14.02, New York County, New York",574,87,114,58,111,60,74,52,46,40,39,38,15,25,7,11,17,23,0,11,28,36,70,50,11,19,0,11,26,30,0,11,16,12
1500000US360610015010,360610015010,"Block Group 0, Census Tract 15.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015011,360610015011,"Block Group 1, Census Tract 15.01, New York County, New York",1238,210,43,40,27,33,17,27,52,68,22,32,16,26,11,19,0,11,32,37,29,33,102,57,62,48,136,112,138,104,129,63,422,168
1500000US360610015012,360610015012,"Block Group 2, Census Tract 15.01, New York County, New York",1596,198,167,106,121,120,86,72,136,78,104,96,0,11,109,81,69,59,97,74,67,56,70,69,300,136,143,90,63,58,27,32,37,40
1500000US360610015013,360610015013,"Block Group 3, Census Tract 15.01, New York County, New York",584,158,128,115,45,42,28,34,28,37,0,11,13,21,0,11,0,11,0,11,54,89,0,11,65,47,38,42,21,28,13,23,151,129
1500000US360610015020,360610015020,"Block Group 0, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",1284,174,59,48,7,12,0,11,57,67,61,42,0,11,0,11,0,11,0,11,63,62,29,35,195,104,89,66,41,38,146,97,537,137
1500000US360610015022,360610015022,"Block Group 2, Census Tract 15.02, New York County, New York",1853,218,64,76,34,31,12,19,22,27,47,46,11,18,78,96,28,32,0,11,48,45,164,100,269,121,143,83,183,130,363,138,387,145
1500000US360610015023,360610015023,"Block Group 3, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610016001,360610016001,"Block Group 1, Census Tract 16, New York County, New York",1010,165,61,55,333,147,114,85,81,71,14,21,14,21,51,43,29,35,38,37,14,21,82,70,32,38,62,51,6,13,62,81,17,24
1500000US360610016002,360610016002,"Block Group 2, Census Tract 16, New York County, New York",347,134,90,61,22,30,0,11,0,11,37,56,0,11,0,11,0,11,11,18,0,11,43,40,115,115,0,11,0,11,0,11,29,41
1500000US360610016003,360610016003,"Block Group 3, Census Tract 16, New York County, New York",610,172,168,113,42,40,43,40,38,60,0,11,33,26,0,11,18,27,0,11,100,82,117,107,40,36,0,11,11,20,0,11,0,11
1500000US360610016004,360610016004,"Block Group 4, Census Tract 16, New York County, New York",453,134,45,40,0,11,66,62,33,53,51,82,0,11,13,22,0,11,0,11,0,11,69,74,34,56,35,39,36,43,36,43,35,38
1500000US360610016005,360610016005,"Block Group 5, Census Tract 16, New York County, New York",538,168,55,66,32,36,58,69,82,80,12,20,0,11,17,29,16,24,0,11,78,77,0,11,105,91,38,43,14,23,15,24,16,26
1500000US360610018001,360610018001,"Block Group 1, Census Tract 18, New York County, New York",442,123,88,61,64,65,0,11,10,16,0,11,13,21,0,11,17,28,34,54,13,22,46,45,53,51,0,11,33,52,11,18,60,71
1500000US360610018002,360610018002,"Block Group 2, Census Tract 18, New York County, New York",258,87,49,49,0,11,20,33,27,41,51,48,25,40,0,11,35,43,0,11,0,11,16,25,0,11,22,26,0,11,13,21,0,11
1500000US360610018003,360610018003,"Block Group 3, Census Tract 18, New York County, New York",811,166,55,57,0,11,46,74,45,45,0,11,10,17,33,38,50,64,12,20,36,39,85,98,174,126,58,53,67,67,78,77,62,46
1500000US360610018004,360610018004,"Block Group 4, Census Tract 18, New York County, New York",378,118,73,62,66,47,21,37,87,75,15,25,0,11,0,11,0,11,0,11,16,28,0,11,32,50,16,25,12,21,0,11,40,50
1500000US360610018005,360610018005,"Block Group 5, Census Tract 18, New York County, New York",287,95,56,57,30,29,0,11,0,11,11,17,0,11,9,14,0,11,0,11,14,23,15,23,29,32,29,46,68,73,0,11,26,29
1500000US360610018006,360610018006,"Block Group 6, Census Tract 18, New York County, New York",538,110,30,32,47,39,72,74,46,54,30,45,35,37,12,18,0,11,90,76,31,49,14,25,75,57,16,27,0,11,40,49,0,11
1500000US360610018007,360610018007,"Block Group 7, Census Tract 18, New York County, New York",424,127,111,86,0,11,32,44,0,11,28,35,0,11,26,39,10,17,0,11,26,30,0,11,59,65,39,59,60,65,0,11,33,54
1500000US360610020000,360610020000,"Block Group 0, Census Tract 20, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610020001,360610020001,"Block Group 1, Census Tract 20, New York County, New York",949,107,191,84,223,83,136,74,122,77,23,38,21,19,56,40,16,17,22,18,43,44,43,41,23,31,18,21,0,11,12,21,0,11
1500000US360610020002,360610020002,"Block Group 2, Census Tract 20, New York County, New York",670,108,163,86,26,24,184,89,48,36,71,43,7,12,71,57,12,19,0,11,38,40,39,38,0,11,11,18,0,11,0,11,0,11
1500000US360610020003,360610020003,"Block Group 3, Census Tract 20, New York County, New York",262,70,92,70,47,41,12,18,51,42,9,13,19,20,10,15,0,11,0,11,0,11,22,21,0,11,0,11,0,11,0,11,0,11
1500000US360610021001,360610021001,"Block Group 1, Census Tract 21, New York County, New York",1319,163,15,24,0,11,0,11,16,25,0,11,0,11,0,11,10,15,0,11,27,31,56,43,78,70,13,21,45,29,231,118,828,169
1500000US360610021002,360610021002,"Block Group 2, Census Tract 21, New York County, New York",1502,172,43,40,0,11,10,15,0,11,54,50,0,11,0,11,15,23,16,27,14,22,116,83,95,88,132,78,42,38,231,121,734,150
1500000US360610022011,360610022011,"Block Group 1, Census Tract 22.01, New York County, New York",870,170,148,106,176,107,54,53,105,106,34,55,35,56,0,11,0,11,18,29,15,24,64,46,61,52,58,64,39,45,49,38,14,21
1500000US360610022012,360610022012,"Block Group 2, Census Tract 22.01, New York County, New York",351,89,33,29,0,11,15,24,24,35,0,11,0,11,0,11,0,11,63,40,31,34,0,11,14,23,16,25,48,45,10,17,97,59
1500000US360610022013,360610022013,"Block Group 3, Census Tract 22.01, New York County, New York",517,108,44,38,78,70,53,63,31,35,57,76,54,61,0,11,0,11,57,51,53,65,35,56,37,57,18,30,0,11,0,11,0,11
1500000US360610022014,360610022014,"Block Group 4, Census Tract 22.01, New York County, New York",1154,159,67,47,103,70,42,51,94,70,25,28,149,88,85,61,140,120,11,16,65,55,227,128,46,54,84,54,16,27,0,11,0,11
1500000US360610022021,360610022021,"Block Group 1, Census Tract 22.02, New York County, New York",986,66,97,53,45,43,41,31,21,20,37,36,0,11,25,24,83,59,6,10,19,18,116,55,135,62,111,66,51,40,63,50,136,51
1500000US360610024000,360610024000,"Block Group 0, Census Tract 24, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610024001,360610024001,"Block Group 1, Census Tract 24, New York County, New York",1439,135,177,99,188,143,138,78,132,98,115,79,62,67,0,11,50,45,59,54,31,30,104,68,87,55,35,32,94,85,57,40,110,72
1500000US360610024002,360610024002,"Block Group 2, Census Tract 24, New York County, New York",709,138,179,104,136,83,75,66,29,38,67,53,43,57,0,11,26,39,60,88,0,11,61,58,14,22,19,31,0,11,0,11,0,11
1500000US360610025000,360610025000,"Block Group 0, Census Tract 25, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610025001,360610025001,"Block Group 1, Census Tract 25, New York County, New York",1233,133,372,109,209,82,186,89,55,52,34,30,84,65,56,55,7,13,18,22,72,68,72,66,25,25,14,16,0,11,0,11,29,45
1500000US360610025002,360610025002,"Block Group 2, Census Tract 25, New York County, New York",157,72,18,20,38,39,17,25,0,11,0,11,0,11,6,11,0,11,0,11,41,60,14,22,23,26,0,11,0,11,0,11,0,11
1500000US360610025003,360610025003,"Block Group 3, Census Tract 25, New York County, New York",511,114,71,55,146,77,101,58,34,34,42,44,17,17,14,21,29,38,0,11,34,47,0,11,6,11,17,27,0,11,0,11,0,11
1500000US360610026011,360610026011,"Block Group 1, Census Tract 26.01, New York County, New York",666,83,25,24,51,34,80,55,0,11,11,22,89,66,21,24,8,12,25,23,25,19,112,65,28,27,62,43,6,10,31,28,92,57
1500000US360610026012,360610026012,"Block Group 2, Census Tract 26.01, New York County, New York",890,91,187,75,69,44,44,34,69,56,9,13,86,63,7,10,28,32,13,12,11,16,78,55,108,74,50,44,32,28,51,34,48,44
1500000US360610026021,360610026021,"Block Group 1, Census Tract 26.02, New York County, New York",924,160,97,85,52,66,56,43,68,57,50,54,78,76,32,42,0,11,7,11,47,36,91,80,79,67,85,78,71,82,16,27,95,61
1500000US360610026022,360610026022,"Block Group 2, Census Tract 26.02, New York County, New York",1205,179,73,56,133,116,0,11,14,22,0,11,51,42,62,78,90,73,0,11,51,83,61,59,127,70,196,115,56,76,101,77,190,91
1500000US360610027001,360610027001,"Block Group 1, Census Tract 27, New York County, New York",541,66,91,48,18,17,28,23,44,39,12,13,53,25,4,7,11,13,14,15,45,30,21,15,59,34,17,13,21,16,52,37,51,34
1500000US360610028001,360610028001,"Block Group 1, Census Tract 28, New York County, New York",433,113,51,45,20,25,103,97,0,11,33,50,0,11,24,32,0,11,0,11,0,11,90,72,49,52,16,27,32,36,15,24,0,11
1500000US360610028002,360610028002,"Block Group 2, Census Tract 28, New York County, New York",779,154,98,84,173,116,111,65,24,27,14,21,33,34,62,43,30,35,0,11,0,11,50,66,0,11,91,91,74,62,0,11,19,30
1500000US360610028003,360610028003,"Block Group 3, Census Tract 28, New York County, New York",890,145,159,97,41,47,35,57,67,55,60,69,67,70,36,34,13,21,0,11,97,80,70,71,73,58,112,67,25,28,0,11,35,30
1500000US360610028004,360610028004,"Block Group 4, Census Tract 28, New York County, New York",1175,196,156,108,143,107,87,83,51,41,103,90,14,23,11,22,18,28,12,20,171,123,102,83,113,79,148,96,10,17,21,24,15,24
1500000US360610029001,360610029001,"Block Group 1, Census Tract 29, New York County, New York",374,107,92,62,73,48,74,58,0,11,0,11,0,11,30,34,0,11,11,18,0,11,57,51,0,11,0,11,37,59,0,11,0,11
1500000US360610029002,360610029002,"Block Group 2, Census Tract 29, New York County, New York",530,111,85,51,26,30,54,49,63,49,37,60,35,57,7,20,33,48,0,11,25,29,12,18,14,24,59,62,14,22,66,52,0,11
1500000US360610029003,360610029003,"Block Group 3, Census Tract 29, New York County, New York",906,176,130,65,64,60,80,59,45,55,40,63,94,94,60,60,128,95,16,25,28,31,37,52,102,65,47,43,35,40,0,11,0,11
1500000US360610029004,360610029004,"Block Group 4, Census Tract 29, New York County, New York",258,78,21,25,12,20,0,11,0,11,0,11,0,11,27,32,12,19,59,58,69,66,0,11,14,22,12,20,0,11,0,11,32,40
1500000US360610030011,360610030011,"Block Group 1, Census Tract 30.01, New York County, New York",803,134,79,72,46,34,0,11,0,11,18,28,21,32,71,71,30,34,10,18,76,67,62,69,135,76,33,37,29,44,32,37,161,87
1500000US360610030012,360610030012,"Block Group 2, Census Tract 30.01, New York County, New York",700,151,16,26,14,21,26,30,36,61,0,11,46,57,0,11,16,25,56,46,34,40,76,69,69,63,85,66,100,88,94,99,32,36
1500000US360610030013,360610030013,"Block Group 3, Census Tract 30.01, New York County, New York",409,110,77,72,19,31,18,27,40,64,0,11,0,11,20,31,13,21,0,11,46,42,63,67,35,27,14,22,0,11,35,55,29,34
1500000US360610030014,360610030014,"Block Group 4, Census Tract 30.01, New York County, New York",398,106,0,11,25,26,0,11,16,26,14,25,20,29,0,11,17,25,0,11,67,76,21,26,75,62,41,40,23,38,27,42,52,51
1500000US360610030021,360610030021,"Block Group 1, Census Tract 30.02, New York County, New York",958,108,39,28,27,26,17,21,72,46,128,104,49,49,57,50,19,18,42,36,34,36,69,53,135,60,107,53,48,40,67,45,48,33
1500000US360610030022,360610030022,"Block Group 2, Census Tract 30.02, New York County, New York",815,105,177,67,84,37,43,49,56,52,61,55,11,13,0,11,36,48,22,36,28,31,59,51,132,72,74,61,0,11,5,9,27,42
1500000US360610031001,360610031001,"Block Group 1, Census Tract 31, New York County, New York",753,58,39,34,39,30,14,21,11,13,17,22,8,14,10,13,3,5,11,18,12,15,17,18,35,25,65,46,38,31,134,54,300,66
1500000US360610032001,360610032001,"Block Group 1, Census Tract 32, New York County, New York",876,196,78,76,22,35,66,84,29,37,17,29,38,46,33,53,18,29,20,33,30,52,98,73,85,99,116,97,91,69,135,108,0,11
1500000US360610032002,360610032002,"Block Group 2, Census Tract 32, New York County, New York",375,117,21,32,0,11,0,11,52,59,0,11,0,11,0,11,0,11,22,35,0,11,25,29,108,95,35,57,41,43,20,32,51,62
1500000US360610032003,360610032003,"Block Group 3, Census Tract 32, New York County, New York",912,210,91,72,45,49,65,44,7,15,67,57,20,26,11,18,39,44,22,34,169,148,95,109,128,114,70,65,14,23,48,78,21,36
1500000US360610032004,360610032004,"Block Group 4, Census Tract 32, New York County, New York",450,135,42,50,48,75,0,11,15,26,0,11,0,11,0,11,39,46,0,11,91,90,22,36,49,58,13,20,0,11,55,82,76,75
1500000US360610032005,360610032005,"Block Group 5, Census Tract 32, New York County, New York",257,100,8,14,0,11,0,11,12,19,0,11,0,11,0,11,0,11,0,11,53,65,53,61,11,19,17,29,103,81,0,11,0,11
1500000US360610032006,360610032006,"Block Group 6, Census Tract 32, New York County, New York",967,224,175,121,14,24,0,11,0,11,32,53,32,49,0,11,23,36,0,11,53,54,97,99,231,145,63,70,19,32,102,85,126,143
1500000US360610032007,360610032007,"Block Group 7, Census Tract 32, New York County, New York",680,150,115,101,28,46,42,40,0,11,0,11,0,11,72,86,81,92,40,48,22,39,85,83,58,68,56,66,0,11,28,50,53,73
