GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
1400000US36061006700,36061006700,"Census Tract 67, New York County, New York",3268,267,542,130,445,133,97,52,18,28,79,44,2726,293,2173,293,553,171
1400000US36061006800,36061006800,"Census Tract 68, New York County, New York",3854,304,593,167,502,147,91,82,0,16,91,82,3261,327,2644,383,617,212
1400000US36061006900,36061006900,"Census Tract 69, New York County, New York",1244,125,459,95,422,96,37,36,27,33,10,15,785,138,555,109,230,103
1400000US36061007000,36061007000,"Census Tract 70, New York County, New York",4702,344,1114,269,987,252,127,84,23,38,104,77,3588,364,2813,376,775,231
1400000US36061007100,36061007100,"Census Tract 71, New York County, New York",3413,217,801,170,634,175,167,78,102,66,65,46,2612,255,2025,285,587,161
1400000US36061007200,36061007200,"Census Tract 72, New York County, New York",4098,391,885,200,715,181,170,151,71,113,99,97,3213,367,2215,371,998,267
1400000US36061007300,36061007300,"Census Tract 73, New York County, New York",3815,285,867,212,703,196,164,102,39,47,125,85,2948,332,2467,349,481,186
1400000US36061007400,36061007400,"Census Tract 74, New York County, New York",2084,184,544,134,509,133,35,44,0,11,35,44,1540,224,1309,226,231,106
1400000US36061007500,36061007500,"Census Tract 75, New York County, New York",2592,138,860,140,773,131,87,53,11,19,76,51,1732,188,1321,182,411,125
1400000US36061007600,36061007600,"Census Tract 76, New York County, New York",1097,117,282,91,191,66,91,60,9,14,82,58,815,116,588,123,227,74
1400000US36061007700,36061007700,"Census Tract 77, New York County, New York",3564,287,738,175,591,167,147,74,16,24,131,70,2826,275,2289,302,537,177
1400000US36061007800,36061007800,"Census Tract 78, New York County, New York",4424,304,1130,266,937,243,193,128,46,52,147,121,3294,366,2762,369,532,163
1400000US36061007900,36061007900,"Census Tract 79, New York County, New York",2722,183,936,197,846,181,90,85,47,75,43,41,1786,233,1599,230,187,92
1400000US36061008000,36061008000,"Census Tract 80, New York County, New York",3158,201,712,159,607,136,105,86,30,49,75,72,2446,241,2071,212,375,136
1400000US36061008100,36061008100,"Census Tract 81, New York County, New York",4883,329,1568,325,1314,297,254,133,113,104,141,103,3315,383,2584,361,731,272
1400000US36061008200,36061008200,"Census Tract 82, New York County, New York",1906,193,619,173,498,171,121,75,16,26,105,74,1287,220,1072,206,215,96
1400000US36061008300,36061008300,"Census Tract 83, New York County, New York",2047,167,661,144,357,123,304,124,0,11,304,124,1386,185,991,178,395,143
1400000US36061008400,36061008400,"Census Tract 84, New York County, New York",930,114,243,71,175,65,68,43,15,17,53,40,687,109,424,120,263,75
1400000US36061008601,36061008601,"Census Tract 86.01, New York County, New York",1302,110,560,116,485,112,75,54,8,13,67,51,742,139,451,123,291,104
1400000US36061008602,36061008602,"Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061008603,36061008603,"Census Tract 86.03, New York County, New York",2465,273,972,212,867,199,105,86,45,75,60,49,1493,229,1203,217,290,137
1400000US36061008700,36061008700,"Census Tract 87, New York County, New York",3935,244,1127,272,957,279,170,105,53,60,117,90,2808,360,2033,344,775,295
1400000US36061008800,36061008800,"Census Tract 88, New York County, New York",4474,364,1203,242,986,238,217,113,162,97,55,62,3271,358,2967,391,304,146
1400000US36061008900,36061008900,"Census Tract 89, New York County, New York",3058,249,783,168,565,143,218,117,60,59,158,98,2275,259,1781,255,494,159
1400000US36061009000,36061009000,"Census Tract 90, New York County, New York",4216,395,1190,264,993,257,197,128,108,95,89,77,3026,422,2528,377,498,183
1400000US36061009100,36061009100,"Census Tract 91, New York County, New York",4018,194,936,207,776,197,160,102,27,33,133,99,3082,228,2494,273,588,198
1400000US36061009200,36061009200,"Census Tract 92, New York County, New York",1100,104,227,72,172,68,55,34,12,13,43,31,873,107,706,114,167,60
1400000US36061009300,36061009300,"Census Tract 93, New York County, New York",5114,309,2259,339,1454,453,805,396,295,252,510,267,2855,355,2529,350,326,127
1400000US36061009400,36061009400,"Census Tract 94, New York County, New York",20,13,13,14,13,14,0,11,0,11,0,11,7,8,7,8,0,11
1400000US36061009500,36061009500,"Census Tract 95, New York County, New York",1165,105,383,75,350,72,33,26,19,20,14,15,782,99,527,89,255,84
1400000US36061009600,36061009600,"Census Tract 96, New York County, New York",128,60,16,15,16,15,0,11,0,11,0,11,112,59,112,59,0,11
1400000US36061009700,36061009700,"Census Tract 97, New York County, New York",2736,129,960,162,598,132,362,113,181,82,181,89,1776,210,1454,203,322,138
1400000US36061009800,36061009800,"Census Tract 98, New York County, New York",4201,257,1122,250,1005,234,117,104,0,16,117,104,3079,311,2444,340,635,227
1400000US36061009900,36061009900,"Census Tract 99, New York County, New York",2383,150,445,93,386,86,59,41,15,17,44,35,1938,167,1363,174,575,129
1400000US36061010000,36061010000,"Census Tract 100, New York County, New York",1217,90,249,95,241,98,8,12,0,11,8,12,968,110,852,118,116,43
1400000US36061010100,36061010100,"Census Tract 101, New York County, New York",709,80,173,41,142,40,31,14,0,11,31,14,536,82,459,77,77,31
1400000US36061010200,36061010200,"Census Tract 102, New York County, New York",124,59,82,58,82,58,0,11,0,11,0,11,42,32,32,30,10,11
1400000US36061010300,36061010300,"Census Tract 103, New York County, New York",1219,113,223,83,149,72,74,46,15,18,59,37,996,122,774,129,222,67
1400000US36061010400,36061010400,"Census Tract 104, New York County, New York",673,84,227,69,186,69,41,16,0,11,41,16,446,76,389,71,57,35
1400000US36061010601,36061010601,"Census Tract 106.01, New York County, New York",4338,315,1891,311,1811,305,80,67,0,16,80,67,2447,348,2214,355,233,135
1400000US36061010602,36061010602,"Census Tract 106.02, New York County, New York",2436,255,967,207,904,200,63,47,0,11,63,47,1469,253,1277,228,192,99
1400000US36061010800,36061010800,"Census Tract 108, New York County, New York",4955,457,1547,325,1398,305,149,100,0,16,149,100,3408,489,2934,473,474,164
1400000US36061010900,36061010900,"Census Tract 109, New York County, New York",108,29,43,25,34,25,9,10,0,11,9,10,65,32,29,23,36,28
1400000US36061011000,36061011000,"Census Tract 110, New York County, New York",4185,357,1523,304,1337,298,186,149,73,118,113,93,2662,344,2163,362,499,178
1400000US36061011100,36061011100,"Census Tract 111, New York County, New York",2253,187,481,123,304,96,177,85,17,20,160,83,1772,211,1111,177,661,165
1400000US36061011201,36061011201,"Census Tract 112.01, New York County, New York",589,75,136,48,126,47,10,13,5,12,5,8,453,73,406,86,47,29
1400000US36061011202,36061011202,"Census Tract 112.02, New York County, New York",183,46,70,30,58,29,12,11,4,6,8,9,113,44,113,44,0,11
1400000US36061011203,36061011203,"Census Tract 112.03, New York County, New York",738,115,212,62,156,50,56,40,12,19,44,35,526,88,411,84,115,48
1400000US36061011300,36061011300,"Census Tract 113, New York County, New York",66,24,0,11,0,11,0,11,0,11,0,11,66,24,52,26,14,13
1400000US36061011401,36061011401,"Census Tract 114.01, New York County, New York",662,118,351,81,320,76,31,27,11,17,20,20,311,94,296,89,15,25
1400000US36061011402,36061011402,"Census Tract 114.02, New York County, New York",1305,131,512,104,470,100,42,28,0,11,42,28,793,123,696,122,97,44
1400000US36061011500,36061011500,"Census Tract 115, New York County, New York",1312,128,315,84,203,65,112,53,79,44,33,30,997,131,656,131,341,99
1400000US36061011600,36061011600,"Census Tract 116, New York County, New York",2048,209,658,142,475,136,183,84,36,43,147,74,1390,195,1252,196,138,75
1400000US36061011700,36061011700,"Census Tract 117, New York County, New York",2027,219,577,158,356,138,221,119,13,22,208,118,1450,242,1048,220,402,166
1400000US36061011800,36061011800,"Census Tract 118, New York County, New York",5230,383,2020,325,1758,287,262,146,59,71,203,131,3210,437,2598,403,612,278
1400000US36061011900,36061011900,"Census Tract 119, New York County, New York",1029,69,40,41,40,41,0,11,0,11,0,11,989,81,989,81,0,11
1400000US36061012000,36061012000,"Census Tract 120, New York County, New York",1757,181,875,162,775,143,100,85,85,81,15,25,882,174,792,172,90,75
1400000US36061012100,36061012100,"Census Tract 121, New York County, New York",5028,368,1052,245,723,207,329,167,163,123,166,89,3976,422,3262,431,714,203
1400000US36061012200,36061012200,"Census Tract 122, New York County, New York",1850,210,820,177,809,172,11,18,0,11,11,18,1030,204,979,203,51,43
1400000US36061012400,36061012400,"Census Tract 124, New York County, New York",5252,438,2143,433,1591,356,552,240,38,61,514,233,3109,464,2695,467,414,211
1400000US36061012500,36061012500,"Census Tract 125, New York County, New York",1421,132,417,111,316,99,101,64,30,34,71,52,1004,155,726,150,278,89
1400000US36061012600,36061012600,"Census Tract 126, New York County, New York",6913,688,2094,552,1829,506,265,170,45,68,220,158,4819,618,4141,649,678,338
1400000US36061012700,36061012700,"Census Tract 127, New York County, New York",3901,301,818,249,691,245,127,104,87,82,40,70,3083,360,2369,330,714,202
1400000US36061012800,36061012800,"Census Tract 128, New York County, New York",3011,232,1448,191,1374,202,74,57,17,26,57,47,1563,255,1351,229,212,132
1400000US36061012900,36061012900,"Census Tract 129, New York County, New York",2915,228,536,136,403,112,133,78,65,56,68,54,2379,237,1745,263,634,138
1400000US36061013000,36061013000,"Census Tract 130, New York County, New York",1901,232,1007,185,1007,185,0,11,0,11,0,11,894,183,830,180,64,55
1400000US36061013100,36061013100,"Census Tract 131, New York County, New York",1753,118,353,96,292,93,61,37,20,22,41,31,1400,152,1234,155,166,62
1400000US36061013200,36061013200,"Census Tract 132, New York County, New York",5949,370,1686,462,1339,416,347,199,220,159,127,114,4263,479,3448,524,815,292
1400000US36061013300,36061013300,"Census Tract 133, New York County, New York",2887,263,690,160,532,145,158,73,42,42,116,59,2197,282,1607,284,590,153
1400000US36061013400,36061013400,"Census Tract 134, New York County, New York",6512,478,2284,427,1870,458,414,212,48,78,366,207,4228,560,3623,562,605,268
1400000US36061013500,36061013500,"Census Tract 135, New York County, New York",3529,247,952,179,562,139,390,141,127,77,263,110,2577,269,2201,280,376,129
1400000US36061013600,36061013600,"Census Tract 136, New York County, New York",8611,517,3676,494,3308,470,368,198,127,129,241,139,4935,521,4181,524,754,349
1400000US36061013700,36061013700,"Census Tract 137, New York County, New York",3865,399,1410,263,1139,243,271,170,26,42,245,171,2455,410,1887,375,568,230
1400000US36061013800,36061013800,"Census Tract 138, New York County, New York",7465,444,2394,440,2312,431,82,92,17,29,65,87,5071,587,4305,655,766,359
1400000US36061013900,36061013900,"Census Tract 139, New York County, New York",5523,587,1032,321,833,281,199,142,40,65,159,127,4491,632,4152,615,339,189
1400000US36061014000,36061014000,"Census Tract 140, New York County, New York",3742,225,1976,211,1755,220,221,131,54,65,167,116,1766,247,1425,238,341,130
1400000US36061014200,36061014200,"Census Tract 142, New York County, New York",1969,185,1304,208,1071,197,233,117,27,31,206,121,665,177,598,183,67,52
1400000US36061014300,36061014300,"Census Tract 143, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061014401,36061014401,"Census Tract 144.01, New York County, New York",2611,171,1251,201,978,195,273,119,169,102,104,74,1360,214,1146,206,214,91
1400000US36061014402,36061014402,"Census Tract 144.02, New York County, New York",3991,191,1653,196,1525,195,128,99,16,26,112,97,2338,257,2016,259,322,133
1400000US36061014500,36061014500,"Census Tract 145, New York County, New York",2524,253,988,170,934,175,54,52,13,21,41,47,1536,252,1393,251,143,77
1400000US36061014601,36061014601,"Census Tract 146.01, New York County, New York",2550,154,780,153,687,144,93,85,34,59,59,56,1770,192,1447,193,323,107
1400000US36061014602,36061014602,"Census Tract 146.02, New York County, New York",4655,294,1388,288,1270,280,118,72,11,19,107,72,3267,338,2566,375,701,222
1400000US36061014700,36061014700,"Census Tract 147, New York County, New York",1465,128,671,100,634,99,37,27,24,22,13,16,794,145,677,145,117,51
1400000US36061014801,36061014801,"Census Tract 148.01, New York County, New York",1421,115,787,113,710,104,77,46,20,22,57,41,634,120,537,119,97,70
1400000US36061014802,36061014802,"Census Tract 148.02, New York County, New York",3376,206,1647,217,1350,210,297,132,11,19,286,130,1729,208,1288,226,441,139
1400000US36061014900,36061014900,"Census Tract 149, New York County, New York",3083,261,1368,232,1177,223,191,101,90,82,101,74,1715,226,1578,214,137,72
1400000US36061015001,36061015001,"Census Tract 150.01, New York County, New York",1112,98,552,102,477,101,75,37,10,15,65,35,560,126,512,116,48,37
1400000US36061015002,36061015002,"Census Tract 150.02, New York County, New York",2408,196,1507,180,1446,179,61,42,16,25,45,44,901,189,877,185,24,26
1400000US36061015100,36061015100,"Census Tract 151, New York County, New York",3997,343,1514,346,886,309,628,240,133,119,495,208,2483,377,2250,393,233,129
1400000US36061015200,36061015200,"Census Tract 152, New York County, New York",3581,170,1604,235,1018,188,586,141,64,57,522,150,1977,286,1727,280,250,118
1400000US36061015300,36061015300,"Census Tract 153, New York County, New York",4773,395,1882,336,1664,337,218,152,138,130,80,73,2891,384,2354,341,537,186
1400000US36061015400,36061015400,"Census Tract 154, New York County, New York",7814,425,3350,598,2500,541,850,364,78,99,772,373,4464,679,3746,707,718,285
1400000US36061015500,36061015500,"Census Tract 155, New York County, New York",5463,350,2356,373,2101,333,255,165,24,39,231,149,3107,423,2705,382,402,178
1400000US36061015601,36061015601,"Census Tract 156.01, New York County, New York",2913,150,980,192,689,186,291,109,50,57,241,96,1933,197,1285,198,648,149
1400000US36061015602,36061015602,"Census Tract 156.02, New York County, New York",946,97,503,114,232,92,271,90,39,47,232,84,443,125,421,122,22,24
1400000US36061015700,36061015700,"Census Tract 157, New York County, New York",5633,547,1880,315,1584,312,296,188,43,72,253,174,3753,594,2984,543,769,353
1400000US36061015801,36061015801,"Census Tract 158.01, New York County, New York",2567,169,1129,174,884,150,245,104,60,53,185,90,1438,200,1233,172,205,111
1400000US36061015802,36061015802,"Census Tract 158.02, New York County, New York",1863,111,797,139,589,120,208,90,55,56,153,74,1066,149,774,155,292,95
1400000US36061015900,36061015900,"Census Tract 159, New York County, New York",4873,494,1917,399,1591,347,326,224,52,62,274,218,2956,433,2408,386,548,224
1400000US36061016001,36061016001,"Census Tract 160.01, New York County, New York",1664,120,1059,146,904,142,155,59,20,23,135,56,605,147,577,149,28,26
1400000US36061016002,36061016002,"Census Tract 160.02, New York County, New York",1136,106,633,97,475,76,158,75,60,63,98,59,503,91,375,73,128,55
1400000US36061016100,36061016100,"Census Tract 161, New York County, New York",3700,228,1220,216,1035,192,185,119,51,80,134,84,2480,283,1856,285,624,160
1400000US36061016200,36061016200,"Census Tract 162, New York County, New York",3775,180,1993,248,594,171,1399,223,182,132,1217,205,1782,272,1713,273,69,47
1400000US36061016300,36061016300,"Census Tract 163, New York County, New York",3825,203,1397,197,1124,170,273,133,193,130,80,50,2428,219,1924,218,504,152
1400000US36061016400,36061016400,"Census Tract 164, New York County, New York",2523,101,1458,187,628,176,830,195,322,164,508,176,1065,193,827,173,238,110
1400000US36061016500,36061016500,"Census Tract 165, New York County, New York",3347,219,1695,237,1357,219,338,135,49,47,289,130,1652,242,1400,245,252,128
1400000US36061016600,36061016600,"Census Tract 166, New York County, New York",2875,139,1490,190,651,149,839,176,127,111,712,150,1385,193,1082,196,303,100
1400000US36061016700,36061016700,"Census Tract 167, New York County, New York",3172,209,1482,205,1331,192,151,72,53,42,98,66,1690,216,1419,202,271,94
1400000US36061016800,36061016800,"Census Tract 168, New York County, New York",1579,117,981,157,341,93,640,149,80,63,560,150,598,132,517,133,81,62
1400000US36061016900,36061016900,"Census Tract 169, New York County, New York",4007,420,1746,344,1566,367,180,106,17,28,163,100,2261,393,1776,349,485,200
1400000US36061017000,36061017000,"Census Tract 170, New York County, New York",3233,121,1764,212,788,177,976,218,323,159,653,169,1469,227,1337,216,132,116
1400000US36061017100,36061017100,"Census Tract 171, New York County, New York",4717,242,1753,273,1503,258,250,164,56,81,194,140,2964,304,2434,298,530,176
1400000US36061017200,36061017200,"Census Tract 172, New York County, New York",2186,135,1146,183,407,136,739,167,183,108,556,135,1040,199,869,176,171,101
1400000US36061017300,36061017300,"Census Tract 173, New York County, New York",4309,333,2034,231,1656,249,378,136,160,94,218,139,2275,337,2068,345,207,124
1400000US36061017401,36061017401,"Census Tract 174.01, New York County, New York",1966,122,898,189,282,101,616,174,120,92,496,159,1068,204,1028,197,40,39
1400000US36061017402,36061017402,"Census Tract 174.02, New York County, New York",855,38,425,58,139,45,286,63,80,49,206,54,430,56,306,53,124,46
1400000US36061017500,36061017500,"Census Tract 175, New York County, New York",4730,372,2414,340,2003,310,411,251,304,224,107,92,2316,312,1910,297,406,178
1400000US36061017700,36061017700,"Census Tract 177, New York County, New York",4820,249,2199,325,1356,239,843,268,247,186,596,231,2621,318,2360,319,261,117
1400000US36061017800,36061017800,"Census Tract 178, New York County, New York",1705,93,803,134,364,107,439,123,65,55,374,114,902,149,733,141,169,67
1400000US36061017900,36061017900,"Census Tract 179, New York County, New York",4762,260,1888,285,1490,243,398,140,72,70,326,120,2874,367,2395,368,479,216
1400000US36061018000,36061018000,"Census Tract 180, New York County, New York",2802,149,1658,249,488,175,1170,229,228,108,942,228,1144,226,971,213,173,100
1400000US36061018100,36061018100,"Census Tract 181, New York County, New York",4308,259,2056,288,1396,253,660,230,307,155,353,142,2252,327,1895,302,357,175
1400000US36061018200,36061018200,"Census Tract 182, New York County, New York",2607,162,1383,197,269,139,1114,203,278,138,836,176,1224,212,1056,234,168,107
1400000US36061018300,36061018300,"Census Tract 183, New York County, New York",4339,305,1780,273,1350,262,430,173,75,86,355,147,2559,383,2081,368,478,170
1400000US36061018400,36061018400,"Census Tract 184, New York County, New York",2786,196,1748,243,666,173,1082,221,119,102,963,219,1038,224,901,220,137,78
1400000US36061018500,36061018500,"Census Tract 185, New York County, New York",2876,177,1051,239,910,236,141,100,39,49,102,85,1825,240,1602,218,223,93
